year_key,decimaldate,Qm3_s,d,ID
1986,1986.7494038242,105.268203925328,1,133-7
1987,1987.32285042491,192.786523433304,1,133-7
1988,1988.87491597728,158.368789017064,1,133-7
1990,1990.9207477169,264.331310999544,1,133-7
1991,1991.89601217656,140.625460866609,1,133-7
1992,1992.03889647845,286.55961946066,1,133-7
1993,1993.11084665145,104.544883233333,1,133-7
1994,1994.89443302892,223.452425166669,1,133-7
1995,1995.34486872146,115.939234653333,1,133-7
1996,1996.94268176988,144.386957875,1,133-7
1997,1997.83369482496,232.870674298755,1,133-7
1998,1998.13578957382,216.044907,1,133-7
1999,1999.27083333333,243.0944445,1,133-7
2000,2000.60405282332,123.05687,1,133-7
2001,2001.12374429224,116.088585,1,133-7
2002,2002.24063926941,146.432007,1,133-7
2003,2003.96324200913,266.499835630018,1,133-7
2004,2004.94934160595,121.881301999981,1,133-7
2005,2005.94469368341,213.327756534338,1,133-7
2006,2006.08453196347,381.610077,1,133-7
2007,2007.87808219178,152.3602445,1,133-7
2008,2008.13296903461,77.833679,1,133-7
2009,2009.25525114155,128.162262,1,133-7
2010,2010.32888127854,80.057981,1,133-7
2011,2011.29315068493,242.526825,1,133-7
2012,2012.22427140255,315.137085,1,133-7
2013,2013.875456621,187.448883,1,133-7
2014,2014.99897260274,204.453308,1,133-7
2015,2015.10924657534,253.392258,1,133-7
2016,2016.92702641166,227.512482,1,133-7
2017,2017.83356164384,151.480545,1,133-7
2018,2018.7355022831,148.03775,1,133-7
2019,2019.0100456621,156.823822,1,133-7
2020,2020.0549863388,212.471191,1,133-7
2021,2021.96301369863,302.928558,1,133-7
2022,2022.0345890411,337.123535,1,133-7
1977,1977.34600456621,64.1497795280144,1,138-1
1978,1978.71409725393,129.566819768303,1,138-1
1979,1979.36776176433,134.759170774793,1,138-1
1980,1980.26640947556,45.1180549477648,1,138-1
1981,1981.92322536149,176.902078378499,1,138-1
1982,1982.23230168696,249.766731469659,1,138-1
1984,1984.31676577363,135.871558624525,1,138-1
1987,1987.30994003678,189.921264712982,1,138-1
1988,1988.87538042653,133.915633146838,1,138-1
1989,1989.00786184044,128.340489114825,1,138-1
1990,1990.92097412481,246.520624319128,1,138-1
1991,1991.0692218417,116.059053233424,1,138-1
1992,1992.0404143898,212.859406,1,138-1
1993,1993.79937214612,180.596796666667,1,138-1
1994,1994.89497716895,171.883896,1,138-1
1995,1995.3448630137,113.40123,1,138-1
1996,1996.94205373406,115.852509,1,138-1
1997,1997.83390410959,167.727585,1,138-1
1998,1998.1352739726,305.244476,1,138-1
1999,1999.27111872146,167.96463,1,138-1
2000,2000.60484972678,104.191589,1,138-1
2001,2001.12385844749,135.812561,1,138-1
2002,2002.12910958904,189.74353,1,138-1
2003,2003.96415525114,193.785172,1,138-1
2004,2004.93579234973,162.43869,1,138-1
2005,2005.9450913242,173.582184,1,138-1
2006,2006.08333333333,411.76858956541,1,138-1
2007,2007.96860730594,108.003616,1,138-1
2008,2008.7864298725,81.647484,1,138-1
2009,2009.2551369863,142.88031,1,138-1
2010,2010.19155251142,86.749634,1,138-1
2011,2011.29326484018,178.927094,1,138-1
2012,2012.22404371585,233.562592,1,138-1
2013,2013.94668949772,175.717667,1,138-1
2014,2014.9997716895,170.959442,1,138-1
2015,2015.75194063927,234.080948,1,138-1
2016,2016.92702641166,175.466156,1,138-1
2017,2017.27123287671,128.526535,1,138-1
2018,2018.30433789954,147.695175,1,138-1
2019,2019.23984018265,138.602493,1,138-1
2020,2020.00307377049,203.861771,1,138-1
2021,2021.96369863014,277.516846,1,138-1
2022,2022.0350456621,158.815475,1,138-1
2023,2023.1200913242,179.924576,1,138-1
1975,1975.73564056951,42.1616677988265,1,139-20
1976,1976.48993713317,60.1944051328065,1,139-20
1977,1977.79513606672,117.055424292438,1,139-20
1978,1978.85842586251,70.4071524492537,1,139-20
1979,1979.41639269406,43.1569761183068,1,139-20
1980,1980.41225862047,36.8595312784832,1,139-20
1982,1982.41158507737,58.9240704063411,1,139-20
1983,1983.66178481735,62.1367661128362,1,139-20
1984,1984.40634486946,45.8350286964011,1,139-20
1985,1985.78776705987,96.9316181786109,1,139-20
1986,1986.74318112633,65.5670252324014,1,139-20
1987,1987.8451548072,63.3709627175714,1,139-20
1989,1989.92112252664,46.0915003114608,1,139-20
1990,1990.92049086758,58.7050062279876,1,139-20
1991,1991.06754946728,72.2771019091413,1,139-20
1992,1992.7683458561,93.3265574998666,1,139-20
1993,1993.79893835616,49.0614804042635,1,139-20
1994,1994.76419330289,97.6645599970116,1,139-20
1995,1995.42070015221,52.431025638957,1,139-20
1997,1997.08048515982,59.3841182586733,1,139-20
1998,1998.91857305936,79.7043001376614,1,139-20
1999,1999.86554604262,71.3750524592408,1,139-20
2000,2000.69452034001,40.1986503849972,1,139-20
2001,2001.12449391172,55.850385209991,1,139-20
2002,2002.74128424658,59.0348143573354,1,139-20
2003,2003.70584855403,37.6397887945106,1,139-20
2004,2004.34622419551,58.3873931425362,1,139-20
2005,2005.66181316591,73.8350663987369,1,139-20
2006,2006.07903729072,69.1636877789131,1,139-20
2007,2007.96783675799,50.979525,1,139-20
2008,2008.98588342441,86.300987,1,139-20
2009,2009.73778538813,65.33329,1,139-20
2010,2010.37431506849,64.545319,1,139-20
2011,2011.74406392694,100.677681,1,139-20
2012,2012.67930327869,72.315536,1,139-20
2013,2013.94748858448,66.422813,1,139-20
2014,2014.92385844749,61.312641,1,139-20
2015,2015.75079908676,79.591118,1,139-20
2016,2016.92600182149,65.985794,1,139-20
2017,2017.07020547945,61.691673,1,139-20
2018,2018.73515981735,57.346462,1,139-20
2019,2019.23938356164,88.649223,1,139-20
2020,2020.84824681239,86.2742,1,139-20
2021,2021.64611872146,52.450108,1,139-20
2022,2022.50102739726,53.526558,1,139-20
2023,2023.72534246575,46.398094,1,139-20
1989,1989.39828386606,102.589212278739,1,139-25
1990,1990.34297564688,128.306055880032,1,139-25
1991,1991.06956430746,52.4101472644233,1,139-25
1992,1992.39862059806,121.598297000016,1,139-25
1994,1994.7857781583,82.724655,1,139-25
1995,1995.42203196347,187.374151806499,1,139-25
1996,1996.40203210383,58.7452144992664,1,139-25
1997,1997.45878995434,121.562843,1,139-25
1999,1999.38794901065,73.7618626638444,1,139-25
2000,2000.37978142077,111.262256999,1,139-25
2003,2003.39160768645,91.6706234666667,1,139-25
2004,2004.34701730419,118.232536,1,139-25
2005,2005.40267503805,105.704483,1,139-25
2006,2006.08629756469,136.905266096758,1,139-25
2007,2007.38611681887,71.161484,1,139-25
2008,2008.35505843959,124.484947900026,1,139-25
2009,2009.35319634703,61.721893,1,139-25
2010,2010.38413242009,125.458832,1,139-25
2012,2012.40516848816,112.073189,1,139-25
2015,2015.75273972603,94.059486,1,139-25
2016,2016.35849271403,64.574699,1,139-25
2017,2017.40570776256,118.742088,1,139-25
2018,2018.36735159817,94.517746,1,139-25
2019,2019.39155251142,69.46209,1,139-25
2020,2020.43271857923,128.219971,1,139-25
2021,2021.38344748858,78.254379,1,139-25
2022,2022.40627853881,121.433952,1,139-25
1990,1990.92079718417,320.721177697182,1,139-35
1991,1991.06800608828,185.955456700075,1,139-35
1992,1992.76886953552,237.899269,1,139-35
1993,1993.38886986301,200.692250818182,1,139-35
1994,1994.7848173516,243.17984,1,139-35
1995,1995.41837899543,261.497894,1,139-35
1996,1996.30783242259,178.052734,1,139-35
1997,1997.43812785388,197.711304,1,139-35
1998,1998.1345890411,249.632767,1,139-35
1999,1999.82756849315,187.807816,1,139-35
2000,2000.37932604736,234.332275,1,139-35
2001,2001.325456621,317.393066,1,139-35
2002,2002.32283105023,180.554047,1,139-35
2003,2003.4276826484,223.028748,1,139-35
2004,2004.34676684882,268.613434,1,139-35
2005,2005.40136986301,235.679825,1,139-35
2006,2006.08618721461,313.072632,1,139-35
2007,2007.25719178082,205.417725,1,139-35
2008,2008.35223132969,191.510254,1,139-35
2009,2009.73847031963,155.882446,1,139-35
2010,2010.37420091324,258.837708,1,139-35
2011,2011.74372146119,252.855408,1,139-35
2012,2012.4045992714,217.395966,1,139-35
2013,2013.38675799087,241.513687,1,139-35
2014,2014.74166666667,205.662231,1,139-35
2015,2015.75159817352,378.618622,1,139-35
2016,2016.96801001822,175.327698,1,139-35
2017,2017.40433789954,228.03154,1,139-35
2018,2018.30422374429,281.180664,1,139-35
2019,2019.72100456621,248.957001,1,139-35
2020,2020.72347449909,241.312012,1,139-35
2021,2021.1600456621,211.761993,1,139-35
2022,2022.39703196347,206.557617,1,139-35
2023,2023.41175799087,183.280075,1,139-35
1990,1990.33732876712,104.600204,1,140-2
1991,1991.07248858448,79.328285,1,140-2
1992,1992.04212204007,128.321945,1,140-2
1993,1993.82328767123,92.085945,1,140-2
1994,1994.78664383562,104.615997,1,140-2
1995,1995.42260273973,94.258255,1,140-2
1996,1996.44034608379,58.368401,1,140-2
1997,1997.08390410959,91.049438,1,140-2
1998,1998.15650684932,115.419876,1,140-2
1999,1999.86826484018,92.783829,1,140-2
2000,2000.34460382514,77.758354,1,140-2
2001,2001.44965753425,91.853516,1,140-2
2002,2002.03961187215,77.47538,1,140-2
2003,2003.2350456621,117.989655,1,140-2
2004,2004.9522996357,83.235916,1,140-2
2005,2005.71917808219,78.513588,1,140-2
2006,2006.08732876712,222.345459,1,140-2
2007,2007.32168949772,61.093948,1,140-2
2008,2008.78973132969,63.363632,1,140-2
2009,2009.7394977169,141.958984,1,140-2
2010,2010.84657534247,69.24881,1,140-2
2011,2011.29600456621,119.178154,1,140-2
2012,2012.23064663024,166.779373,1,140-2
2013,2013.94863013699,178.427887,1,140-2
2015,2015.11598173516,149.865326,1,140-2
2016,2016.92896174863,87.149742,1,140-2
2017,2017.07260273973,116.731781,1,140-2
2018,2018.74817351598,119.440994,1,140-2
2019,2019.72328767123,156.25119,1,140-2
2020,2020.00762750455,149.315247,1,140-2
2021,2021.96700913242,97.7435,1,140-2
2022,2022.23755707763,117.554916,1,140-2
2023,2023.4151826484,76.81868,1,140-2
1983,1983.60871949518,103.787136095517,1,142-1
1984,1984.79311374216,84.2895307917039,1,142-1
1985,1985.78943892694,114.061485754062,1,142-1
1986,1986.75123928209,91.9010867496739,1,142-1
1989,1989.9213565449,47.3172768447054,1,142-1
1990,1990.92066019787,78.3611993156989,1,142-1
1991,1991.06792047184,80.451168,1,142-1
1992,1992.76876138434,112.023798568405,1,142-1
1993,1993.79980403349,62.645694575444,1,142-1
1994,1994.78441019787,110.845770890526,1,142-1
1995,1995.62636415525,77.5345359327964,1,142-1
1996,1996.43275083485,64.7902038333342,1,142-1
1997,1997.08072678843,67.7265014206018,1,142-1
1998,1998.92131278539,85.1228993070228,1,142-1
1999,1999.86574391172,150.230965223229,1,142-1
2000,2000.69355456891,64.1740853858672,1,142-1
2001,2001.12394025875,68.7517904151363,1,142-1
2002,2002.74149923897,67.3735051049957,1,142-1
2003,2003.67327435312,54.3394661053234,1,142-1
2004,2004.34672131148,59.4542809583188,1,142-1
2005,2005.89526255708,69.7674176451815,1,142-1
2006,2006.08613394216,85.1890881305027,1,142-1
2007,2007.96815068493,74.986938,1,142-1
2008,2008.43966302368,67.275635,1,142-1
2009,2009.73789954338,93.053574,1,142-1
2010,2010.37317351598,61.781761,1,142-1
2011,2011.74417808219,113.62616,1,142-1
2012,2012.67941712204,64.48996,1,142-1
2013,2013.94452054795,114.826546,1,142-1
2014,2014.999543379,104.535851,1,142-1
2015,2015.75125570776,126.833275,1,142-1
2016,2016.96778233151,58.205204,1,142-1
2017,2017.07054794521,79.556885,1,142-1
2018,2018.73515981735,79.836365,1,142-1
2019,2019.72134703196,83.689789,1,142-1
2020,2020.72301912568,97.945656,1,142-1
2021,2021.68584474886,74.063927,1,142-1
2022,2022.86461187215,64.491554,1,142-1
2023,2023.47328767123,53.427494,1,142-1
1974,1974.26776217656,48.0856227579548,1,148-2
1975,1975.00743737316,31.8408187590468,1,148-2
1976,1976.3849028853,31.0285750335281,1,148-2
1977,1977.79631275368,40.0106168196277,1,148-2
1978,1978.82346648275,40.0783352757761,1,148-2
1979,1979.3688584792,52.5988519720294,1,148-2
1980,1980.26830699125,23.7632088327248,1,148-2
1981,1981.07859474886,72.8940362166923,1,148-2
1982,1982.23287671233,76.7263736009898,1,148-2
1983,1983.66279924531,45.8919363729784,1,148-2
1984,1984.64312620168,37.393187171872,1,148-2
1985,1985.80136364789,43.4192147651735,1,148-2
1986,1986.75511022324,38.0999791624476,1,148-2
1987,1987.32497932522,39.8055504056788,1,148-2
1988,1988.72102889091,33.7797167575404,1,148-2
1989,1989.09144025875,38.2315319068832,1,148-2
1990,1990.14946156773,40.5102055098929,1,148-2
1991,1991.06800418569,81.8617339200062,1,148-2
1992,1992.07571721311,61.106615049334,1,148-2
1999,1999.86678082192,43.61935,1,148-2
2000,2000.21880692168,29.629404,1,148-2
2001,2001.124543379,71.527023,1,148-2
2002,2002.0345890411,48.982746,1,148-2
2003,2003.22408675799,36.157467,1,148-2
2004,2004.14071038251,58.611443,1,148-2
2005,2005.71780821918,29.052866,1,148-2
2006,2006.08595890411,56.185013,1,148-2
2007,2007.2049086758,30.071735,1,148-2
2008,2008.78825136612,29.603075,1,148-2
2009,2009.73801369863,51.167393,1,148-2
2010,2010.19280821918,24.773092,1,148-2
2011,2011.29315068493,56.360191,1,148-2
2012,2012.22916666667,44.944199,1,148-2
2013,2013.94748858448,78.456024,1,148-2
2014,2014.99988584475,58.606358,1,148-2
2015,2015.1144977169,68.408897,1,148-2
2016,2016.96835154827,31.49889,1,148-2
2017,2017.07100456621,57.914291,1,148-2
2018,2018.73630136986,43.408844,1,148-2
2019,2019.2404109589,31.947044,1,148-2
2020,2020.00500910747,65.939148,1,148-2
2021,2021.16369863014,34.376503,1,148-2
2022,2022.06415525114,40.5312,1,148-2
2023,2023.0698630137,29.803488,1,148-2
1994,1994.69029680365,76.156601,1,15-21
1995,1995.41575342466,51.718636,1,15-21
1996,1996.66791894353,22.02857,1,15-21
1997,1997.49063926941,32.148548,1,15-21
1998,1998.8154109589,39.295933,1,15-21
1999,1999.724543379,42.768951,1,15-21
2000,2000.8306010929,67.027115,1,15-21
2001,2001.71860730594,35.997643,1,15-21
2002,2002.33059360731,47.565533,1,15-21
2003,2003.36461187215,27.214489,1,15-21
2004,2004.34505919854,43.846924,1,15-21
2005,2005.84246575342,28.223749,1,15-21
2006,2006.64885844749,54.746365,1,15-21
2007,2007.50582191781,66.204803,1,15-21
2008,2008.33401639344,53.674065,1,15-21
2009,2009.58915525114,35.186497,1,15-21
2010,2010.6154109589,44.779255,1,15-21
2011,2011.71632420091,59.611885,1,15-21
2012,2012.86293260474,34.526901,1,15-21
2013,2013.37237442922,62.012173,1,15-21
2014,2014.68584474886,44.489521,1,15-21
2015,2015.67180365297,100.446655,1,15-21
2016,2016.24077868852,23.553751,1,15-21
2017,2017.43949771689,47.187832,1,15-21
2018,2018.30125570776,42.6572,1,15-21
2019,2019.32134703196,57.978298,1,15-21
2020,2020.75967668488,74.354004,1,15-21
2021,2021.75547945205,34.675827,1,15-21
2022,2022.74006849315,39.393036,1,15-21
2023,2023.30844748858,35.002541,1,15-21
1963,1963.36515093861,8.32474266288318,1,15-49
1964,1964.35353512067,6.77763329429729,1,15-49
1965,1965.40942304033,5.66793538491991,1,15-49
1966,1966.38128262938,16.7053943864209,1,15-49
1967,1967.41379471081,15.2035875100738,1,15-49
1968,1968.33034908799,5.696960032033,1,15-49
1969,1969.40378079021,7.61247736456105,1,15-49
1972,1972.36451041034,8.71484384081436,1,15-49
1975,1975.37518033359,10.5425935958859,1,15-49
1977,1977.39491501776,15.6629886976577,1,15-49
1978,1978.40287427068,16.057806065129,1,15-49
1979,1979.39759950533,10.4870034826688,1,15-49
1980,1980.34734469869,6.27130075217367,1,15-49
1981,1981.37311913369,14.9252916967233,1,15-49
1983,1983.38116879122,17.5110863419192,1,15-49
1984,1984.34016010802,9.1485179430894,1,15-49
1985,1985.38920176941,15.0304640549902,1,15-49
1986,1986.35364158422,11.2813055899485,1,15-49
1987,1987.33371435819,7.08987317566663,1,15-49
1988,1988.37450383273,14.6811008443326,1,15-49
1989,1989.39497796169,6.71165244988569,1,15-49
1990,1990.33712595129,14.9638809096089,1,15-49
1991,1991.36674882674,3.97545446696332,1,15-49
1998,1998.37337138508,11.4854230644963,1,15-49
1999,1999.38753424658,9.75822109108986,1,15-49
2000,2000.35627656345,11.989958127789,1,15-49
2007,2007.33804033486,9.28145968200592,1,15-49
2008,2008.36094224347,15.8812963749131,1,15-49
2009,2009.33374048706,10.4644076111111,1,15-49
2010,2010.38344748858,15.502852,1,15-49
2011,2011.5102739726,16.421667,1,15-49
2012,2012.39628870674,8.664019,1,15-49
2013,2013.3845890411,13.775887,1,15-49
2014,2014.37910958904,10.470104,1,15-49
2015,2015.71347031963,4.570693,1,15-49
2016,2016.39173497268,10.18848,1,15-49
2017,2017.37808219178,18.603758,1,15-49
2018,2018.35388127854,25.434301,1,15-49
2019,2019.32922374429,13.066666,1,15-49
2020,2020.41586976321,11.385621,1,15-49
2021,2021.37294520548,9.677423,1,15-49
2022,2022.36061643836,3.132324,1,15-49
2023,2023.60331050228,25.170412,1,15-49
1967,1967.39995243531,39.9763793539321,1,15-53
1970,1970.36959804668,22.3602673500671,1,15-53
1971,1971.36082537418,27.0434434870836,1,15-53
1972,1972.3982983265,18.8391651219746,1,15-53
1976,1976.36616123381,6.73922399493457,1,15-53
1978,1978.3937529173,45.9791773349337,1,15-53
1979,1979.39628459538,45.5028085041814,1,15-53
1980,1980.34669538049,16.6923717733579,1,15-53
1981,1981.36163898402,45.715661310897,1,15-53
1982,1982.7471020104,24.1912042525327,1,15-53
1983,1983.35642564054,35.4161664352852,1,15-53
1984,1984.33314270897,21.5287089174095,1,15-53
1985,1985.38039519914,24.915521137004,1,15-53
1986,1986.34760083714,34.2983297650317,1,15-53
1987,1987.79073249619,36.2624862712128,1,15-53
1988,1988.55149324529,28.9719318492489,1,15-53
1989,1989.28641362253,20.5603575188905,1,15-53
1990,1990.33116248097,24.8416790791423,1,15-53
1991,1991.36152777778,7.92602683419217,1,15-53
1992,1992.37126783546,25.0047120249192,1,15-53
1993,1993.33481544901,30.9999826566763,1,15-53
1994,1994.3639935312,26.6977418106064,1,15-53
1995,1995.40784817352,38.5470735622483,1,15-53
1996,1996.31157786885,10.5558150000433,1,15-53
1997,1997.49887366819,15.0335093946148,1,15-53
1998,1998.35636796043,20.7526797883474,1,15-53
1999,1999.27567351598,29.5031506562203,1,15-53
2000,2000.779143898,30.710073,1,15-53
2004,2004.34505919854,38.840843,1,15-53
2005,2005.45182648402,16.594,1,15-53
2006,2006.35296803653,24.64922,1,15-53
2007,2007.50559360731,48.718628,1,15-53
2008,2008.33515482696,29.435148,1,15-53
2009,2009.33116438356,20.130463,1,15-53
2010,2010.37226027397,39.188789,1,15-53
2011,2011.3247716895,43.747654,1,15-53
2012,2012.39071038251,13.399754,1,15-53
2013,2013.37237442922,58.938309,1,15-53
2014,2014.37808219178,22.223444,1,15-53
2015,2015.70684931507,30.793856,1,15-53
2016,2016.35746812386,22.761101,1,15-53
2017,2017.37705479452,42.223934,1,15-53
2018,2018.35319634703,32.884411,1,15-53
2019,2019.32111872146,40.190094,1,15-53
2020,2020.75990437158,33.360203,1,15-53
2021,2021.36723744292,28.187511,1,15-53
2022,2022.73938356164,18.767233,1,15-53
2023,2023.60182648402,65.987274,1,15-53
1989,1989.47300228311,291.392661760998,1,15-79
1991,1991.41289764079,135.496464513619,1,15-79
1992,1992.42113501822,227.506383361851,1,15-79
1994,1994.45266362253,165.17245732743,1,15-79
1998,1998.44211757991,156.00418244186,1,15-79
1999,1999.43714041096,215.565043649738,1,15-79
2000,2000.37750455373,223.873367,1,15-79
2001,2001.41735159817,160.660828,1,15-79
2002,2002.39737442922,228.052139,1,15-79
2003,2003.42773972603,214.087097,1,15-79
2005,2005.47271689498,228.050583,1,15-79
2006,2006.45308219178,117.547707,1,15-79
2007,2007.43070776256,251.435318,1,15-79
2008,2008.42964480874,230.903641,1,15-79
2009,2009.400456621,150.762741,1,15-79
2010,2010.39235159817,175.810669,1,15-79
2011,2011.44098173516,206.202164,1,15-79
2012,2012.46470856102,182.514893,1,15-79
2013,2013.41826484018,221.001984,1,15-79
2014,2014.3950913242,208.623276,1,15-79
2015,2015.51335616438,263.30603,1,15-79
2016,2016.4266848816,281.172974,1,15-79
2017,2017.41164383562,250.534042,1,15-79
2018,2018.35890410959,225.215012,1,15-79
2019,2019.3899543379,205.116531,1,15-79
2020,2020.47324681239,370.701508,1,15-79
2021,2021.42511415525,142.959015,1,15-79
2022,2022.43835616438,159.957565,1,15-79
2023,2023.43812785388,192.206818,1,15-79
1953,1953.16107686454,5.24176364477034,1,150-1
1954,1954.22068493151,3.36103302273894,1,150-1
1955,1955.7840391933,3.96560266791752,1,150-1
1956,1956.19066484517,4.62293506204279,1,150-1
1957,1957.0526674277,3.07329680392406,1,150-1
1958,1958.28008371385,4.3730652967071,1,150-1
1960,1960.42453324226,1.46279891489609,1,150-1
1961,1961.89087328767,3.99007903042227,1,150-1
1962,1962.91940449011,4.29529234866684,1,150-1
1963,1963.1638108828,5.15963324626225,1,150-1
1964,1964.1042843048,6.05102166663556,1,150-1
1965,1965.25479261796,3.40202794003872,1,150-1
1968,1968.31748444141,4.98949759144737,1,150-1
1969,1969.25932267884,6.22145171434158,1,150-1
1970,1970.78021499239,4.74513515379643,1,150-1
1972,1972.90457840012,5.08929672254699,1,150-1
1977,1977.18584284627,7.44444622222971,1,150-1
1978,1978.82077625571,5.5380687787629,1,150-1
1979,1979.15426560122,6.3383681642277,1,150-1
1980,1980.91696835155,8.26427584774417,1,150-1
1981,1981.07351978691,20.6300946216849,1,150-1
1983,1983.60772260274,6.40773693511873,1,150-1
1984,1984.79214101396,4.93626093333632,1,150-1
1989,1989.06503805175,5.62047745467088,1,150-1
1990,1990.20879185693,3.4750457231248,1,150-1
1991,1991.67226027397,5.40718543385637,1,150-1
1992,1992.94239716151,6.07651030001746,1,150-1
1993,1993.18339611872,3.69260253320185,1,150-1
1994,1994.97591324201,4.477185,1,150-1
1995,1995.19589041096,5.770643,1,150-1
1996,1996.29371015483,4.67119636664697,1,150-1
1997,1997.33177511416,4.716312,1,150-1
1998,1998.15223363775,4.85079003322083,1,150-1
1999,1999.08699010655,4.064647,1,150-1
2000,2000.21590391621,6.944457,1,150-1
2001,2001.12237442922,4.518871,1,150-1
2002,2002.23590182648,3.1970605,1,150-1
2004,2004.13683970856,3.790775,1,150-1
2005,2005.94383561644,9.687346,1,150-1
2006,2006.96929223744,3.558406,1,150-1
2007,2007.80262557078,4.779263,1,150-1
2008,2008.07559198543,2.561324,1,150-1
2009,2009.03196347032,5.863802,1,150-1
2010,2010.07226027397,7.845302,1,150-1
2011,2011.21632420091,5.059198,1,150-1
2012,2012.67793715847,3.809314,1,150-1
2014,2014.19326484018,5.227558,1,150-1
2015,2015.1147260274,6.522032,1,150-1
2016,2016.20150273224,3.351285,1,150-1
2017,2017.96689497717,7.27086,1,150-1
2018,2018.73493150685,5.568621,1,150-1
2019,2019.92328767123,5.470778,1,150-1
2020,2020.22984972678,4.984867,1,150-1
2021,2021.21529680365,4.149083,1,150-1
2022,2022.60776255708,8.83246,1,150-1
2023,2023.06563926941,5.481606,1,150-1
1972,1972.43444564612,284.662853726172,1,151-15
1973,1973.4163364726,305.952122380361,1,151-15
1974,1974.46288584475,212.928017402071,1,151-15
1975,1975.73650107813,182.173786072337,1,151-15
1977,1977.45452245053,220.455646142899,1,151-15
1982,1982.41358980213,275.694319970635,1,151-15
1983,1983.39170468671,196.937147615092,1,151-15
1984,1984.4070420335,269.892763321182,1,151-15
1989,1989.49123858447,286.439201575681,1,151-15
1990,1990.34254756469,187.31654390511,1,151-15
1991,1991.46548896499,171.779691537483,1,151-15
1992,1992.42600371888,233.65506081304,1,151-15
1993,1993.52422945206,218.271805,1,151-15
1994,1994.76660958904,250.490463,1,151-15
1995,1995.42323059361,306.6717344,1,151-15
1996,1996.44011839709,174.131409,1,151-15
1997,1997.45684931507,308.462341,1,151-15
1998,1998.37888127854,189.742355,1,151-15
1999,1999.45136986301,170.459045,1,151-15
2000,2000.37955373406,221.658661,1,151-15
2001,2001.49920091324,238.995453,1,151-15
2002,2002.39155251142,159.753082,1,151-15
2003,2003.42939497717,206.099655,1,151-15
2004,2004.34949908925,230.117325,1,151-15
2005,2005.44908675799,316.922302,1,151-15
2006,2006.35034246575,123.956223,1,151-15
2007,2007.42716894977,166.991974,1,151-15
2008,2008.43920765027,185.335968,1,151-15
2009,2009.73801369863,354.726379,1,151-15
2010,2010.38378995434,249.855316,1,151-15
2011,2011.43847031963,317.352051,1,151-15
2012,2012.50250455373,181.466888,1,151-15
2013,2013.38915525114,313.40094,1,151-15
2014,2014.39178082192,275.15509,1,151-15
2015,2015.75148401826,282.894318,1,151-15
2016,2016.42053734062,179.721786,1,151-15
2017,2017.43538812785,285.327759,1,151-15
2018,2018.36678082192,244.159882,1,151-15
2019,2019.43344748858,302.68335,1,151-15
2020,2020.72313296903,388.671112,1,151-15
2021,2021.42442922374,185.835251,1,151-15
2022,2022.41872146119,256.417267,1,151-15
2023,2023.44714611872,200.202652,1,151-15
1989,1989.49315258752,665.393921,1,151-21
1990,1990.3364174277,559.51188103737,1,151-21
1991,1991.06757420091,492.54364,1,151-21
1993,1993.38903348554,698.90329,1,151-21
1994,1994.76507039574,545.569020803209,1,151-21
1995,1995.42263127854,1443.61213339998,1,151-21
1996,1996.43795916818,568.140893634408,1,151-21
1997,1997.44918569254,830.701568041825,1,151-21
1998,1998.46039383562,564.159423749839,1,151-21
1999,1999.38930745814,451.656327845917,1,151-21
2000,2000.37914010322,814.656277130915,1,151-21
2003,2003.40348173516,600.932434,1,151-21
2004,2004.34972677596,766.387573,1,151-21
2005,2005.449543379,967.271179,1,151-21
2006,2006.34828767123,328.513062,1,151-21
2007,2007.38447488585,478.090332,1,151-21
2008,2008.35974499089,570.037048,1,151-21
2009,2009.73858447489,772.693359,1,151-21
2010,2010.37591324201,844.543701,1,151-21
2011,2011.43869863014,812.970703,1,151-21
2012,2012.40471311475,629.764587,1,151-21
2013,2013.38915525114,1001.585022,1,151-21
2014,2014.39200913242,789.114136,1,151-21
2015,2015.75205479452,635.365356,1,151-21
2016,2016.42099271403,448.928894,1,151-21
2017,2017.43607305936,842.435181,1,151-21
2018,2018.36746575342,661.377136,1,151-21
2022,2022.41917808219,833.666931,1,151-21
2023,2023.3894977169,500.395508,1,151-21
1989,1989.68508181126,1039.39674730956,1,151-28
1990,1990.14800038052,893.773063434783,1,151-28
1991,1991.06776445967,1073.27065723301,1,151-28
1992,1992.42632817243,911.647363002304,1,151-28
1993,1993.38928272451,922.557999508087,1,151-28
1994,1994.76456811263,966.775788834224,1,151-28
1995,1995.42236872146,1462.11458571556,1,151-28
1996,1996.43232581967,934.499989585366,1,151-28
1997,1997.45720319635,1088.87701130057,1,151-28
1998,1998.37941210046,904.066753805889,1,151-28
1999,1999.82905251142,921.883202373855,1,151-28
2000,2000.37966757741,1021.173401,1,151-28
2001,2001.12385844749,1372.596069,1,151-28
2002,2002.02739726027,1092.181519,1,151-28
2003,2003.40365296804,886.589417,1,151-28
2004,2004.34688069217,1059.170776,1,151-28
2005,2005.44920091324,1205.631104,1,151-28
2006,2006.97836757991,649.659119,1,151-28
2007,2007.3845890411,762.54071,1,151-28
2008,2008.36054189435,819.787476,1,151-28
2009,2009.73824200913,1245.791016,1,151-28
2011,2011.42351598174,1295.555908,1,151-28
2012,2012.40482695811,921.274536,1,151-28
2014,2014.39200913242,1155.259766,1,151-28
2015,2015.75194063927,1198.326294,1,151-28
2016,2016.42087887067,675.885193,1,151-28
