Nr	version	A2_version	numdig	onezero	twozero	Navn	Areal (km2)	Dailydata_Start	Dailydata_Slutt	Dailydata_Utlatt	Dailydata_N	Findata_Start	Findata_Slutt	Findata_Utelatt	Findata_N
122.13	1	1	2	FALSE	FALSE	Økdalsmo bru	111.36	1964	1980		17				
122.17	1	1	2	FALSE	FALSE	Hugdal Bru	546.17	1973	2015	2001:2006, 2010	36	1973	2015	2001:2006, 2010, 2013	35
123.11	1	1	2	FALSE	FALSE	Kistafoss	1035.11	1931	1947		17				
123.13	1	1	2	FALSE	FALSE	Stokke	1989.98	1916	1946		31				
123.14	1	1	2	FALSE	FALSE	Fossan	278.96	1919	1939		21				
123.24	1	1	2	FALSE	FALSE	Rotla bru	256.79	1964	1989		26				
123.29	1	1	2	FALSE	FALSE	Svarttjørnbekken	3.42	2006	2015		10	2006	2015		10
123.31	1	1	2	FALSE	FALSE	Kjelstad	145	1930	2015		86	1986	2015		30
124.1	1	1	1	FALSE	FALSE	Floren 1912-1932	975.76	1914	1926	1915:1919	8				
124.2	1	1	1	FALSE	FALSE	Høggås Bru	494.72	1913	2015		103	1965	2015	1974, 1977, 1979, 1991, 2014	46
124.10	1	1	2	TRUE	FALSE	Mannseter	96.82	1963	1993		31	1989	1993		5
124.11	1	1	2	FALSE	FALSE	Dalå	152.88	1963	1983		21				
124.13	1	1	2	FALSE	FALSE	Feren	219.99	1969	2015	1985:2006, 2008: 2014	18	2007	2015	2008:2014	2
124.14	1	1	2	FALSE	FALSE	Trøa	181.98	1983	1993		11	1988	1993	1990	5
124.15	1	1	2	FALSE	FALSE	Børstad	48.46	1992	2015	2005:2006	22	1992	2015	1994, 1998, 2002, 2005, 2006, 2010	18
125.2	1	1	1	FALSE	FALSE	Fossing	163.37	1932	1965		34				
126.2	1	1	1	FALSE	FALSE	Engstad	20.03	1993	2015	2012:2014	20	1998	2015	1999, 2002, 2004, 2012:2014	12
127.6	1	1	1	FALSE	FALSE	Grunnfoss	880.42	1952	2015		64	1989	2015		27
127.7	1	1	1	FALSE	FALSE	Ådalsvollen 1933-1938	132.66	1910	1925		16				
127.11	1	1	2	FALSE	FALSE	Veravatn	176.13	1967	2015		49	1981	2015		35
127.12	1	1	2	FALSE	FALSE	Innsvatn	97.6	1973	1991		19	1974	1991		18
127.13	1	1	2	FALSE	FALSE	Dillfoss	479.64	1973	2015		43	1973	2015	1991, 2002, 2006, 2008	39
128.9	1	1	1	FALSE	FALSE	Leksdalsvatn	177.22	1972	2010		39	1989	2010		22
128.10	1	1	2	TRUE	FALSE	Navlusfoss	436.97	1981	1991		11				
132.3	1	1	1	FALSE	FALSE	Spakmo	245.85	1917	1930		14				
132.4	1	1	1	FALSE	FALSE	Storvatn-Svartelva	147.97	1917	1958		42				
133.7	1	1	1	FALSE	FALSE	Krinsvatn	206.61	1916	2015		100	1970	2015	1984, 1989	44
138.1	1	1	1	FALSE	FALSE	Øyungen	239.07	1917	2015		99	1977	2015	1983, 1986	37
139.5	1	1	1	FALSE	FALSE	Namsvatn	700	1909	1948		40				
139.8	1	1	1	FALSE	FALSE	Fiskumfoss	3295.03	1908	1941		34				
139.11	1	1	2	FALSE	FALSE	Tunnsjøplass	472.21	1909	1940		32				
139.13	1	1	2	FALSE	FALSE	Grongstadvatn	471.61	2004	2015		12	2004	2015		12
139.15	1	1	2	FALSE	FALSE	Bjørnstad	1037.62	1935	1950		16				
139.20	1	1	2	TRUE	FALSE	Moen	64.03	1975	2015		41	1976	2015	1988	39
139.25	1	1	2	FALSE	FALSE	Skjellbreivatn	546.35	1983	2015	1985:1988, 2013, 2014	27	1989	2015	1993, 1998, 2001, 2011, 2013, 2014	21
139.35	1	1	2	FALSE	FALSE	Trangen	852.39	1979	2015		37	1990	2015		26
140.2	1	1	1	FALSE	FALSE	Salsvatn	431.9	1917	2015	1942, 1948, 1970, 1975	95	1989	2015	2014	26
142.1	1	1	1	FALSE	FALSE	Aunvatn	87.29	1984	2015		32	1984	2015	1987:1988	30
144.1	1	1	1	FALSE	FALSE	Åbjørvatn	388.95	1909	1949		41				
148.1	1	1	1	FALSE	FALSE	Strompdal	192.78	1909	1953		45				
148.2	1	1	1	FALSE	FALSE	Mevatnet	108.47	1974	2015		42	1974	2015	1994:1998	37
150.1	1	1	1	FALSE	FALSE	Sørra	6.58	1953	2015	1973:1976, 1982, 1985:1988, 2003, 2013	52	1953	2015	1973:1976, 1982, 1985:1988, 2003, 2013	52
150.3	1	1	1	FALSE	FALSE	Tormodsvoll	6.47	1954	1972		19				
151.4	1	1	1	FALSE	FALSE	Hatfjelldal	1828.62	1909	1924		16				
151.6	1	1	1	FALSE	FALSE	Fiplingkroken	309.03	1920	1930		11				
151.9	1	1	1	FALSE	FALSE	Unkervatn	765	1930	1990		61	1989	1990		2
151.12	1	1	2	FALSE	FALSE	Østre Fiskelausvatn	15.41	1968	1989		22	1968	1981	1976	13
151.15	1	1	2	FALSE	FALSE	Nervoll	653.36	1969	2015		47	1969	2015	1971	46
151.16	1	1	2	FALSE	FALSE	Eiteråfoss	139.83	1969	1987		19				
151.17	1	1	2	FALSE	FALSE	Fiplingvatn	264.68	1969	1985		17				
151.20	1	1	2	TRUE	FALSE	Fosstun	588.83	1973	1995	1992:1993	21	1988	1995	1990, 1992, 1993	5
151.21	1	1	2	FALSE	FALSE	Joibakken	2623.11	1973	2015		43	1989	2015	1992, 2001	25
151.28	1	1	2	FALSE	FALSE	Laksfors	3653.4	1909	2015	1930:1952	84	1989	2015	2010, 2013	25
151.65	1	1	2	FALSE	FALSE	Stor-Svenningvatnet	189.59	2012	2015		4	2012	2015		4
152.4	0	0	1	FALSE	FALSE	Fustvatn	525.69	1909	2015		107	1975	2015	1981:1988, 1991	32
153.1	1	1	1	FALSE	FALSE	Storvatn	48	1917	2015		99	1972	2015		44
155.2	0	0	1	FALSE	FALSE	Tustervatn	1504.35	1905	1951	1950	46				
155.5	1	1	1	FALSE	FALSE	Lille Målvatn	274.38	1909	1966		58				
155.6	1	1	1	FALSE	FALSE	Sjøfoss	1880.85	1928	1958		31				
155.7	1	1	1	FALSE	FALSE	Bleikingen	191.9	1957	1966		10				
155.11	1	1	2	FALSE	FALSE	Stemtjern	11.34	1969	1990		22	1989	1990		2
155.13	1	1	2	FALSE	FALSE	Elvestad	193.72	1974	1989		16	1989	1989		1
155.27	1	0	2	FALSE	FALSE	Lendingosen	159.03	1994	2012		19	1994	2012	2000	18
156.4	1	1	1	FALSE	FALSE	Nevernes	1904.14	1909	1980		72				
156.5	0	0	1	FALSE	FALSE	Reinfosshei	3160.32	1909	1925		17				
156.8	1	0	1	FALSE	FALSE	Svartisdal	121.98	1961	2015		55	1968	2015	1971:1983, 1985:1988, 1990, 1996, 1998, 2009	27
156.9	0	0	1	FALSE	FALSE	Krokstrand	792.69	1938	1970		33				
156.10	1	1	2	TRUE	FALSE	Berget	210.63	1951	2015		65	1998	2015	2009	17
156.13	1	1	2	FALSE	FALSE	Bjørnfoss	306.1	1955	1992		38	1987	1992		6
156.15	1	1	2	FALSE	FALSE	Forsbakk	56.04	1974	2015	2006:2007	40	1974	2015	1979:1988, 2006, 2007	30
156.17	1	1	2	FALSE	FALSE	Virvatn	79.06	1967	2013	1970, 2012	45	1989	2013	1990, 2001, 2005, 2012	21
156.18	1	1	2	FALSE	FALSE	Blerek	78.41	1967	1987		21				
156.20	1	1	2	TRUE	FALSE	Nylaenget	374.55	1968	1983		16				
156.22	1	1	2	FALSE	FALSE	Ramnåga	68.32	1971	1987		17	1985	1987		3
156.24	1	1	2	FALSE	FALSE	Bogvatn	36.21	1971	2015		45	1971	2015	1977:1979, 1983, 1985, 2010	39
156.27	1	1	2	FALSE	FALSE	Leiråga	44.09	1975	2015	1976, 1998:2000	37	1975	2015	1976, 1989, 1998:2000	36
156.34	0	0	2	FALSE	FALSE	Søndre Bjøllåvatn	157.26	1971	1993	1992	22				
157.3	1	1	1	FALSE	FALSE	Vassvatn	16.33	1917	2015		99	1989	2015		27
159.3	1	1	1	FALSE	FALSE	Engabrevatn	53.33	1974	1992		19	1974	1992		19
159.4	1	1	1	FALSE	FALSE	Koppskjærelv	2.29	1971	1979		9	1971	1979		9
161.1	1	1	1	FALSE	FALSE	Ågnes	195.86	1913	1947		35				
161.3	0	0	1	FALSE	FALSE	Arstadfossen	198.8	1917	1962		46				
161.6	1	0	1	FALSE	FALSE	Staupåga	18.47	1970	1988		19	1970	1988	1972, 1973, 1983	16
161.7	1	0	1	FALSE	FALSE	Tollåga	225.05	1973	2015	2010	42	1973	2015	2001, 2006, 2009, 2010	39
161.18	0	0	2	FALSE	FALSE	Vm Selfoss Bru	788.34	1917	1992		76				
162.1	1	1	1	FALSE	FALSE	Oldereidvatn	49.93	1920	1952		33				
162.3	0	0	1	FALSE	FALSE	Skarsvatn	145.39	1917	2015		99	1989	2015	1999	26
163.5	1	1	1	FALSE	FALSE	Junkerdalselv	421.98	1938	2015		78	1978	2015	1979, 1980, 1986, 1996, 2002	33
163.6	1	1	1	FALSE	FALSE	Jordbrufjell	69.91	1946	2014	2007, 2013	67	1964	2014	2007, 2013	49
163.7	1	1	1	FALSE	FALSE	Kjemåvatn	36.48	1970	2015		46	1970	2015	1977, 1981, 2005	43
163.8	1	1	1	FALSE	FALSE	Lønselv	344.7	1973	1988	1974:1976	13	1985	1988		4
163.9	1	1	1	FALSE	FALSE	Russånes	1040.23	1975	1988		14	1975	1988		14
163.10	0	0	2	TRUE	FALSE	Sauelv	127.06	1977	1988		12				
165.13	1	1	2	FALSE	FALSE	Nye Strandå	24.06	2014	2015		2	2015	2015		1
166.1	1	1	1	FALSE	FALSE	Lakshola	230.79	1917	1998		82	1988	1998		11
166.3	1	1	1	FALSE	FALSE	Andkilvatn	249.24	1961	1971		11				
166.13	1	1	2	FALSE	FALSE	Vallvatn	53.04	1962	2014		53	1988	2014		27
167.2	1	1	1	FALSE	FALSE	Sørfjordvatn	109.31	1917	1986		70	1965	1984	1968, 1973, 1975	17
167.3	1	1	1	FALSE	FALSE	Kobbvatn	387.14	1917	1985		69				
167.4	1	1	1	FALSE	FALSE	Sjøfossen	73.82	1964	1983		20				
168.1	1	1	1	FALSE	FALSE	Storvatn	71.3	1917	2014	1991:2007, 2011	80	1959	2014	1980, 1985:1988, 1991:2007, 2011	33
168.2	1	1	1	FALSE	FALSE	Mørsvik Bru	31.23	1986	2015		30	1986	2015		30
170.1	1	1	1	FALSE	FALSE	Rotvatn	242.08	1917	1943		27				
171.3	1	1	1	FALSE	FALSE	Vasja	39.44	1972	1986		15	1972	1978		7
171.4	1	1	1	FALSE	FALSE	Stabburselv	67.34	1972	1986		15				
171.5	1	1	1	FALSE	FALSE	Draugselv	105.58	1972	1986		15				
171.7	1	1	1	FALSE	FALSE	Ravggajokka	74.96	1977	2015	1987:2010, 2012	14				
172.5	1	1	1	FALSE	FALSE	Melkedal	92.15	1939	1956		18				
173.1	1	1	1	FALSE	FALSE	Kjårdaelv	71.03	1919	1938		20				
173.3	1	1	1	FALSE	FALSE	Sørelv Bru	371.68	1919	1972		54				
173.8	1	1	1	FALSE	FALSE	Coarveij	62.83	1973	2013	1994, 2000, 2006:2010	34	1989	2013	1992, 1994, 2000, 2001, 2006:2010	16
173.22	1	1	2	FALSE	FALSE	Gamnes	797.59	1913	1972	1959:1961	57				
174.3	1	1	1	FALSE	FALSE	Øvstevatn	28.44	1982	2015		34	1982	2015	2003	33
174.9	1	1	1	FALSE	FALSE	Nygård	150.18	1922	1931		10				
174.11	1	1	2	FALSE	FALSE	Taraldsvikelv	2.84	1994	2014	1998, 1999, 2010	18	1994	2014	1998, 1999, 2010	18
176.1	1	1	1	FALSE	FALSE	Myklebostad	17.79	1985	1998	1997	13	1985	1996	1992, 1995	10
177.4	1	1	1	FALSE	FALSE	Sneisvatn	29.25	1917	2015		99	1978	2015	1985, 1987	36
178.1	1	1	1	FALSE	FALSE	Langvatn	18.41	1954	2014		61	1978	2014	1980	36
180.1	1	1	1	FALSE	FALSE	Grønlivatn	7.52	1990	2015	1992, 1993, 1996, 1997	22	1990	2015	1992, 1993, 1996, 1997	22
185.1	1	1	1	FALSE	FALSE	Gåslandsvatn	7.7	1935	2015	2008	80	1978	2015	1985, 1994, 2008, 2009	34
189.1	1	1	1	FALSE	FALSE	Skodbergvatn	107.31	1929	1952		24				
189.2	1	1	1	FALSE	FALSE	Øyvatn	47.42	1979	1989		11				
189.3	1	1	1	FALSE	FALSE	Tennevikvatn	85.41	1979	2015	2014	36	1989	2015	1994, 2011, 2014	24
190.1	1	1	1	FALSE	FALSE	Tjuvskjer	8	1985	1993		9				
190.2	1	1	1	FALSE	FALSE	Storfossen	52.69	1987	2001	1995:1996	13	1987	2001	1995:1996	13
191.2	1	1	1	FALSE	FALSE	Øvrevatn	526.02	1988	2015		28	1989	2015		27
193.2	1	1	1	FALSE	FALSE	Skøvatn ndf.	94.91	1962	1991		30	1984	1991		8
194.1	1	1	1	FALSE	FALSE	Lysevatn	129.68	1935	1940		6				
196.5	0	0	1	FALSE	FALSE	Insetvatn	1388.44	1911	1953		43				
196.7	1	1	1	FALSE	FALSE	Fiskeløsvatn	54.42	1961	2014		54	1978	2014	1981, 1986, 1992, 1998	33
196.11	1	1	2	FALSE	FALSE	Lille Rostavatn	638.38	1962	2015		54	1989	2015		27
196.12	1	1	2	FALSE	FALSE	Lundberg	246.53	1962	2014	2000:2001	51	1978	2014	1982, 1984, 2000, 2001	33
196.13	1	1	2	FALSE	FALSE	Bardujord	68.5	1962	1990		29	1989	1990		2
196.35	0	0	2	FALSE	FALSE	Malangsfoss	3110.65	1908	1959		52				
197.10	1	1	2	TRUE	FALSE	Ersfjordelva	18.63	2007	2011		5	2007	2011		5
200.4	1	1	1	FALSE	FALSE	Skogsfjordvatn	136.01	1989	2015		27	1989	2015	1990, 1992, 1997, 2001, 2007, 2012	21
203.2	1	1	1	FALSE	FALSE	Jægervatn	92.48	1989	2014	2011	25	1989	2014	2011	25
205.1	1	1	1	FALSE	FALSE	Helligskogen	365.06	1928	1977	1944:1961, 1969:1971	29				
205.2	1	1	1	FALSE	FALSE	Gardebor	219.78	1967	1978		12				
205.3	1	1	1	FALSE	FALSE	Skibotn Bru	727.22	1971	1977		7				
206.2	1	1	1	FALSE	FALSE	Holm Bru	344.6	1962	1970		9				
206.3	2	2	1	FALSE	FALSE	Manndalen Bru	200.48	1972	2015		44	1972	2015	1978, 1981, 1993, 1995, 1996, 2004	38
207.1	1	1	1	FALSE	FALSE	Fagertun	15.48	1949	1982		34				
208.2	1	1	1	FALSE	FALSE	Oksfjordvatn	265.6	1956	2015	2011	59	1985	2015	1986, 2011	29
208.3	1	1	1	FALSE	FALSE	Svartfossberget	1932.29	1982	2014		33	1985	2014		30
209.1	0	0	1	FALSE	FALSE	Njemenjaikafoss	172.37	1928	1965	1944, 1945, 1953:1956, 1960	31				
209.2	1	1	1	FALSE	FALSE	Baddern	137.24	1928	1940		13				
209.3	2	2	1	FALSE	FALSE	Kvænangselv Bru	310.66	2003	2013		11	2005	2013	2006	8
210.1	1	1	1	FALSE	FALSE	Øvrefoss	169.96	1962	1993	1968	31	1985	1993		9
212.7	1	1	1	FALSE	FALSE	Lille Mattisvatn	319.02	1939	1990	1940, 1944, 1945, 1979, 1980	47	1985	1990	1986	5
212.10	1	1	2	TRUE	FALSE	Masi	5620.81	1967	2015	2003	48	1985	2015	1994, 1996, 1998, 2002, 2003, 2010	25
212.11	1	1	2	FALSE	FALSE	Kista	6182	1972	1986		15	1977	1986	1979:1985	3
212.26	1	1	2	FALSE	FALSE	Suohpatjohka	604.39	2009	2011		3	2010	2010		1
212.27	1	1	2	FALSE	FALSE	Eibyelva v/Hammeren	624.18	2008	2014		7	2009	2014		6
212.48	1	1	2	FALSE	FALSE	Sagafoss	233.67	1991	2014		24	1991	2014		24
212.49	1	1	2	FALSE	FALSE	Halsnes	144.89	1972	2014	2002	42	1992	2014	2002	22
213.2	1	1	1	FALSE	FALSE	Leirbotnvatn	135.47	1962	2014		53	1981	2014	1993, 1997, 2005, 2010	30
213.3	1	1	1	FALSE	FALSE	Skaidi	306.73	1975	1992		18	1985	1992	1986	7
213.4	1	1	1	FALSE	FALSE	Kvalsund	124.8	1979	2013		35	1980	2013	1992	33
223.1	0	0	1	FALSE	FALSE	Stabburselv	1067.33	1924	1959	1944:1946	33				
224.1	1	1	1	FALSE	FALSE	Skoganvarre	942.31	1922	1955	1944:1945	32				
225.1	1	1	1	FALSE	FALSE	Børselv	871.27	1922	1932		11				
228.2	1	1	1	FALSE	FALSE	Kunes	678.22	1980	2000	1994	20	1985	2000	1988, 1994	14
229.1	1	1	1	FALSE	FALSE	Adamsfjordfoss	710.57	1928	1960	1944:1946	30				
229.2	1	1	1	FALSE	FALSE	Nedre Friarfjordvatn	128.22	1932	1943		12				
234.2	1	1	1	FALSE	FALSE	Jiesjokka	460.53	1958	1979		22				
234.4	1	1	1	FALSE	FALSE	Smalfjord	30.05	1961	1986		26	1970	1986	1976, 1977, 1983	14
234.5	1	1	1	FALSE	FALSE	Njalmigoaika	2256.83	1967	1990		24	1986	1990		5
234.13	1	1	2	FALSE	FALSE	Vækkava	2079.25	1990	2010		21	1990	2010		21
234.18	1	1	2	FALSE	FALSE	Polmak nye	14161.4	1992	2015		24	1992	2015		24
237.1	1	1	1	FALSE	FALSE	Båtsfjord	21.93	1981	2014	1986	33	1981	2014	1985:1988, 1990, 1992, 1996, 2007, 2011	25
241.1	1	1	1	FALSE	FALSE	Bergeby	247.58	1961	1996		36	1985	1996		12
244.2	1	1	1	FALSE	FALSE	Neiden	2947.19	1912	2014	1974:1978, 2011	97	1985	2014	2011	29
246.1	1	1	1	FALSE	FALSE	Bjørnvatn	18109.95	1940	1960		21				
246.8	1	1	1	FALSE	FALSE	Vaggatem	244.96	1964	1986	1978	22				
246.9	1	1	1	FALSE	FALSE	Sametielv	255.69	1982	2013		32	1985	2013	2005	28
307.5	1	1	1	FALSE	FALSE	Murusjø	345.62	1926	2015		90	1989	2015		27
307.12	1	1	2	FALSE	FALSE	Huddingsvatn	153.53	1960	1969		10				
307.14	1	1	2	FALSE	FALSE	Saksvatn	64.03	1960	1989		30	1960	1989	1971, 1972, 1979, 1982, 1984:1988	21
308.1	1	1	1	FALSE	FALSE	Lenglingen	449.98	1926	2015		90	1989	2015	2008	26
311.4	1	1	1	FALSE	FALSE	Femundsenden	1794.03	1896	2015	1997:1998	118	1986	2015	1997, 1998, 2003	27
311.6	1	1	1	FALSE	FALSE	Nybergsund	4424.85	1909	2015		107	2002	2015		14
311.10	1	1	2	TRUE	FALSE	Galten	2482	1950	1983	1952	33				
311.460	1	1	3	TRUE	FALSE	Engeren	394.83	1912	2015	1996	103	1987	2015	1995, 1996, 2008, 2014	25
