regine;main;Q_median;Y_lat;X_long;Y_utm;X_utm;ln(A);ln(C_L);ln(Q_N);ln(R_L);R_G;R_G,1085;A_Glac;A_Agr;A_Bog;A_L;A_For;A_Mount;A_U;A_LE;H_10;H_20;H_30;H_40;H_50;H_60;H_70;H_80;H_90;H_MAX;H_MIN;H_F;Y_G,Lat;X_G,Long;Y_G,UTM;X_G,UTM;ln(O);C_S;ln(R_TL);R_TL,net;P_Jan;P_Feb;P_Mar;P_Apr;P_Mai;P_Jun;P_Jul;P_Aug;P_Sep;P_Oct;P_Nov;P_Dec;ln(P_N);ln(P_Med1Max);ln(P_Med2Max);ln(P_Med3Max);ln(P_Med4Max);ln(P_Med5Max);ln(P_S);T_Jan;T_Feb;T_Mar;T_Apr;T_Mai;T_Jun;T_Jul;T_Aug;T_Sep;T_Oct;T_Nov;T_Dec;T_N;W_Jan;W_Feb;W_Mar;W_Apr;W_Mai;W_Jun;W_Jul;W_Aug;W_Sep;W_Oct;W_Nov;W_Dec;ln(W_N);ln(W_Med1Max);ln(W_Med2Max);ln(W_Med3Max);ln(W_Med4Max);ln(W_Med5Max);ln(Q_N,SN);ln(A_P);ln(D);ln(D_net);ln(M_200,h) ;ln(M_200,d );ln(M_200,d,SN)
25;1;152.725;58.3652725;6.9567361;6497530;30119;7.045436798;4.589447226;4.15261347;4.932961999;8.94;7.46;0;0.57;2.1;13.3;15.3;65.16;0.01;1.91;386;557;698;785;847;896;936;1015;1106;1431;123;1308;58.8158645;7.089367769;6546550.751;44273.29396;12.88273977;11.39638545;14.79288303;1678318.937;155.4715254;107.8708779;111.5450863;64.52460713;93.9506209;97.0112592;99.4403031;135.118362;187.2715653;215.6217362;197.2401322;168.6197337;7.398593974;3.922040255;4.289041086;4.545814281;4.726897291;4.860962108;4.092380026;-6.082037401;-6.358188753;-4.46508862;-1.095933479;4.277775491;8.816963992;10.22786968;9.508371074;6.065730497;2.704905504;-1.856243691;-4.812350135;1.41098118;35.83813267;29.743173;32.84240833;98.365597;401.0189667;300.9536167;139.0261437;146.079723;198.9137897;211.2521117;119.7753807;60.11797167;7.48095102;4.157178341;4.044839771;3.418069758;3.768864039;4.191685376;7.97590416;1.070452304;7.747446233;7.28786642;3.496507561;4.700480366;4.553876892
78;8;21.42;61.4487;6.7426839;6840653;60541;3.700313832;2.405472936;4.683149227;1.753717099;74.96494687;16.38956498;39.54522986;0;0;0.318215522;17.30103806;29.65892239;0;0.149470082;206;457;759;1011;1225;1357;1487;1578;1619;1731;40;1691;61.49673357;6.740807507;6845984.46;61072.79559;10.32296439;21.84695748;10.63767523;40754.50938;160.0440169;114.31906;134.6258977;71.9865811;65.3610254;85.85666657;99.4527352;118.3420515;206.9908546;206.7933334;180.3236754;195.7355554;7.402348743;3.809336977;4.189848981;4.492503848;4.682427947;4.800093621;3.992894305;-7.46004137;-7.41159161;-5.853104504;-3.135772082;2.387684033;6.459652414;8.073989514;7.734943475;3.833980074;0.730909846;-3.85191168;-6.104028128;-0.382940835;34.2072;22.26756667;36.09696667;70.7692;207.7483667;344.8395667;310.9954333;214.9109667;183.0763667;143.8937333;62.8805;46.0752;7.425215485;4.465312721;4.365858699;3.680282351;4.034216956;4.483552261;7.947315114;0.285104723;6.937361402;6.91500794;2.833213344;4.744932128;4.624972813
171;4;19.528002;67.8120956;16.5147572;7522696;563832;4.209754414;2.431839585;3.524299579;2.811596073;69.39581452;61.39130235;0.16;0;0.15;10.68;5.12;78.38;0;1.718777215;421;575;632;694;762;787;840;907;1031;1371;15;1356;67.77947985;16.58374709;7519122.114;566883.4462;10.70494054;15.17298676;11.716019;88868.65313;108.6760199;89.32452793;71.91432843;57.72353223;51.62517437;66.9218408;92.0236815;96.9447266;120.309005;163.5944779;105.2085572;122.4483086;7.044655897;3.698201543;4.040468725;4.293348333;4.42702497;4.515229144;4.138185771;-10.78014284;-10.23276107;-8.193339757;-4.388454396;1.253445686;6.47773466;9.228586102;8.40325469;3.815932012;-0.700325797;-5.783275302;-9.108491405;-1.667319785;10.84083333;8.898;5.321833333;27.67616667;326.8553333;401.4153333;169.3305;114.5835;126.8155;129.333;29.7645;17.83533333;7.221594623;4.655932868;4.526839442;3.838560252;4.191279461;4.618014195;7.854715791;0.412569157;7.506264591;7.185160337;2.995732274;5.459585514;4.644390899
177;4;17.68;68.4074326;15.7054424;7588456;528971;3.375879574;1.984727088;4.140273494;2.269658511;18.6025439;21.90966282;0;0;1.71;10.05;19.97;54.5;0;2.273468157;88;138;191;235;302;387;457;556;624;970;18;952;68.4060257;15.65316493;7588275.079;526822.9074;10.36043284;22.33846292;10.49879981;25701.79887;136.810115;114.8581609;99.85045997;83.14586243;64.33908077;67.0318391;89.6250574;97.79528707;140.6224131;191.5051724;140.3971266;147.9311496;7.225417224;3.736437336;4.107192704;4.260978579;4.463129791;4.560461345;4.015733213;-5.175194671;-5.047982142;-3.929050794;-0.932777783;3.924490172;8.131590029;10.76755654;10.28738226;6.294693476;2.462710437;-1.311413779;-3.818720788;1.804440247;52.96476667;53.24663333;45.9164;137.7012;324.3635333;142.6324;101.6559333;103.4282;147.5938;185.1432667;107.3971;78.31496667;7.300039365;4.587733332;4.49032038;3.830193005;4.154184575;4.59663387;7.415934923;-0.076797989;7.122920232;6.77843669;2.944438979;4.584967479;4.394449155
68;1;2.4;60.9705315;5.2897968;6798491;-24332;1.497388409;0.829911012;4.922532413;1.141298074;62.05703084;44.29070776;0;0;0.22;21.48;23.94;53.91;0;21.33991074;410;410;424;441;463;491;515;539;559;624;410;214;60.96571798;5.302036056;6797833.417;-23792.40782;9.190915822;13.48670033;9.107803983;4622.074629;305.2273333;227.9873333;252.036;147.178;133.9406667;174.0186667;192.338;240.5133333;405.5473333;400.088;362.4946667;354.4173333;8.069588555;4.400480313;4.87847439;5.063607179;5.181221595;5.326953413;4.127275482;-2.960215054;-3.296946634;-1.515483871;0.924355556;6.030967742;9.767044444;10.91492473;10.70660215;7.576977778;4.879462366;0.612644444;-1.745268817;3.491255403;187.0266667;136.1133333;172.0733333;275.4333333;487.8733333;292.24;213.2066667;257.1333333;433.6466667;422.7533333;307.46;246.0533333;8.140610929;4.135416081;4.036831272;3.380604546;3.73485331;4.137918742;8.373374706;-0.785772134;7.610415574;6.941210529;3.17805383;5.318119994;5.030437921
229;1;134.9407575;70.3818665;26.6337242;7850100;933613;6.566067465;3.58213727;2.952302716;4.156536582;5.724980423;5.972330984;0;0;2.35;9.160275101;6.12;79.3;0;0.156080271;213;249;278;302;326;349;381;440;540;796;41;755;70.23352085;26.85289412;7835355.156;945184.783;12.26868191;4.750783242;13.82745688;679070.4599;29.1143646;23.57092917;20.13733873;21.62973383;19.17161977;33.11182057;53.5793373;51.50322553;44.6904013;43.42730657;33.83608757;30.0208073;6.000902302;2.803873764;3.130433301;3.334383011;3.437266354;3.560642123;4.150639363;-14.26362488;-13.70560999;-10.68437954;-5.336824309;1.065599378;7.302309987;10.70342143;8.566451624;3.660711636;-1.939203634;-8.304679256;-12.95821045;-2.991169833;0.66384;0.366053333;0.471526667;20.03230667;163.4924867;56.26609333;55.78417333;54.46894667;45.18323333;28.39426667;4.4768;0.523386667;6.064071478;3.821270387;3.732113934;3.109318496;3.458013871;3.888019273;6.244453797;1.20514083;7.261389419;6.862412706;3.295836866;4.744932128;4.143134726
84;15;115.565727;61.4906006;6.1072378;6849751;27503;5.952827663;3.529470452;4.336767728;3.693099786;30.34018379;6.14069613;6.8;3.02;1.8;11.49;21.96;46.63;0.06;10.21921224;207;362;523;638;748;852;961;1086;1278;1648;200;1448;61.53536896;6.388017789;6853146.779;42818.92031;11.73257981;20.11817398;13.32058937;507829.0947;197.5303367;146.7955874;171.7194815;94.63198627;79.56313447;107.1103196;128.4768912;146.9856563;261.7155871;252.0080313;223.1932552;246.8465027;7.628798117;4.081039694;4.399275016;4.661323996;4.87507569;4.999534181;4.130229839;-5.864376285;-5.822250395;-4.039554587;-1.209714439;4.417655576;8.355104472;9.843506627;9.429883005;5.55167529;2.463002667;-2.264492534;-4.556274714;1.35868039;66.35045333;41.48243333;64.50258;120.4606867;362.2296;385.5343333;271.0845333;198.2341933;264.7392267;230.9411333;118.77696;90.37760667;7.702878437;3.952291213;3.850693454;3.220958324;3.538502527;3.987557412;8.104859839;1.128003131;7.367761711;7.185072579;2.890371758;5.105945474;5.049856007
99;17;8.165;62.1976852;7.4954329;6918835;110113;3.90841651;2.764023885;3.918601321;2.994417801;54.42148854;51.53436265;1.590726616;0.110397431;0.676184263;14.46457246;10.7637495;70.52388599;0;6.12227896;744;1045;1280;1319;1325;1361;1423;1499;1590;1850;466;1384;62.12976275;7.540514123;6911030.754;111580.1252;10.65593329;19.92136015;10.91774594;37836.36425;94.3555766;72.0604487;80.49653787;48.20814097;38.03993603;48.4508334;68.57448733;70.89224337;108.7096798;109.8940387;104.5296793;118.1951925;6.869437225;3.481388001;3.832146941;4.028694303;4.184366892;4.313776106;4.10956387;-9.203172041;-8.982047157;-7.396321333;-4.797561963;0.94197684;5.000224354;6.61526261;6.390746497;2.389698723;-0.625198513;-5.414873937;-7.775148884;-1.904701234;3.605366667;3.9336;5.157266667;21.39086667;220.0432333;356.4051;228.6171667;106.0217333;96.34456667;70.67853333;14.78333333;6.248266667;7.032826388;4.137624188;4.040818559;3.387808314;3.723523519;4.156942003;7.67580696;0.160238497;7.009329428;6.632609426;2.63905733;5.087596335;4.454347296
2;142;144.305;60.6411705;12.0471249;6726448;338530;7.404291291;4.176973406;2.626840146;4.760670295;4.759287629;3.800582207;0;2.191087144;15.8853818;1.825905954;72.73192049;0;0;0.093340822;270;311;342;378;412;447;479;511;556;807;170;637;60.8562353;12.2075206;6750213.627;348472.5935;12.53175327;4.402179779;14.43949006;1767429.497;40.78664213;34.16959167;37.39067697;40.727831;57.3846655;74.3342972;87.60737973;78.95174677;88.24873827;74.26072747;63.47876053;47.31765677;6.585700805;3.384289529;3.683115449;3.821934411;3.871146676;4.003830722;4.129340208;-10.10429952;-9.230973081;-4.712738302;0.62803813;7.36692456;12.37664996;13.514876;11.98084418;7.369243863;2.742068363;-3.824383682;-8.461721215;1.637044105;3.17731;6.370703667;18.363561;133.6489477;145.199444;78.52903767;90.88692367;82.053974;93.22793033;68.66394467;30.39264067;5.742868;6.628381643;4.577083224;4.481972221;3.794607009;4.142109505;4.568900073;5.739897281;1.780293302;7.035198766;6.980745496;3.295836866;4.248495242;4.304065093
2;61;5.04;62.6465492;11.3535748;6951494;313143;3.235142797;2.275806406;2.916147794;2.491536286;21.91837308;11.69995365;0;0.12;9.43;12.93;36.64;14.82;0;6.371394008;791;806;816;827;839;853;868;889;917;1026;701;325;62.6845301;11.30444396;6955858.778;310877.6914;10.11351761;4.853339675;10.57048127;29258.67697;50.5625002;40.80124977;42.33388867;37.67541653;34.28902757;58.22083317;82.0433329;70.32083307;68.55624983;54.42916663;52.74569413;58.5725002;6.477819224;3.060563728;3.409771651;3.655570404;3.86208844;3.96812762;4.170100285;-10.6720699;-9.907149354;-7.046572563;-2.857250002;3.566388869;8.296671306;9.621218626;8.870425619;4.655495367;0.752338714;-5.43366205;-8.650224016;-0.733699116;1.374666667;1.336;3.0091;49.61296667;277.9155333;82.2448;87.3634;74.48163333;67.15143333;42.0168;8.534966667;1.409866667;6.545997678;4.046144016;3.948660312;3.275784016;3.63435877;4.034004491;6.414990798;0.02938047;7.335338473;7.04878866;3.17805383;4.584967479;4.343805422
2;273;131.485977;62.1682129;10.1926203;6902211;249758;7.180755093;3.989314574;2.42568729;4.401041387;11.52868743;4.497005736;0.01;1.902804734;4.414506983;0.685009704;28.6181832;53.88743007;0.076112189;0.022281245;836;924;977;1035;1099;1164;1233;1303;1409;1851;658;1193;62.12524111;9.746761366;6899430.833;226194.6629;12.34006089;9.011752788;14.26590004;1516604.246;21.4250421;16.81859357;17.35186597;15.2537449;28.418261;54.53178753;70.5373571;57.15101277;44.05348297;38.09088357;28.25392717;24.82232047;6.032386406;3.021757754;3.287601567;3.45671061;3.559347226;3.664156098;4.178360961;-10.85106864;-10.17515776;-7.788485454;-3.923972331;2.573297239;7.31625751;8.657734806;7.860615523;3.481192864;-0.3375828;-6.174821863;-8.98969151;-1.529306868;1.091933333;1.573278667;3.061430667;31.50369067;121.2234487;67.45339733;72.68581733;59.23050067;42.97605;27.85025067;4.471919333;1.202656;6.073791659;4.424201584;4.338295797;3.658023689;3.995232305;4.445091733;6.285062108;1.748449485;7.085144949;7.051229252;2.995732274;4.369447852;4.094344562
71;5;23.575;61.1429367;6.7499681;6806737;56620;4.31200645;2.534985727;3.97292994;2.662408063;90.99309999;79.08398261;1.340662287;1.340662287;0;0.873944228;38.87920633;48.26384234;0;0.02461964;427;590;698;789;931;1060;1187;1320;1463;1635;55;1580;61.09152588;6.736829726;6801142.716;55316.46435;10.6751371;22.39092805;11.625083;107716.3925;133.1221169;91.3224324;110.1046396;49.44864887;54.11765787;74.51653167;88.1436036;104.9245045;176.811937;175.8608558;155.4740544;158.2822977;7.224119031;3.812038403;4.132731162;4.439721699;4.600300227;4.729036773;4.038054758;-7.07047224;-7.15776273;-5.603491737;-2.677175693;2.878140081;7.100216211;8.718514981;8.373465568;4.563271773;1.306717519;-3.393956467;-5.789458015;0.104000771;24.34943333;16.3872;21.9369;57.94983333;238.1257667;315.1596333;230.8564;156.7318333;172.5193;139.249;60.1091;36.1554;7.292697765;4.652371806;4.548146235;3.842894089;4.209183836;4.610805094;7.802321958;0.544624627;7.313076554;7.275250607;2.890371758;4.727387819;4.564348191
84;7;5.615;61.5348358;6.4936442;6851899;48593;1.962907725;1.526834756;4.590158066;1.294727168;247.1;275;28.08988764;0;0;3.92380618;0;56.17977528;0;1.040147116;763;900;1030;1131;1160;1214;1329;1471;1555;1610;237;1373;61.51369199;6.50656401;6849507.613;48963.26026;9.441211256;19.35473187;9.018066843;7547.916469;173.886297;126.9240737;149.6125928;82.15407433;71.57407413;96.75888897;115.2818514;131.6237039;232.1144442;225.345185;198.7655552;217.1629629;7.507252937;3.91877792;4.289774282;4.551534967;4.767100051;4.898212861;4.159093425;-7.813990444;-7.81505018;-6.423978477;-3.956728396;1.480669062;5.495074062;7.2195221;7.028327348;3.211666669;0.229139771;-4.275543212;-6.452054976;-1.006078889;16.39133333;10.25933333;16.12766667;38.97633333;227.2773333;454.4606667;396.0226667;260.426;203.002;145.764;45.927;24.79233333;7.517209208;4.784271449;4.674861648;3.961420899;4.348867668;4.718897739;7.852843934;-0.570548252;7.055159118;6.966119114;2.890371758;5.141663557;4.682131227
2;28;142.625;61.2154198;10.2693233;6795979;246027;6.768205814;3.892364222;2.801540544;4.200076132;11.45574851;10.59606756;0;6.438631791;13.68209256;2.414486922;57.94768612;7.933314171;0.114975568;0.048892072;500;658;749;812;850;884;917;960;1026;1513;199;1314;61.30666478;9.924996779;6807492.336;228647.4034;12.17679685;8.213828335;14.02750046;1134613.023;40.1997566;30.0448914;35.08072497;29.20400827;51.24438697;73.8881793;82.79543993;81.64016207;73.90316317;76.82002267;58.4235534;42.90634243;6.516415878;3.315870186;3.685029452;3.833557067;3.943514928;4.040720545;4.190810747;-10.46834205;-9.656213425;-6.679671703;-1.909825364;4.690417905;9.757376284;10.99616376;9.678105712;4.941462706;0.65441321;-5.218036774;-8.568884528;-0.148586188;1.28172;1.696923333;6.596266667;71.89229333;242.1397567;85.98337;90.69507667;88.68638333;78.14624333;62.01671333;12.27177;2.29245;6.611636338;4.290997177;4.200655562;3.483286149;3.863290222;4.258957431;6.435884227;1.499164238;7.259294643;7.173596388;2.944438979;4.290459441;4.262679877
81;1;1.91;61.1352005;4.9371152;6819567;-40448;1.964311234;1.627049173;4.11038194;1.244154594;92.35446686;118.7319885;0;0;1.55;20.06;10.59;12.57;0;19.3687119;24;24;35;41;51;64;96;209;300;448;21;427;61.14447057;4.924316939;6820677.612;-40920.29374;9.895810405;12.44971558;8.975718014;4089.009045;222.6438095;168.9528569;178.0457143;114.0009522;91.9614286;113.1823809;133.4009523;167.9409525;280.5180949;287.1190476;266.9738094;257.8795235;7.733078976;3.934902131;4.397442903;4.611649157;4.783316371;4.928340048;4.117925844;0.404500782;0.117664219;1.44973887;3.542603174;8.000706604;11.33628571;12.43875576;12.51579109;9.837460314;7.419846397;3.642809533;1.633333343;6.028291316;207.9916667;165.505;184.8446667;153.2806667;131.0983333;131.3333333;145.2876667;177.7986667;294.4116667;302.958;269.171;247.2386667;7.78776342;4.164118989;4.053480241;3.389071331;3.755697214;4.154050564;8.015501755;-1.023743891;7.01140678;6.351746698;3.091042453;4.770684624;4.700480366
122;11;148.48;62.8901062;11.1838799;6979097;306061;6.484910007;3.495744488;3.244933359;3.816128655;15.0539315;14.46978369;0;2.11;12.57;2.84;24.55;43.96;0.04;0.153651415;623;717;775;811;844;878;918;964;1021;1284;285;999;62.78437556;11.34337658;6967305.514;313390.9169;11.99310411;7.508885678;14.23563358;1408562.799;53.74855263;44.10663673;44.5301429;40.06082043;37.24852733;62.15787;86.2126761;73.5374518;80.49862913;62.5562128;57.439404;63.1130686;6.55849562;3.074941896;3.444924018;3.697092956;3.842792566;3.97755444;4.156071066;-10.1101442;-9.373042127;-6.652184743;-2.667661234;3.626901603;8.273121304;9.616407216;8.935131213;4.780291549;0.979336265;-5.009589702;-8.090934512;-0.474363948;2.467043333;2.278223333;4.901256667;61.71314333;283.5952733;90.71232667;92.77832;78.74598333;82.12255333;53.42234;13.05994333;3.91376;6.646014037;4.034799224;3.925641728;3.281977948;3.645333739;4.055591271;6.548614557;1.39956118;7.75072357;7.673170444;3.17805383;4.454347296;4.234106505
212;10;667.58;69.4200439;23.6350365;7725086;837785;8.634231061;4.526332183;2.564949357;5.038887186;1.665605796;1.313473831;0;0.05;16.97;7.16;35.4;31.06;0.01;0.278649463;370;390;413;434;450;471;494;525;595;1085;0;1085;69.12430053;23.1347317;7689363.039;821928.0498;13.20748168;3.355029923;15.64489593;4846049.924;21.16276773;17.1161431;18.83518207;16.38188423;22.3648172;38.29957707;69.50230127;61.79992693;42.5881799;35.85848663;25.1586376;19.31069607;5.961980637;3.039520066;3.317315847;3.475636867;3.568471979;3.7284806;4.210831147;-16.16446422;-15.47013285;-12.16058875;-6.108799579;1.14410843;8.101916702;11.12958424;9.006244089;3.613077927;-2.731427016;-9.542868822;-14.38783895;-3.630932401;0.02862;0.057533333;0.080446667;15.13653167;128.7313763;51.23935533;70.689324;63.54328033;41.93022767;20.86867133;1.865093333;0.004131;5.976793936;3.606463581;3.541367205;3.008136525;3.273055343;3.7606315;5.585316201;2.334504657;7.010664871;6.759443422;3.258096538;4.025351691;3.951243719
2;592;6.22;62.1119919;9.2898932;6899784;202296;3.278653029;2.168900066;2.992226134;2.458223241;52.55034629;51.92270915;0;0;0;0;0;97.96533534;0;0;1212;1284;1341;1398;1439;1471;1510;1556;1590;1708;987;721;62.10871016;9.377360524;6898992.333;206812.2549;10.18700694;11.10189995;10.47824368;35533.94384;30.41753093;24.98851863;25.400741;20.45629627;32.4232097;58.0083953;70.32716043;58.93567917;50.74753077;48.02604923;37.88432113;36.7791354;6.203333919;2.93984756;3.301240628;3.485220787;3.558042856;3.685587002;3.92486312;-11.44873754;-10.92021301;-9.100226999;-5.76635392;0.57015929;5.323045263;6.728084442;6.130752683;1.788057633;-1.752520916;-7.192716057;-9.682214267;-2.943573616;0.096133333;0.386666667;0.867133333;10.05083333;182.5782667;137.2900667;77.7245;64.6516;48.9405;30.64613333;1.966933333;0.254666667;6.319784777;4.238592495;4.11600229;3.46110876;3.818436358;4.220259454;6.660898837;-0.000598637;7.199590654;7.199590654;2.833213344;4.025351691;3.912023005
151;6;99.784241;65.4124756;13.6501369;7255097;437332;5.733923632;3.297828541;4.081596989;3.499877645;11.23721727;0.644289674;1.32;0.29;3.56;8.65;23.44;55.84;0.01;3.867887493;374;442;548;659;765;860;938;1048;1187;1679;355;1324;65.2963533;13.62342937;7242213.421;435757.2213;11.57045479;14.30347447;13.36736053;551912.9483;130.7996799;101.3372225;102.3503526;66.21040607;51.58784173;63.5097011;90.54067327;92.58458317;145.0202994;152.1681623;118.4967634;139.2656199;7.133991089;3.743687806;4.157201483;4.324896504;4.452599718;4.590671359;4.117917657;-10.75741625;-9.887307423;-7.367311146;-3.480844018;2.002461414;7.108920233;9.214306228;8.438065889;4.231313042;0.354873525;-5.411511743;-8.739782195;-1.191186037;13.489;13.30883333;11.99937333;37.44940667;353.4693867;351.69592;147.5693933;102.3856933;144.3605467;122.3798867;40.89788;25.22561333;7.21834613;4.331715754;4.215264145;3.534372303;3.899608945;4.306618029;7.384251096;1.071224124;7.633436898;7.487221979;3.091042453;5.036952602;4.682131227
12;200;423.56;60.8233871;10.0723333;6753180;232178;7.631969832;4.271674347;2.868466923;4.608743514;10.0340808;10.23004597;0;2.132444169;14.1032103;3.683312655;58.44835608;12.40694789;0.09692928;0.171675701;544;680;761;818;870;919;966;1014;1077;1681;143;1538;61.07599896;9.696598084;6782885.481;214274.0651;12.51940773;7.819733925;14.84152105;2434685.355;44.27821223;31.96002583;38.48304;32.78559013;55.92918183;76.5202725;86.50866553;86.49203453;79.3871927;81.61095827;62.59120033;45.39300263;6.581941169;3.317900823;3.734027613;3.882220768;3.983179064;4.079824919;4.175889929;-10.13419526;-9.415115074;-6.571475284;-1.887849624;4.623867434;9.712741364;10.98076668;9.704376367;5.036591953;0.760627311;-5.083263253;-8.349917252;-0.05190372;1.113356333;1.770972;6.771527667;71.205106;260.7798327;93.86088633;93.31668367;93.55822767;82.81564467;64.87577767;11.75129967;2.646942333;6.665003559;4.355438197;4.24103896;3.56393694;3.93460424;4.334061157;6.570240942;2.020317381;7.209551222;7.073358256;2.995732274;4.17438727;4.189654742
2;15;38.003609;62.0046158;7.6388078;6896570;115094;4.849527134;3.04090833;3.78487122;3.1554525;17.93071258;6.591755909;0.88;0;0.74;11;1.92;85.27;0;6.019619316;925;987;1024;1089;1160;1249;1333;1403;1471;1853;877;976;62.03667631;7.459256421;6901128.229;105973.594;11.12901524;13.55199112;12.2896303;154582.8889;90.65595217;69.77960297;76.37468243;42.10134933;35.79947113;48.68193097;66.7528312;68.6425133;104.5814815;107.0984923;98.4073281;112.9264286;6.826330519;3.377709403;3.769855791;4.030151652;4.170018765;4.256574758;4.132983235;-8.940250038;-8.715674971;-7.056311655;-4.249173731;1.559343744;5.686390663;7.292556751;6.975692111;2.916068787;-0.216626563;-5.101874787;-7.51440433;-1.447022002;2.554533333;3.2388;3.644896667;18.28553333;283.9579967;344.6813267;177.1865833;94.29484333;103.76443;83.21024333;16.58386;3.792333333;7.034560056;4.179125216;4.099404221;3.374764136;3.754504359;4.149258134;7.583896883;0.628267173;7.440103163;7.098958596;2.564949357;4.564348191;4.204692619
36;12;8.06;59.4531898;6.3576822;6622375;10922;2.371177884;1.313723668;4.540098189;1.682688374;147.33;157.53;0;0;0.75;1.68;51.45;45.66;0;0.237658951;347;474;521;627;627;695;695;814;857;932;95;837;59.43559199;6.348765511;6620460.155;10133.20209;9.686590321;18.74936142;10.15103494;23200.40213;217.6643333;147.6056667;176.8886667;91.31433333;94.44466667;121.5363333;130.5256667;166.4446667;259.3846667;278.9423333;269.6796667;266.3836667;7.705629375;4.270466385;4.650955841;4.910114898;5.039028369;5.119489699;3.99650562;-4.13672043;-4.35383087;-2.711301075;0.302944444;5.484677419;9.487122222;10.7502043;10.47550538;7.212055556;4.153763441;-0.256844444;-3.02983871;2.781478103;102.1566667;68.16666667;99.32;182.6533333;367.1033333;251.88;168.58;178.18;271.9833333;284.66;217.13;167.4466667;7.76610329;4.039704002;3.951998946;3.290376674;3.630370356;4.037322712;8.429755833;-0.407657158;7.779857052;7.680747006;3.401197382;5.327876169;5.049856007
109;31;36.17;62.6425171;8.7234097;6961420;178566;4.675349021;2.715413416;3.813969065;2.944166744;37.53653316;36.22038543;0.99;0;1.76;4.47;13.43;72.56;0;0.256305775;711;832;992;1098;1170;1249;1309;1380;1487;1844;64;1780;62.58792845;8.783508378;6955224.806;181020.2794;10.92094408;19.10338929;11.75435652;106147.5295;87.3131777;68.4261682;77.8425234;54.97451717;40.7642367;57.85177587;87.28373837;80.7026478;104.8385669;95.7385668;89.8253583;106.3673831;6.858490095;3.569703809;3.93239356;4.114567044;4.279944745;4.347536763;4.017214757;-8.888492616;-8.562521412;-6.767148018;-4.029425759;2.035031663;6.178886824;7.607011356;7.404090031;3.403070616;0.216566183;-4.91145689;-7.347014371;-1.138450199;3.903313333;3.9237;5.45758;31.4787;297.6716267;315.9438467;168.7823133;96.42085333;99.67490667;73.66932;16.52580667;7.2047;7.021670102;3.97235761;3.87273651;3.258972948;3.594967452;4.019156137;7.828459074;0.662160215;7.0790075;6.897236172;2.890371758;4.779123493;4.663439094
162;1;15.699952;67.1445541;14.9199877;7447497;496532;3.910622025;2.53516549;3.900152833;2.88998368;32.3458836;24.89854958;0.28;0.04;4.23;16.76;48.67;25.96;0;9.109388735;320;388;398;400;422;450;492;564;655;1113;41;1072;67.08547025;14.8723375;7440910.082;494451.4311;10.53517709;9.690714371;11.3634663;52763.3891;117.6517024;97.28851063;85.72255337;62.1490776;51.6923406;56.312057;89.99014173;87.99560313;135.5904963;165.4221276;120.052128;138.4648937;7.096995871;3.824051782;4.119158257;4.327101338;4.52288649;4.616657157;4.208957684;-7.525591398;-6.958975832;-5.383191499;-1.94601182;3.287922666;7.789921983;10.18111645;9.543445428;5.449574474;1.560057189;-3.366416078;-6.198238384;0.536134432;27.73856667;20.9007;18.15023333;80.73956667;358.1038333;176.7117;109.3456667;94.4392;136.7307667;145.8948333;67.14166667;49.56026667;7.158869576;3.696444243;3.603016847;3.074928384;3.354764271;3.818049734;7.332011331;0.283200217;7.452844279;6.962950816;2.833213344;5.257495372;4.912654886
27;25;252.35;58.5734024;6.066195;6527163;-18636;6.453861191;3.884651809;4.372481222;4.07295067;13.5;13.59;0;2.63;0.87;12.3;17.48;52.94;0.07;1.482866905;185;269;342;433;527;613;673;726;788;1011;49;962;58.71269806;6.278324877;6540504.088;-4214.905755;12.39060049;16.37291402;13.94811305;724208.1604;207.0955012;149.3458585;167.6820785;94.2475273;117.5901893;123.9151808;139.9431864;181.3907246;257.5187554;294.924199;279.7326452;246.0656586;7.722877366;4.209013978;4.57671481;4.793465986;4.955246315;5.065807753;4.159659828;-3.28905784;-3.624090667;-1.81144643;1.256260369;6.31770097;10.17130674;11.39139125;11.0378801;8.06031233;4.980091963;0.769460894;-2.080912884;3.5982414;129.6090667;91.96506;116.9946867;163.8548167;334.9311967;208.7031333;157.7593267;192.4940167;271.5998167;304.50396;249.9954733;174.53779;7.781951684;4.243123698;4.1763085;3.527095565;3.881048229;4.300681021;8.189407013;0.97101598;7.49425186;7.038972953;3.526360525;4.9698133;4.990432587
