regine;main;Q_median;Y_lat;X_long;Y_utm;X_utm;ln(A);ln(C_L);ln(Q_N);ln(R_L);R_G;R_G,1085;A_Glac;A_Agr;A_Bog;A_L;A_For;A_Mount;A_U;A_LE;H_10;H_20;H_30;H_40;H_50;H_60;H_70;H_80;H_90;H_MAX;H_MIN;H_F;Y_G,Lat;X_G,Long;Y_G,UTM;X_G,UTM;ln(O);C_S;ln(R_TL);R_TL,net;P_Jan;P_Feb;P_Mar;P_Apr;P_Mai;P_Jun;P_Jul;P_Aug;P_Sep;P_Oct;P_Nov;P_Dec;ln(P_N);ln(P_Med1Max);ln(P_Med2Max);ln(P_Med3Max);ln(P_Med4Max);ln(P_Med5Max);ln(P_S);T_Jan;T_Feb;T_Mar;T_Apr;T_Mai;T_Jun;T_Jul;T_Aug;T_Sep;T_Oct;T_Nov;T_Dec;T_N;W_Jan;W_Feb;W_Mar;W_Apr;W_Mai;W_Jun;W_Jul;W_Aug;W_Sep;W_Oct;W_Nov;W_Dec;ln(W_N);ln(W_Med1Max);ln(W_Med2Max);ln(W_Med3Max);ln(W_Med4Max);ln(W_Med5Max);ln(Q_N,SN);ln(A_P);ln(D);ln(D_net);ln(M_200,h) ;ln(M_200,d );ln(M_200,d,SN)
105;1;58.39;62.7932014;7.7260652;6983503;129534;4.924278248;2.897568025;3.846310462;3.138533072;20.63;9.71;0;3.35;15.93;8.19;57.4;9.59;0.02;4.73491474;71;106;148;184;235;282;329;381;473;795;7;788;62.83811279;7.860510448;6987608.867;136903.6802;11.0562841;10.08663989;12.29880811;183922.8044;162.1269117;129.9291667;139.1237254;102.7679414;68.3823529;80.5916179;108.2162257;111.6242646;202.8725244;196.5467404;177.9351225;211.324755;7.433336313;3.945557332;4.34531307;4.54190928;4.692237931;4.779237798;4.06951036;-2.435423777;-2.227928378;-0.483240827;2.137998359;7.355882369;10.65825653;11.9436994;11.76138362;8.258707504;5.431511677;1.01620587;-1.139490049;4.356463526;119.9432433;91.15226667;145.9519533;221.51262;194.20813;100.20987;119.4297733;125.04871;219.8503067;208.2682067;157.8397633;170.4679867;7.535767937;4.27760168;4.166766345;3.385053281;3.82963336;4.20553589;7.522066211;0.775749428;7.374529863;7.197993159;2.944438979;4.86753445;4.744932128
102;1;9.21;62.6001778;6.3444219;6970861;56566;2.656756907;1.797421819;3.844386357;1.96712124;29.92980406;34.31204951;0;0.84;0.91;6.18;25.82;29.33;0;1.994857741;154;218;251;285;317;362;415;500;618;785;38;747;62.57442424;6.35757351;6967894.549;56858.69941;9.699132093;19.99294061;9.622409468;10377.05628;129.1555555;107.3433334;115.2242226;85.46755527;65.16133353;77.6397775;100.2528889;122.3168895;195.4764447;193.3662226;178.1188889;176.5422223;7.343468489;3.847804433;4.166820251;4.332967684;4.496322118;4.608099222;4.031717148;-1.578143374;-1.550932411;0.011132613;2.034970363;6.824050185;9.866422224;11.33252329;11.37124015;8.328962961;5.91680287;1.681955572;-0.359734774;4.489937472;105.8589667;82.88526667;118.7669333;169.2725333;154.9322;92.27913333;111.3405;134.6609;212.4876333;203.3457;159.2186;143.9720333;7.431903995;4.453296366;4.327358412;3.485578392;3.92948997;4.332699328;7.396223222;-0.134619907;6.965652562;6.590595614;2.772588722;4.804021045;4.634728988
35;2;173.521042;59.3296738;6.4490428;6608024;14303;5.976046294;3.668054363;4.464642951;4.027135813;21.26;24.21;0;0.1;0.58;17.66;10.12;70.28;0.08;0.780184049;605;732;852;995;1055;1099;1148;1180;1229;1597;23;1574;59.4304585;6.740877286;6617481.036;31942.42627;12.05274544;13.24976113;13.82163248;597527.6415;173.1395075;118.7218908;135.6449362;73.0173024;81.42021153;101.9319506;111.6329096;138.0299655;209.3683546;225.1432314;212.8753769;209.4203728;7.490164182;4.051125365;4.403307795;4.641045613;4.806987693;4.919789605;4.018201061;-6.595834366;-6.754569537;-5.363743468;-2.314121849;2.856581305;7.253060782;8.786734516;8.493329785;5.063041849;1.864180404;-2.638111686;-5.41317793;0.436447484;27.27109667;19.25909;26.75172;65.65892333;345.4647333;470.0418;289.03559;186.07097;223.9699333;209.15069;93.90159667;56.45234667;7.607395579;4.431515335;4.316589173;3.521103781;3.950030632;4.345638879;8.49226862;0.831056132;7.845586183;7.324509529;3.433987204;5.480638923;5.049856007
2;268;172.16;61.7995491;8.4472179;6869267;154948;6.671108468;3.581986803;3.405189403;3.871743438;21.75902744;17.24064566;10.89614454;0.633496776;0.380098065;1.900490327;11.40294196;71.20503757;0;0.061451768;954;1138;1279;1383;1466;1558;1671;1803;1938;2462;476;1986;61.66843433;8.249378248;6855477.548;143017.7534;11.99087285;17.98889361;13.7776155;872125.7214;56.5080264;38.45511333;43.26466737;26.03455017;35.00457487;51.730375;70.5949074;70.43483547;75.59537037;75.7873234;65.55239077;57.66361527;6.502228794;3.060226411;3.411376861;3.60711256;3.732594213;3.859406394;4.067960838;-10.92753436;-10.62092718;-8.96690141;-5.795006889;0.120039635;4.69820847;6.266965747;5.683386957;1.40660943;-1.955317419;-6.910550217;-9.317858844;-3.026573839;0.6658;1.27248;2.248706667;12.14958;148.4184467;237.6305933;153.15922;93.37244667;68.56883333;38.92733667;4.243006667;1.357426667;6.635964766;4.347636476;4.224901643;3.372855077;3.828822559;4.217504083;6.932583745;1.587990897;7.106507032;7.007580401;2.63905733;4.143134726;3.828641396
24;9;98.09;58.4011383;7.2233481;6499670;46112;5.606390129;3.409826708;4.113329862;3.760036648;14.8;12.2;0;1.15;6.13;9.51;37.08;36.52;0.03;3.11556022;318;426;486;540;588;623;660;707;767;964;185;779;58.53622832;7.182952198;6514927.6;45520.02218;11.73432187;12.37136962;13.19627325;374101.9895;169.1754362;119.6511686;122.5169248;75.5204176;107.9827917;105.9267525;109.1846738;151.0511803;207.0161991;235.2890775;226.9190897;179.0203688;7.500669929;4.033110123;4.458842457;4.65630166;4.844614109;4.979796864;4.10104475;-4.867755425;-5.183972076;-2.964184818;0.592703993;6.119498458;10.6008573;11.88379877;10.92919652;7.465344812;4.062829425;-0.496969664;-3.539840499;2.8834589;65.68663333;52.20638;57.35346667;174.7585633;390.7821267;160.1754767;116.41976;159.4189633;218.58352;241.0217633;185.2209867;98.74560667;7.560274845;4.565627771;4.429095759;3.596988786;4.039854175;4.428723025;7.658460976;0.779823542;7.589883126;7.22589361;3.610917913;4.753590191;4.644390899
155;2;242.893707;65.808403;13.8973627;7298997;449582;7.31611619;3.775397252;3.971423349;3.855583506;7.070397515;5.360850504;1.46;0.45;3.42;18.11;27.11;41.99;0;14.70552533;384;427;510;586;653;724;799;881;994;1906;381;1525;65.79562438;14.2036327;7297307.309;463496.6662;12.62044102;9.78247006;14.99425404;2587898.392;117.2342719;94.6924283;94.9052612;56.26264157;47.39633117;57.81861017;84.6539157;86.5632515;123.4040496;136.6846409;107.5503406;125.3768554;7.032220471;3.641751302;4.004412433;4.210600981;4.336380346;4.487458857;4.234543863;-10.91583751;-9.87115845;-7.266647215;-3.177152832;2.392619665;7.482354388;9.63696917;8.80663238;4.443925298;0.381922641;-5.517177576;-8.835631435;-1.036598457;10.14655567;10.34546667;7.889809;30.14572567;339.3612433;336.4296333;135.1369957;96.45084233;123.730469;107.5681247;32.17928667;20.50382333;7.130809207;4.460841496;4.350748909;3.450541701;3.925894611;4.317466966;7.574302113;1.603430447;7.678137854;7.450240482;2.995732274;4.934473933;4.709530201
22;5;141.407631;58.6130257;7.4206161;6521849;60261;6.024609146;3.847026174;3.773220603;4.239210982;12.73223375;10.9199622;0;0.66;4.93;7.41;40.55;41.89;0.02;0.628484846;485;554;608;663;717;770;825;882;940;1160;261;899;58.82528576;7.47698624;6545186.42;66336.34755;12.12688079;12.42886633;13.61631205;622824.8403;126.2282733;88.7828617;87.0121499;58.2439651;90.7121982;90.28190253;90.6424056;127.5050282;164.865843;186.3663864;166.4768587;128.5609029;7.248275579;3.852267905;4.18832947;4.423412496;4.606330188;4.728233156;4.077290515;-6.173150252;-6.474111003;-4.217274953;-0.569744462;5.055078509;9.852930722;11.2689861;10.25340863;6.587934734;3.024586005;-1.695830264;-4.754072365;1.846561784;22.66140667;23.86205333;25.04906;124.5262667;402.49702;171.4690467;99.62743333;134.0092733;173.98694;185.4473133;104.0281067;47.61761333;7.323026505;4.639900383;4.515099416;3.704148432;4.112661829;4.533353603;7.611357867;0.805483638;7.591702905;7.317411457;3.583518938;4.753590191;4.605170186
103;40;268.175;62.4740791;7.7819481;6947792;128391;7.002538047;3.939638172;3.505257052;4.320284201;19.42;22.69;2.19;1.12;1.09;3.81;16.97;72.76;0.02;0.07851521;671;886;1050;1159;1241;1322;1397;1482;1571;2012;61;1951;62.27253426;8.062086018;6923963.001;140275.981;12.29303831;14.23788054;14.01638409;1058550.381;70.3984302;52.9200424;60.36270713;37.0802541;27.17570777;40.44904113;61.40878373;58.7933513;80.47895063;78.210157;76.78689953;89.15522347;6.597445177;3.377150748;3.708618685;3.904621814;3.9923033;4.123164516;4.149360048;-9.123113409;-8.829751178;-7.041334918;-4.207876156;1.726888261;5.872220822;7.395814954;7.101621011;3.027199749;-0.140585934;-5.176031359;-7.674548614;-1.422458064;5.128304;5.358750333;8.589216667;29.983938;228.0635237;250.6304367;126.6272343;75.139769;77.34024633;60.20205667;15.01219;8.468552667;6.791832757;4.652668529;4.562471442;3.746466803;4.101320193;4.570831783;7.549649517;1.617255021;7.013846038;6.869872918;2.772588722;5.023880521;4.574710979
173;8;21.84;68.0167313;17.8962822;7547565;620954;4.143134726;2.287166621;3.55848599;2.587389442;20.15792556;13.94005797;4.22;0;0;13.97;0;81.66;0;13.62687674;930;949;967;988;1021;1074;1139;1225;1329;1579;908;671;68.03588173;17.96910835;7549844.901;623853.1281;10.62948633;7.773962423;11.29248648;62199.23135;63.1147615;54.8538622;40.2476718;36.8020106;38.5043384;51.9243915;79.33137557;79.94211647;86.84301603;99.8619044;66.184074;69.314233;6.64238739;3.214325809;3.594982961;3.808688658;3.966631439;4.035349722;4.083999266;-15.15925927;-14.42473955;-11.80215906;-7.239516771;-1.079119297;4.853102301;7.90204131;6.85331967;2.017100541;-3.366364584;-9.386010578;-13.3508022;-4.515200624;0;0.2672;0;3.2282;227.1011;424.7976;151.6633333;106.0601333;93.88166667;55.74346667;2.395833333;0.706666667;6.971523378;4.655629819;4.566930763;3.753849646;4.130129344;4.569779338;7.740356142;0.421403676;7.149351751;6.894963195;2.995732274;5.192956851;4.317488114
109;1;105.963249;62.6087685;8.523056;6958690;167953;5.801060414;3.241706802;3.717952702;3.621049434;32.39980192;31.64175536;0;0;0;9.073037956;2.419476788;83.16951459;0;1.661117254;850;909;987;1068;1145;1225;1290;1351;1449;1866;119;1747;62.51116718;8.530931174;6947742.873;167516.3633;11.49525797;13.99643985;13.07030735;343171.0063;85.97761227;67.10439037;75.8344516;50.85760133;38.74657527;51.9559346;79.66761153;76.16648383;97.18354667;89.53074173;86.88947143;102.1015956;6.804632276;3.456446515;3.841832767;4.02647802;4.200182104;4.288875331;4.185926474;-8.921851899;-8.622819996;-6.855240923;-4.122499664;1.922392156;6.072195124;7.533402186;7.332494432;3.316901761;0.142074488;-4.960584346;-7.439883963;-1.21695172;3.530676667;3.424463333;5.271696667;24.97988;297.0847733;310.9071733;157.8476833;95.84527333;97.58273;73.90367;15.63086;6.514906667;6.996245699;4.775011101;4.664469735;3.79794242;4.188138462;4.665389816;7.92399048;1.213557727;7.26924694;6.944923749;2.833213344;5.117993812;4.343805422
26;15;89.603279;59.1220932;6.8978639;6581821;36897;5.341616291;3.091951131;4.49903159;3.387436466;10.07;2.72;0;0;0.01;21.7;0.17;77.46;0;15.04;899;921;966;1010;1051;1087;1125;1168;1222;1421;754;667;59.22030151;6.949323947;6592554.023;41019.11019;11.66519514;10.92742434;13.0783459;276321.6085;149.470545;103.5761701;112.7324521;61.19333347;81.11588143;92.14636217;97.27137823;124.6164262;180.873862;201.9008976;184.436715;174.736907;7.355047272;3.875259275;4.251022952;4.49576571;4.589775854;4.726417299;4.11315185;-7.290825576;-7.4822056;-6.022993681;-2.885266016;2.29722603;6.848169879;8.418100723;8.010974982;4.554642623;1.274617446;-3.2798157;-6.093456366;-0.137569271;2.991826667;3.714966667;3.12266;27.93564667;368.2051667;500.2159867;250.2603133;156.1808467;193.0169067;182.3006467;54.93662;17.22692;7.473130738;5.034464092;4.879714639;4.039111281;4.454908508;4.91326323;8.480712135;0.584176434;7.736729607;7.187704423;3.465735903;5.398162702;4.59511985
109;29;24.5;62.6075592;8.7343531;6957484;178746;4.44793141;2.558306019;3.658935578;2.669586535;22.93196619;25.49535818;0.83;0;2.18;4.73;12;73.3;0;0.372014148;742;856;1007;1110;1178;1255;1309;1373;1477;1808;440;1368;62.5778129;8.79525143;6954010.941;181475.6901;10.82683101;17.19108261;11.59711479;90242.43533;84.995451;66.60356867;75.4834119;53.1891373;39.21796067;56.61874537;85.62996047;79.12482393;100.9763141;92.32019647;86.684196;103.0728236;6.828621796;3.536653386;3.880216623;4.087339694;4.249897623;4.317040954;4.186994184;-8.964376969;-8.637468754;-6.850666669;-4.107461429;1.972070861;6.135117648;7.563902598;7.356647698;3.348326807;0.155242246;-4.982163409;-7.417023392;-1.202321064;2.996866667;3.166033333;3.938266667;26.92166667;300.2596333;311.1214667;159.1440667;92.81636667;96.35346667;70.9363;14.73356667;5.462233333;6.991958489;4.408921086;4.336402594;3.764577089;4.05754375;4.512573987;7.823964204;0.528855677;7.14918338;6.962323644;2.890371758;4.852030264;4.382026635
12;110;113.203484;60.8732109;9.2544699;6762335;188286;6.675760168;3.966719442;3.076390177;3.763970137;4.893403122;2.226382463;0;1.765558989;16.14225361;8.071126805;28.37505517;32.28450722;0;2.82851769;837;868;896;940;982;1026;1097;1244;1477;1907;749;1158;60.92695386;8.821809656;6770370.764;165450.9878;12.12029151;8.491992621;13.70315974;707051.6497;45.2247975;29.83168823;36.01540047;27.91489457;51.81494067;68.82964117;78.69744307;76.2291186;71.2786625;74.15178923;57.53333747;43.30161163;6.49348652;3.125101946;3.533021088;3.726908183;3.808746106;3.939240379;4.067113;-10.1813875;-9.686854336;-7.45963904;-3.262525163;2.975212345;8.015824756;9.480286924;8.508679578;4.076961743;0.076858587;-5.584912942;-8.491760856;-0.961104659;0.879253333;1.117303333;4.110193333;41.20023;256.5540733;134.8882467;91.40088333;83.96598333;74.206;54.10192667;8.027803333;3.406996667;6.625205206;4.338783577;4.31079914;3.691732561;4.00029552;4.457332886;6.849350268;1.463223941;7.027399574;6.793098829;2.833213344;4.644390899;4.290459441
156;20;118.8626595;66.5141144;14.9719372;7377217;498752;5.925057615;3.681421129;3.629660094;4.072840934;16.94277517;13.98643738;0.43;0;1.03;5.46;5.09;83.32;0;0.958800554;606;706;763;835;910;970;1034;1088;1183;1737;196;1541;66.68545705;15.09439052;7396299.068;504156.7317;11.72486334;10.63114395;13.48090099;616580.1784;105.4638475;87.0324734;78.73804987;49.8650886;44.2336617;51.07947717;87.09967207;83.09092227;116.1085726;138.2292729;102.965585;118.5717025;6.968359501;3.65586022;3.966715176;4.261756091;4.384226675;4.513904607;4.15423677;-11.38557224;-10.61186789;-8.807896924;-5.061957457;0.412383316;5.548366147;8.21932281;7.527976432;3.130927903;-1.149719185;-6.649463354;-9.695694631;-2.376932923;3.641566667;3.475713333;1.017686667;9.98315;209.6228967;412.9448;214.50106;98.60331333;101.8052467;77.60698667;13.11070333;6.828366667;7.050245227;4.29799502;4.256906994;3.649075991;3.971275868;4.412218436;7.938961187;1.107949552;7.555843378;7.406886032;2.890371758;5.129898715;4.875197323
2;36;6.07;61.4183578;8.8944969;6824639;174466;3.21647294;1.771556762;3.531348066;2.112634509;47.85;37.09;0;0;0.88;4.3;2.61;92.33;0;3.13;1114;1164;1229;1279;1311;1335;1367;1426;1585;1841;1088;753;61.43215284;8.857809884;6826417.279;172669.6255;10.04206775;10.25736805;10.87641823;46629.49574;71.1852176;49.81101433;62.9376813;46.04492733;69.05101443;85.2385509;99.7084058;102.0739129;106.8547829;111.7062318;84.9489854;67.264058;6.863620285;3.549055016;3.798464735;4.078421358;4.175924549;4.244886252;4.027909962;-11.07128565;-10.6683405;-8.844216919;-5.101719812;1.16423562;6.084057961;7.535432428;6.649602614;2.184826089;-1.523136987;-6.764309172;-9.345652169;-2.475042208;0.117666667;0.023333333;0.888333333;8.451533333;276.5866667;363.6063333;132.9045;110.0175333;99.7124;59.90583333;3.227666667;0.195433333;6.961899876;5.291220832;5.136470495;4.346029301;4.630977143;5.177762661;7.206563164;0.082160469;7.65994529;7.533515635;2.772588722;4.143134726;4.219507705
311;6;282.845;61.259079;12.3224964;6794588;356394;8.394991659;4.960234989;2.736961545;5.336002325;2.402725627;2.349759731;0;0.814232789;10.06482198;9.838646202;43.24480814;26.711359;0.045235155;2.481595152;645;671;709;753;782;819;862;915;997;1748;353;1395;61.94380548;11.87674359;6871278.536;337349.9978;13.38669599;5.495062386;15.35661882;3948989.427;35.42043923;27.3260184;29.39912817;30.92207523;45.14436567;70.17106707;86.3104621;76.09560387;73.69617697;58.07941043;47.0254258;42.408872;6.432938557;3.10764252;3.534875653;3.678468144;3.786096134;3.896405759;4.177154781;-12.16973244;-11.22309476;-7.681659;-2.558667403;4.263223083;9.437696751;10.72310733;9.501244913;4.958854284;0.618620329;-6.049051968;-10.14468081;-0.860344974;0.866043333;0.943383333;4.214223;56.31733967;220.714336;78.025582;91.559902;80.30932833;76.44747467;47.50809567;10.12240667;0.803951;6.504036743;4.918520014;4.77026082;3.941581826;4.389808811;4.822094441;6.18857462;1.916050946;6.96162716;6.793978604;3.258096538;4.094344562;4.143134726
2;275;68.5;61.8541489;7.7628751;6879152;119692;5.361855387;3.003982224;3.869532954;3.336483346;19.80792071;18.77662861;10.79204204;0;0;4.692192192;11.26126126;70.38288288;0;1.591290037;905;1061;1216;1325;1398;1461;1516;1578;1690;2077;733;1344;61.7981873;7.622481698;6873704.669;111911.4335;11.28220789;15.65101308;12.36867156;185463.0625;85.73999993;57.55091627;66.65243267;31.45721947;35.40214843;50.51691967;65.0376621;71.5736334;100.5684202;103.0027805;92.99851443;98.2052764;6.755426516;3.176423356;3.668205118;3.823549127;4.001179005;4.105205584;4.102952461;-9.78790602;-9.568927856;-7.995337628;-5.128435502;0.620204835;4.910691419;6.545264732;6.147544718;2.029030028;-1.151315292;-5.954291212;-8.290849014;-2.302027233;1.185506667;2.159516667;2.27424;12.43623667;202.7658333;338.6612;212.3271233;110.49113;95.73025333;63.40645;9.433823333;2.15935;6.959427632;5.295324323;5.170709702;4.377209128;4.741527504;5.198007514;7.471638599;0.987402773;7.006816175;6.76875563;2.564949357;4.682131227;4.158883083
63;1;232.301407;60.7864647;5.9379792;6773090;7669;5.840089179;3.366135069;4.533244446;3.764685388;17.9837241;15.97523258;0;0.581716646;0.581716646;6.98059975;9.01660801;79.40432215;0;0.821074048;613;763;823;871;915;960;991;1040;1106;1426;258;1168;60.83995922;6.163525188;6777515.139;20305.27722;11.71442675;15.74748438;13.46570261;559725.5628;219.3478942;149.8995073;176.8401548;91.3401736;91.5598646;122.1572075;134.2453621;163.7727343;285.0085987;289.0390046;253.6255843;252.0193042;7.709243455;4.121245174;4.54546172;4.825129541;5.009045628;5.107324411;4.111249634;-6.334622088;-6.59460381;-5.133782758;-2.492952336;2.948623668;7.031423508;8.618949355;8.412981138;4.894186791;1.840149601;-2.704056369;-5.14284898;0.44528731;37.92511667;21.00330333;22.63357667;52.00073667;393.6374567;524.034;341.5247667;227.0644633;291.1100433;263.8552733;113.3688367;60.46733;7.761585288;5.003284782;4.865705401;4.022542886;4.407724109;4.878936385;8.25169466;1.033417705;7.625613434;7.395112697;3.17805383;5.351858133;4.912654886
151;21;552.93;65.5292816;13.4552088;7268320;428603;7.872115916;4.640257842;3.68210657;4.767169177;6.97362491;6.42934199;0.57;0.39;5.2;5.15;38.95;39.38;0.02;0.376164513;382;496;595;653;713;770;839;912;1029;1692;59;1633;65.41513942;14.35722773;7255190.034;470050.8805;12.84895988;9.882096731;15.40941504;4515780.236;96.85512183;74.6011048;75.95103327;46.7322032;40.2905818;51.8458691;81.6000096;76.8563661;106.5159857;111.1231163;90.52897963;102.1204265;6.861733118;3.506670336;3.859002673;4.032256946;4.114094345;4.298925211;4.177989573;-11.23042679;-10.13486357;-7.318042959;-3.151477213;2.463320943;7.688835441;9.747396618;8.811782499;4.464736424;0.38760319;-5.687368637;-9.133613538;-1.091009799;9.647898667;11.21626067;9.372384667;30.86126333;325.4221867;264.4987147;102.2966287;83.79627067;111.0683267;91.394522;30.679032;18.147282;6.992464715;5.061924464;4.930777769;4.083786074;4.471431406;4.940559859;7.252328667;1.930911315;7.537299129;7.450972624;3.044522438;5.043425117;4.890349128
122;9;694.54;63.1084785;10.2290182;7006617;259399;8.034585666;4.466976398;3.29694736;4.760403137;7.867509183;6.963887676;0;2.66;14.53;2.05;36.72;35.8;0.08;0.012935526;436;534;598;663;735;813;878;945;1019;1325;54;1271;62.87576538;10.81200563;6978821.62;287032.4043;12.90641776;8.165897565;15.74891213;6535835.639;57.85034547;48.83935817;50.74928717;44.53580163;41.71603933;67.31840893;93.1386456;77.76036383;89.1274976;72.00695803;63.29811383;70.1020291;6.654723039;3.212577995;3.61468765;3.767973;3.956791876;4.031669362;4.151827022;-8.676030297;-8.058654569;-5.581973846;-1.874076087;4.349636375;8.68633154;9.975198647;9.37196876;5.279167276;1.627301343;-3.99769299;-6.789312753;0.35932195;5.775938667;5.846532333;11.810404;88.99496833;269.3918533;92.22173433;99.80640233;83.471572;91.60919733;63.68050867;21.01336;11.083691;6.73898883;5.049576469;4.91950128;4.059299627;4.453860445;4.933921682;6.618123251;2.03592318;7.714326467;7.658225102;3.135494216;4.094344562;4.143134726
2;235;54.17;62.119709;10.069006;6897303;242921;6.4402605;3.862697562;2.369308725;4.26320314;12.78204227;6.381636376;0;3.032673062;5.107659894;0.95768623;32.08248871;47.24585402;0;0.095494048;832;920;961;1011;1065;1125;1188;1255;1367;1708;690;1018;62.18300187;9.647668728;6905640.543;221275.4089;11.96131635;8.007040475;13.53765084;723813.5602;22.79331203;18.25006403;18.59037267;15.57042553;27.89422767;53.66611253;69.6270821;56.80093187;43.48127747;38.23331697;29.00923833;26.71173067;6.041749051;2.992416081;3.298964728;3.46462707;3.529348893;3.64586066;4.170691389;-10.58514806;-9.928061915;-7.545886332;-3.741675344;2.741629218;7.424803527;8.770771411;8.006725414;3.649588569;-0.140740841;-5.962145549;-8.744375794;-1.337876308;1.302473333;1.753666667;3.122933333;34.04756667;123.6872133;66.4614;72.22997333;59.21076;42.86031333;29.11808667;5.163113333;1.323553333;6.087413281;4.995572752;4.865056798;3.99259389;4.395741137;4.878432775;6.238204248;1.386699426;7.097390342;7.052028625;3.044522438;4.248495242;4.094344562
122;13;41.173866;62.9136467;10.3297977;6984578;262898;4.715279409;3.139308151;3.138966442;3.443048633;16.96141337;18.15730186;0;3.19;17.7;0.62;49.81;26.74;0.02;0.006781357;541;606;626;653;694;749;823;916;983;1233;439;794;62.82132767;10.35607377;6974238.792;263716.9464;11.13692207;6.699429819;12.37349047;230935.8597;53.23519533;45.91462453;51.06990973;41.65933897;39.035976;66.3529131;95.52660643;78.50372383;85.8254953;66.82558593;59.99714693;66.79717717;6.621064306;3.352744995;3.705763144;3.850157187;3.993229264;4.127308741;4.192162388;-8.258896634;-7.703435123;-5.365657267;-1.807177156;4.467352504;8.652093087;9.899113628;9.33473798;5.264376383;1.698140074;-3.819144141;-6.437758408;0.493645411;4.4963;4.487766667;10.51053333;88.29296667;268.204;89.59546667;103.4959667;85.36916667;89.9723;59.2871;19.88416667;8.528;6.723981148;4.905451667;4.764060162;3.907115474;4.27469487;4.777705221;6.489943635;0.486112621;7.658211057;7.634615879;3.17805383;4.343805422;4.158883083
86;4;35.78;61.6668053;6.0543251;6869633;27403;4.020698022;2.491266898;4.596028528;2.717078483;39.24408908;25.63418613;1.794043775;0;3.588087549;7.176175099;3.588087549;73.55579476;0;6.154170748;510;627;703;793;867;928;999;1089;1206;1465;483;982;61.68153354;6.158057166;6870540.305;32940.43171;10.67590403;17.42226856;12.34196544;186536.7154;196.261358;146.3562346;167.8829632;89.13604973;75.71469133;98.8275927;118.5619136;139.7895061;253.8720989;251.8914818;228.960247;243.9850611;7.606506328;4.014278709;4.390233609;4.638192953;4.83291056;4.934160809;4.220780738;-6.121969353;-6.090300505;-4.381513329;-1.780997933;3.818100375;7.632726331;9.20074672;8.898948632;5.083567897;2.145597369;-2.565800407;-4.79955196;0.91996282;54.2707;30.5618;41.14116667;93.2751;422.4971;413.6965;247.8513;178.1386667;256.3863333;229.5059;110.5852667;68.8351;7.671707989;5.00958817;4.905274797;4.084601931;4.454959786;4.936784264;8.176357451;0.252549266;8.321267421;8.115685342;2.890371758;5.176149733;4.718498871
123;31;59.015;63.2661667;11.1310997;7021101;305905;4.96270476;3.066158294;3.677312818;3.505550667;20.61905767;15.1752773;0;0;14.68736886;1.398797035;41.96391104;34.96992586;0;0.121522182;380;455;510;539;578;622;681;742;840;1166;200;966;63.28378573;11.33183394;7022617.811;316051.6365;11.32102524;8.9866761;12.6167679;283275.5799;71.98212327;62.9973745;64.18652973;66.590069;58.2787671;84.48650693;115.1697491;104.3096575;126.4337441;104.9221229;79.64760263;88.34273973;6.934735017;3.480850136;3.788546561;4.00360895;4.168876854;4.330787418;4.076232928;-7.125397718;-6.635223831;-4.439739295;-1.071832556;4.69940714;8.970310499;10.41051849;9.964186195;6.04366362;2.598381211;-2.514948232;-5.105990553;1.316111247;15.11387333;12.82902667;22.63442;119.83984;282.92748;110.12676;122.5130067;110.1973733;128.9119533;98.52104667;39.91735333;26.30142667;6.993780266;4.994665957;4.866192966;4.05379595;4.41877738;4.896297121;6.928538174;0.549434798;7.654063143;7.591470723;3.17805383;4.418840608;4.248495242
2;291;98.04;62.0077209;7.8663559;6895583;126995;5.568611644;3.036057635;3.765840495;3.345684672;29.31;27.24;4.960506735;0;0;6.105239058;0;87.38123402;0;0.445804944;1226;1337;1389;1444;1484;1516;1555;1613;1702;2006;717;1289;62.09845731;7.888422612;6905612.033;129211.0332;11.57774283;10.66640836;12.33743084;177008.9655;64.65111087;46.91917297;52.74334647;28.3399352;25.2986305;38.90639523;56.1526744;54.56226093;74.9793535;75.50498707;68.60497367;78.2461887;6.499650234;3.202636132;3.557295222;3.748687507;3.866027757;3.96711296;4.189444585;-10.322594;-10.06151122;-8.577318935;-5.96705944;-0.17440944;4.053180469;5.668037841;5.426214883;1.341371238;-1.716397854;-6.509950472;-8.829739946;-2.972514739;0.21069;1.553596667;1.129426667;3.61194;173.4559267;291.5782633;136.9065267;66.14779667;66.33682667;45.23086;3.25835;0.266516667;6.67163631;4.874051658;4.732947572;3.869532963;4.247351738;4.764137833;7.449181076;0.898624094;6.768819194;6.515344019;2.564949357;4.718498871;4.158883083
