"OBJECTID";"Shape";"vassdragNr";"navnNedbf";"arealEnh";"elvHierark";"vassOmr";"P1_Id";"klimaRegion";"region";"QNormal6190_mmAar";"QNormal6190_lskm2";"heightMin";"height10";"height20";"height30";"height40";"height50";"height60";"height70";"height80";"height90";"heightMax";"sjoPro";"brePro";"skoPro";"jbrukPro";"myrPro";"snaufjellPro";"urbanPro";"annetPro";"neddemtAreal_km2";"sumArealMagHRV";"sumArealMagNatVst";"antMag";"antMagIkkeDigNatVst";"tillopAktuelt";"effsjoPro";"effsjoTillop";"feltLeng_km";"elveLengde";"sumElvLengde";"feltLengdTillop";"gradElv";"grad1085";"drenTetthet";"tamSommer";"tamVinter";"rrSommer";"rrVinter";"tamJuli";"tamAugust";"tamAar";"rrAar";"rrJuni_mm";"rrJuli_mm";"qttMai_mm";"qttJuni_mm";"qttNovember_mm";"qttAarMax4dogn_mm";"tamFebruar";"tamMars";"elvenavn";"slopeMean";"leirProsent";"Shape_Length";"Shape_Area";"Ap (km)";"P_Sep (mm)";"qtt_Apr (mm)"
54;"Polygon";"205.2Z";"Røykeneselva";17.74;"Røykeneselva";205;33007;"Finnmark";"Finnmark";842.78726;26.721219;1;349;457;535;603;671;799;944;1027;1105;1211;1.722802;0;14.388388;0;1.025225;77.290023;0;5.562993;0;0;0;0;0;0;0.171828;-999;9.137026;11.580839;25.356347;-999;91.525319;83.47121;1.58482;5.159082;-5.169907;195.478305;319.132194;8.463209;7.432617;-0.866161;514.6105;33.080844;49.253115;186.435146;97.850287;8.749921;59.920936;-12.983041;-10.742652;"Røykeneselv";12.703029;0;23753.07206;17743855.14;747.013064157047;44.7501628411053;28.3423039915879
1182;"Polygon";"177.81Z";"Teinelva";11.75;"Teinelva";177;56613;"Nord";"Nord";2767.87496;87.757608;1;54;114;169;244;293;344;403;476;542;778;3.664894;0;45.452128;0.287234;2.531915;45.074468;0;2.893617;0;0;0;0;0;0;1.407544;-999;6.868223;7.7492;14.460529;-999;72.832034;55.231508;1.582517;8.285527;-1.187571;506.946177;1052.123835;10.910106;10.58426;2.759553;1559.070012;69.39334;93.8583;325.4271;135.880775;115.598494;93.150325;-4.840429;-3.737274;"Teinelv";18.446937;6.824468;17566.41463;11745397.06;645.540257428886;145.377250255957;132.780667416268
892;"Polygon";"019.C5Z";"Stigvasselva";21.35;"Stigvasselva/Arendalsvassdraget";19;53005;"Sor";"Sor";850.370114;26.96164;143;155;177;197;215;235;261;292;319;355;427;3.647541;0;86.829625;3.269906;4.364754;0;0.260539;1.38466;0;0;0;0;0;0;2.047853;-999;7.849052;9.216357;22.575576;-999;24.52162;10.850274;1.306201;11.843385;-0.669224;506.589612;683.969126;14.375877;13.880706;4.544363;1190.558738;72.309442;96.514825;134.620091;77.758098;118.207695;89.084375;-4.841765;-1.619403;"Stigvasselva";9.230137;0;26324.96661;21352704.68;811.119914861866;129.890597306799;182.221462246181
603;"Polygon";"109.12Z";"Hoemselva";13.33;"Hoemselva";109;62887;"Midt";"Midt";1855.183114;58.82001;5;183;241;286;333;390;443;509;583;699;987;0.056264;0;49.671793;0.693923;3.258627;33.589647;0;12.692236;0;0;0;0;0;0;0;-999;6.869531;7.209742;18.166145;-999;74.252312;50.672179;1.362802;9.500563;1.167143;550.613306;1009.448999;11.039657;11.30772;4.639401;1560.062305;76.264579;101.277292;304.984822;133.465016;126.080523;97.984991;-3.857429;-2.113814;"Hoemselv";20.106812;0;19782.02365;13325240.66;673.603514788843;197.79323319006;198.508818017706
825;"Polygon";"134.21Z";"Innstrandbekken";1.27;"Innstrandbekken";134;60415;"Midt";"Midt";827.401371;26.233398;1;8;10;11;12;13;15;17;19;37;85;0;0;14.222441;70.521654;0;0;0;15.797244;0;0;0;0;0;0;0;-999;2.262663;0.65168;0.649419;-999;13.212006;12.275964;0.511354;11.227015;2.161498;424.921801;647.046159;12.880599;13.08514;5.938797;1071.96796;66.031313;86.830564;55.866178;70.750271;99.453776;67.259912;-0.681432;0.735271;"Innstrandbekke";2.744807;20.620079;5616.630653;1273222.978;239.589546885124;138.362450346289;79.6265680419783
690;"Polygon";"002.L6Z";"Nordre bjøråa";52.82;"Nordre bjøråa/Glommavassdraget";2;3329;"Ost";"Ost";346.626266;10.990053;294;484;584;659;712;738;771;814;846;886;1083;1.521677;0;83.319529;0.296999;9.273239;1.564275;0;3.572274;0;0;0;0;0;0;0.176776;-999;13.658464;22.62228;40.769486;-999;27.356659;25.638441;0.837598;7.931232;-5.999751;310.967913;206.874581;10.305999;10.429557;-0.195175;517.842493;66.457829;78.420762;161.978215;72.514003;11.431043;58.870622;-10.550158;-7.055565;"Nordre bjøråa";7.371971;0;49093.46314;52818986.65;1075.88634543864;65.8473631672061;71.8898833896489
1100;"Polygon";"031.62Z";"Revsåna";6.17;"Revsåna";31;31537;"Sor";"Sor";1935.398013;61.363285;10;236;250;284;315;350;417;467;515;563;705;14.738655;0;48.237439;0;0.344408;24.675851;0;11.922609;0;0;0;0;0;0;12.18404;-999;3.523667;3.495446;3.790033;-999;133.030247;122.063596;1.06892;10.122916;2.169087;633.098163;1043.216482;11.701521;11.8803;5.483183;1676.314645;105.503306;124.920709;153.222752;117.76717;226.015109;113.297939;-2.781264;-0.917054;"Revsån";17.134875;0;13405.32909;6169643.5;460.238123198761;221.825446451889;183.155807037601
1181;"Polygon";"177.73Z";"Sneiselva";30.11;"Sneiselva";177;23051;"Nord";"Nord";2941.930146;93.276162;5;74;131;184;227;291;376;449;549;623;970;9.768349;0;20.620226;0.026984;1.664729;53.21737;0;14.451179;0;0;0;0;0;0;2.129347;-999;7.758329;11.1697;26.772224;-999;17.368416;18.383066;1.246082;8.225597;-1.259909;576.349999;1253.007527;10.866986;10.534639;2.692385;1829.357526;67.007491;89.542013;319.639424;149.093728;106.158051;91.997818;-5.106618;-3.998729;"Sneiselv";22.165794;1.035785;33167.45805;30106270.54;865.242234792569;138.221634020273;NA
1113;"Polygon";"166.31Z";"Røsvikelva";7.66;"Røsvikelva";166;16507;"Nord";"Nord";1287.990689;40.836737;2;79;147;193;237;278;306;332;365;418;529;1.101501;0;65.029373;0.057115;4.063316;10.035901;0.212141;19.345627;0;0;0;0;0;0;0.040163;-999;4.294378;5.27318;17.268071;-999;83.401287;86.475334;2.351168;9.453706;-1.828956;485.193283;904.074881;12.16171;11.52471;2.872153;1389.268164;74.091187;98.554473;315.184392;99.392718;104.405078;102.454345;-6.015438;-4.356007;"Røsvikelv";13.500323;4.879243;14636.99347;7656901.914;498.584709153172;141.42657151435;NA
436;"Polygon";"070.3Z";"Sylvarneselvi";8.36;"Sylvarneselvi";70;51183;"Vest";"Vest";2238.618289;70.977118;20;529;641;748;837;921;1014;1099;1187;1237;1310;1.5625;0;19.983553;0.194378;0.284091;70.566687;0;7.39384;0;0;0;0;0;0;0.155312;-999;5.903872;6.562324;14.867566;-999;183.928746;214.964499;1.956991;7.647616;0.321542;597.203856;1083.242701;9.396224;9.52832;3.374073;1680.446557;116.592444;130.995794;347.817418;483.737815;98.404278;113.695379;-6.5992;-5.073047;"Sylvarneselv";20.7172;0;15341.96562;8363079.144;545.111320984723;261.820170782631;NA
120;"Polygon";"113.DZ";"Fosselva";13.31;"Fosselva/Fjelna";113;63081;"Midt";"Midt";1628.803022;51.642455;292;350;384;414;444;479;519;561;607;662;864;0.338092;0;24.023291;1.399324;13.838279;37.640872;0;22.699098;0;0;0;0;0;0;0.001372;-999;5.285388;6.719607;31.314163;-999;55.969045;38.891162;2.369208;8.340182;-1.535575;623.749722;1190.483952;10.174428;10.531994;2.579324;1814.233675;79.524171;105.557549;348.767741;120.650419;85.974946;86.599146;-5.003102;-3.209319;"Fosselva";11.702767;0;17472.35017;13313772.04;761.990912332416;167.082496135977;170.945596833243
101;"Polygon";"212.8Z";"Sørelva";70.99;"Sørelva";212;43097;"Finnmark";"Finnmark";658.841992;20.889093;1;223;312;362;396;426;462;496;525;559;732;2.824341;0;23.967284;0.088921;3.4283;64.384949;0.016728;5.116918;0;0;0;0;0;0;0.341076;-999;14.374213;16.63168;107.528395;-999;38.430874;34.312028;1.72242;6.659699;-5.927859;215.884758;273.527733;10.375179;9.187889;-0.683044;489.412491;37.594761;55.551347;190.651689;68.540307;8.509325;57.416686;-12.442631;-10.141621;"Sørelv";8.089704;0;49090.31248;70992331.06;1446.15765273718;45.271043216228;31.5562241590816
1614;"Polygon";"196.AA2Z";"Jonsabekken";16.6;"Jonsabekken/Barduelva/Målselvvassdraget";196;47609;"Nord";"Nord";805.182185;25.528922;18;70;102;132;199;335;423;514;611;725;1232;0.828313;0;61.856175;1.935241;5.59488;29.017319;0;0.730422;0;0;0;0;0;0;0.039858;-999;9.143502;11.714852;37.570145;-999;71.193387;73.183453;2.334174;7.623714;-6.29131;278.655937;508.806423;10.912194;10.234803;-0.493384;787.462359;42.051409;59.884835;241.870159;83.748386;25.875853;62.855669;-9.55079;-7.545744;"Jonsabekken";8.121617;6.946536;24074.22514;16603551.9;690.727622680525;68.2386186170188;74.8459544988608
1417;"Polygon";"124.F41Z";"Bjørntjønnbekken";2.67;"Bjørntjønnbekken/Stjørdalsvassdraget";124;62481;"Midt";"Midt";1110.931882;35.222951;361;425;477;513;563;583;602;620;644;665;700;0.468165;0;47.542135;0;24.742509;2.223783;0;25.023408;0;0;0;0;0;0;0.165004;-999;3.303457;4.139048;3.850206;-999;71.760465;73.768979;1.478498;7.756283;-3.269248;461.605426;558.742255;9.787329;10.259524;1.324723;1020.347681;76.945619;103.5058;279.814773;95.199117;41.711471;72.974719;-7.252073;-4.772687;"Bjørntjønnbekken";8.488418;0;8408.589792;2671011.54;317.65273447781;114.253818233361;102.000031381957
1455;"Polygon";"139.A2AZ";"Norddalselva";22.94;"Norddalselva/Meosen/Namsen";139;13331;"Midt";"Midt";1382.477936;43.832528;4;83;131;165;198;237;270;303;332;391;568;1.106146;0;54.005013;1.988884;8.917284;11.192241;0;22.640584;0;0;0;0;0;0;0.03167;-999;7.702119;11.08382;67.345542;-999;45.763103;37.411891;3.26793;9.668713;-1.109317;470.039995;842.643678;11.741069;11.608324;3.381529;1312.683673;72.719645;92.25891;224.687419;84.968165;109.249067;88.068767;-5.13867;-2.997359;"Norddalselva";10.484444;8.843723;27470.48859;22937711.31;834.994661329989;158.397535537501;219.375025708103
726;"Polygon";"003.17Z";"Gunnarsbybekken";5.15;"Gunnarsbybekken";3;55189;"Ost";"Ost";469.428138;14.883581;1;12;17;20;22;25;29;33;40;47;66;0;0;18.058252;66.662621;0;0;6.067961;9.186893;0;0;0;0;0;0;0;-999;3.908526;3.495069;4.467429;-999;12.200044;11.063204;0.867462;13.605101;0.71113;365.167602;442.139958;16.297187;15.323978;6.083618;807.307559;62.226105;73.324505;61.675204;67.096088;82.387529;63.24302;-3.949999;-0.577102;"Gunnarsbybekke";2.210807;28.288835;11541.19712;5148327.627;446.082635530002;91.4049164644754;91.235332452121
473;"Polygon";"233.11Z";"Lille langfjordelva";12.87;"Lille langfjordelva";233;62569;"Finnmark";"Finnmark";796.676072;25.259229;1;161;272;326;344;361;376;396;418;447;487;2.923465;0;0.655594;0;0.810995;87.495144;0;8.109946;0;0;0;0;0;1;0.521664;0.094888;6.373665;7.777645;14.720987;5.982016;58.111421;70.286914;1.412781;5.65767;-5.46679;280.987375;439.51771;8.860093;8.131852;-0.831598;720.505084;36.514286;51.281495;186.59283;92.94739;6.809677;57.055073;-10.979717;-8.746902;"Lille langfjordelv";10.328828;0;21512.98137;12872793.64;595.721965496453;55.674838508374;18.9571576586758
1454;"Polygon";"139.111Z";"Selneselva";8.39;"Selneselva";139;63845;"Midt";"Midt";878.206099;27.844201;1;17;26;40;53;61;84;111;141;191;311;0.007449;0;83.879619;7.575983;5.214541;1.691001;0;1.787843;0;0;0;0;0;0;0;-999;5.289971;6.94967;14.093579;-999;10.279625;8.057937;1.679807;10.801797;-0.322823;480.691949;855.849542;12.882638;12.693187;4.312435;1336.541491;75.234841;94.968226;120.612585;80.048168;124.312244;84.802826;-3.548138;-1.520496;"Selneselv";11.23363;30.289035;17024.51959;8390178.165;492.829070539323;163.917216980857;216.326436823065
1201;"Polygon";"179.32Z";"elv fra Kverkan";2.49;"elv fra Kverkan";179;50203;"Nord";"Nord";1602.604808;50.81182;1;173;289;341;417;467;503;548;595;644;807;8.634538;0;7.831325;0;1.932731;78.363454;0;3.463855;0;0;0;0;0;0;5.096466;-999;2.204433;2.30774;2.708615;-999;201.92916;253.639203;1.712639;7.230628;-0.606028;715.813751;1738.379739;9.532094;9.620589;2.659245;2454.19349;68.503416;94.457826;304.805542;162.552588;138.033489;90.935637;-4.480972;-3.693121;"elv fra Kverka";27.15889;0;7611.628173;2492681.542;327.379477887579;165.598175079407;137.899198298942
868;"Polygon";"139.A3Z";"Horka";22.56;"Horka/Namsen";139;13011;"Midt";"Midt";1194.037561;37.857881;9;137;172;218;254;267;296;324;357;398;522;7.59641;0;57.072806;0.044326;6.618462;25.163453;0;3.318927;0;0;0;0;0;0;2.178518;-999;8.482834;12.22445;36.588465;-999;30.187861;22.468632;2.239446;9.913181;-1.172057;484.407703;890.158718;12.015239;11.809212;3.446792;1374.566421;70.129899;91.692712;221.768252;80.792532;98.602461;81.429905;-5.528561;-3.26767;"Horka";12.280316;3.415891;28998.82337;22564378.92;778.113602502829;149.455532500841;223.090704211545
550;"Polygon";"102.11Z";"Hildreelva";15.15;"Hildreelva";102;37697;"Midt";"Midt";1445.228764;45.822091;1;135;188;239;270;304;351;402;489;609;785;5.924092;0;27.013201;2.10396;1.018977;27.442244;0.226898;36.266502;0;0;0;0;0;0;1.744524;-999;7.081583;8.56024;11.651281;-999;29.747998;36.291817;1.080766;9.333208;2.685212;573.945873;959.205689;10.864722;11.310208;5.45521;1533.151562;77.545012;100.137432;157.431175;93.066093;159.35222;87.994018;-1.567548;-0.021633;"Hildreelv";19.262752;0;18499.42583;15146322.66;818.745554495517;192.95988830215;NA
1111;"Polygon";"035.3AZ";"Melandsåna";64.01;"Melandsåna/Vormo";35;35473;"Sor";"Sor";2085.6476;66.127064;130;280;412;507;579;643;708;780;868;919;1099;5.113459;0;35.143923;1.902047;3.260233;44.423723;0.015623;9.996485;0;0;0;0;0;0;0.572966;-999;13.463123;20.438777;114.23999;-999;44.154305;45.534362;2.380191;8.614127;0.179522;833.828929;1501.954056;10.280195;10.535481;3.693941;2335.782984;109.840323;125.283851;342.459882;244.720173;195.246403;121.102077;-4.521438;-2.788163;"Melandsåna";14.504425;0;62022.08909;64011427.93;1032.07468290372;235.538257932894;152.72141949621
996;"Polygon";"023.22Z";"Gauksumbekken";5.84;"Gauksumbekken";23;52091;"Sor";"Sor";850.222674;26.956965;8;72;80;86;91;96;100;106;119;143;185;5.083476;0;40.999572;0.481592;6.068065;20.858305;0;26.476884;0;0;0;0;0;0;2.329805;-999;3.979405;4.30954;7.22098;-999;22.420026;13.9226;1.707759;12.277305;3.102698;480.420975;777.115641;14.221326;14.324984;6.925451;1257.536616;70.675955;83.481242;89.117991;75.276274;164.504717;77.437121;-0.62154;1.03118;"Gauksumbekke";7.808551;0;13842.5374;5839609.466;421.859757089834;142.032937349266;90.5256503083137
760;"Polygon";"124.A2Z";"Gråelva";49.78;"Gråelva/Stjørdalsvassdraget";124;13965;"Midt";"Midt";789.699992;25.038047;8;62;88;102;122;153;179;207;245;304;438;2.008839;0;58.820058;28.328395;6.257533;0;0.253616;4.319004;0;0;0;0;0;0;0.16951;-999;11.217327;16.476941;83.872997;-999;19.847131;16.750682;1.807699;10.745577;-0.062592;492.165671;614.811024;12.80245;12.480232;4.440812;1106.976695;76.978238;101.056043;92.270936;81.165833;77.449398;69.086956;-3.861799;-1.59547;"Gråelva";8.604679;43.183759;44512.55471;49781040.82;1118.35955360251;131.034144918579;145.143130741185
1776;"Polygon";"015.J1BZ";"Tverråi";34.99;"Tverråi/Borgåi/Numedalslågen";15;7583;"Ost";"Ost";500.414225;15.866019;772;870;893;919;948;981;1013;1052;1090;1124;1235;7.160975;0;53.699271;0.63411;11.299657;19.702058;0;7.325307;0;0;0;0;0;0;2.391075;-999;15.371626;22.23165;57.441972;-999;16.822863;15.113588;2.149443;6.304743;-5.253944;358.201479;302.180674;8.571057;9.007614;-0.437825;660.382154;65.959804;80.306292;269.737402;83.54589;8.94316;68.861568;-9.135043;-6.829863;"Tverråi";10.785602;0;44386.84719;34987956.94;788.250555283838;69.9114659337132;50.931773908194
862;"Polygon";"138.6BZ";"Spøtta";75.86;"Spøtta/Bogna";138;12893;"Midt";"Midt";1196.854343;37.947189;135;191;229;271;298;323;345;365;384;404;545;2.165173;0;53.266708;0;20.611983;12.481051;0;11.267466;0;0;0;0;0;0;0.068643;-999;9.923808;17.75533;199.375245;-999;16.217665;16.370671;2.844447;9.44143;-2.28863;504.448172;1017.491546;11.550429;11.46318;2.598895;1521.939718;65.664011;89.06877;199.192809;74.127473;83.50267;73.675095;-5.801388;-3.463787;"Spøtta";10.664988;1.108951;49760.89364;75859365.45;1524.47755467617;135.557904551996;196.948456496831
216;"Polygon";"131.5Z";"Ytterelva";33.03;"Ytterelva";131;18741;"Midt";"Midt";1434.931779;45.495618;2;159;196;228;257;279;297;318;346;374;468;5.387148;0;67.185135;7.674841;12.291856;2.54125;0.719043;4.098547;0;0;0;0;0;0;1.136339;-999;10.977464;13.90357;39.129692;-999;29.662885;24.55005;1.447576;10.230857;0.368446;543.31065;1042.183561;12.104702;11.982307;4.477784;1585.494211;74.339827;86.141269;163.78691;82.402032;122.800624;98.455349;-3.313126;-1.503448;"Ytterelv";9.94554;4.673781;43554.89961;33034916.76;758.466143951121;168.765685453253;221.76049098091
640;"Polygon";"234.F11Z";"Vuolit vidis";32.83;"Vuolit vidis/Tana";234;44373;"Finnmark";"Finnmark";442.614626;14.033438;77;242;265;279;291;299;310;321;347;390;457;3.628541;0;63.375723;0;6.160524;26.614377;0;0.260813;0;0;0;0;0;0;0.142771;-999;8.460537;14.79579;37.936931;-999;20.774153;16.130715;1.373153;6.416253;-8.956854;200.320616;182.444593;10.521643;9.058949;-2.551393;382.765209;34.900246;54.753742;155.052865;53.646375;4.529125;51.212506;-14.647664;-11.058062;"Vuolit vidis";5.639453;0;29586.45268;32829575.28;1109.61512114247;41.2293765890667;18.9045705975063
324;"Polygon";"155.2Z";"Sannaelva";20.81;"Sannaelva";155;9681;"Midt";"Midt";1706.689293;54.111899;1;128;153;192;225;256;299;373;448;504;633;0.528592;0;69.221528;3.453868;5.676358;17.891038;0.04505;3.174556;0;0;0;0;0;0;0.056697;-999;5.452142;8.56259;30.264723;-999;66.478717;73.342295;1.510825;8.706738;-2.211065;604.59235;1178.093733;11.227974;10.882948;2.33802;1782.686083;72.345755;100.876736;362.10907;139.691765;113.916629;102.825139;-6.069009;-4.039225;"Sannaelv";10.565969;0.831932;23361.03373;20812309.36;848.544982177011;166.738733139223;164.800968674482
1191;"Polygon";"178.51Z";"Kjerringnesdalselva";29.3;"Kjerringnesdalselva";178;56659;"Nord";"Nord";2414.462367;76.55239;1;68;120;176;239;303;387;462;533;626;897;1.97099;0;43.920648;0.740188;7.982082;38.99744;0.196246;6.017491;0;0;0;0;0;0;1.144566;-999;8.868995;10.83259;33.970851;-999;40.975427;11.077683;1.253595;7.745375;-1.203077;469.039332;1069.892305;10.267741;10.116485;2.525445;1538.931637;67.726886;87.02835;329.737194;157.683068;103.911793;93.12476;-4.938273;-3.949034;"Kjerringnesdalselv";23.142029;0.059727;25713.24483;29295144.95;1124.29237102865;139.446648207252;125.200079695623
307;"Polygon";"038.AZ";"Trædselva";18.26;"Trædselva/Vikadalselva";38;38815;"Sor";"Sor";3119.725988;98.913316;138;271;401;486;560;628;677;720;749;811;983;8.09488;0;26.536829;0.239595;2.580778;53.535734;0;8.967689;0;0;0;0;0;0;2.941158;-999;8.450754;11.557438;50.794147;-999;69.681532;66.335346;3.725101;9.067737;0.506493;916.173171;1686.162769;10.801873;10.666103;4.073678;2602.33594;143.875434;153.345284;381.245674;260.808404;248.37904;135.635278;-3.856746;-2.386793;"Trædselva";14.399513;0;25435.19701;18260214.89;717.91128178107;298.007772830476;198.125373958891
601;"Polygon";"212.G4CZ";"Lavvurappatjåkka";27.43;"Lavvurappatjåkka/Vuolgamasjåkka/Altavassdraget";212;42651;"Finnmark";"Finnmark";325.332422;10.314915;440;454;460;470;477;484;492;501;512;527;630;3.629694;0;9.159679;0;19.253555;50.045571;0;17.893274;0;0;0;0;0;0;0.126243;-999;9.101461;13.57609;32.593391;-999;5.609863;4.910594;1.385459;6.305489;-10.991454;235.089186;115.132397;10.540311;9.12979;-3.784395;350.221583;36.777352;67.843029;107.331039;46.197061;1.089051;48.221007;-16.289196;-12.759681;"Lavvurappatjåkka";2.512749;0;27679.03432;27427614.94;990.916612992286;40.871548622357;11.3857003128759
285;"Polygon";"145.3Z";"Navavatnvassdraget";7.62;"Navavatnvassdraget";145;52857;"Midt";"Midt";1582.738392;50.18194;3;24;32;44;61;91;143;265;378;436;563;14.599738;0;47.088255;1.304134;0.410105;24.721129;0;11.860236;0;0;0;0;0;1;10.930725;9.13576;4.203723;4.22601;2.565384;3.907821;78.797731;101.593071;0.747078;10.589092;0.845925;565.304576;905.868295;12.637656;12.498568;4.905578;1471.172871;91.494359;125.4639;211.541135;108.719306;147.153333;111.720673;-4.431533;-2.610674;"Navavatnvassdrage";14.911283;0;15509.54765;7619392;450.321664365087;209.42261505127;237.149029504685
1070;"Polygon";"161.52Z";"Rovikelva";8.95;"Rovikelva";161;57317;"Nord";"Nord";2007.955747;63.663784;7;143;210;317;421;490;536;577;634;693;975;2.185754;0;19.015363;0.055866;2.548883;68.191341;0;7.891061;0;0;0;0;0;1;0.291043;0.243067;4.335953;5.03458;18.035302;4.114568;126.72358;152.809834;2.281666;8.221967;-0.079356;482.960336;893.601755;10.454627;10.438615;3.379528;1376.56209;70.113788;106.627003;311.712496;190.963526;113.30509;102.825993;-4.896397;-3.869184;"Rovikelv";19.002858;0;14024.17677;8945546.946;637.866100516474;174.743429493664;148.329601949967
263;"Polygon";"031.6Z";"Brattliåna";22.74;"Brattliåna";31;31485;"Sor";"Sor";2852.090827;90.427737;16;375;475;499;539;572;609;655;700;735;831;6.293975;0;25.590919;0;1.203826;38.896218;0;28.056288;0;0;0;0;0;0;1.386532;-999;9.273085;12.483116;30.973225;-999;57.726774;41.335834;1.870379;9.15213;1.373234;710.897999;1296.213928;10.769068;11.029673;4.614441;2007.111927;105.298267;119.413003;294.107342;148.348451;208.628662;115.522295;-4.140327;-2.350292;"Brattliån";18.238672;0;30367.41267;22740870.48;738.418674013548;222.726928953247;188.716055881414
1211;"Polygon";"180.11Z";"Heloselva";7.82;"Heloselva";180;57433;"Nord";"Nord";990.50632;31.404766;1;21;25;34;48;76;128;178;249;333;570;10.461957;0;38.107417;2.629476;14.194373;23.257673;0;11.253197;0;0;0;0;0;0;6.784875;-999;4.640393;5.24743;5.56898;-999;9.303602;5.081853;1.124096;8.993645;1.160684;372.119225;1078.256468;11.127407;11.341811;4.424418;1450.375693;41.848341;61.526047;81.718469;49.312622;116.875912;68.11928;-1.367201;-0.827857;"Heloselv";16.728569;0;13571.00407;7816759.671;563.737535573281;105.065232135497;99.6666668310516
703;"Polygon";"234.GBCAZ";"Liebetjåkka";45.08;"Liebetjåkka/Vuoddasjåkka/Iesjåkka/Karasjåkka/Tana";234;44679;"Finnmark";"Finnmark";343.848602;10.901985;317;376;393;404;417;427;434;441;450;462;497;2.567657;0;17.169476;0;21.7627;33.045419;0;25.483862;0;0;0;0;0;0;0.232573;-999;13.531716;15.61559;41.629975;-999;9.477708;8.282321;1.01833;6.559825;-10.623024;239.182009;151.12069;10.814924;9.315001;-3.463503;390.302699;42.396187;69.397228;154.513608;59.650237;1.586634;53.680142;-15.932762;-12.690347;"Liebetjåkka";2.04999;0;32860.30028;45081532.75;1371.91481422226;45.183996822266;14.0530706032701
671;"Polygon";"118.22Z";"elv fra Steinsvatnet";8.97;"elv fra Steinsvatnet";118;60305;"Midt";"Midt";775.2058;24.578497;3;12;19;28;34;39;41;45;48;53;68;3.616221;0;0.787347;0.348384;11.489688;0;0.215998;77.947324;0;0;0;0;0;1;5.921916;0.38234;5.46323;7.60124;8.227789;4.156344;7.630334;6.139349;1.645907;10.735487;2.689744;407.053752;762.509556;12.286128;12.692543;6.042137;1169.563308;53.475622;73.848013;57.438827;71.113358;135.807301;73.672705;0.298161;1.286183;"elv fra Steinsvatne";5.407392;0;24866.6248;8971791.395;360.796508061757;119.389081162705;NA
48;"Polygon";"100.AZ";"Myklebustelva";37.56;"Myklebustelva/Valldøla";100;37459;"Midt";"Midt";1626.218044;51.560496;80;432;618;775;868;956;1044;1123;1206;1324;1733;3.382921;3.206536;22.339257;0.159744;0.895234;67.709997;0.096512;2.226438;0;0;0;0;0;0;0.600614;-999;10.058976;12.50216;40.129236;-999;90.896293;88.94463;1.228777;6.341461;-0.460088;605.136801;1222.677106;7.703109;8.409199;2.373891;1827.813907;58.893031;86.798373;331.590614;334.172166;54.802325;89.516226;-6.80749;-5.025858;"Myklebustelva";25.697399;0;36738.45713;37559274.56;1022.34218573765;153.231797682176;66.2887612618725
371;"Polygon";"163.3Z";"Vikelva";28.05;"Vikelva";163;15653;"Nord";"Nord";894.439299;28.358887;1;182;305;354;381;405;428;457;487;530;644;2.542335;0;73.480392;1.174242;15.447861;2.288324;0;4.946524;0;0;0;0;0;0;0.781337;-999;9.046403;14.81644;35.061375;-999;38.335795;39.775637;1.361611;8.339452;-2.652522;379.905992;716.697814;10.995245;10.506886;1.927467;1096.603806;52.900637;83.74493;312.722633;114.075064;57.418303;82.11222;-7.639363;-5.639092;"Vikelv";11.653402;3.843583;25519.30332;28054715.47;1099.35271818652;110.696403843894;82.8978217246489
262;"Polygon";"244.6Z";"Nuvvusjåkka";30.57;"Nuvvusjåkka";244;48729;"Finnmark";"Finnmark";330.488495;10.478392;1;67;99;128;145;161;174;187;202;226;294;12.148348;0;8.443736;0.112447;3.810926;53.171001;0.870952;21.440546;0;0;0;0;0;0;1.043376;-999;10.410398;15.22354;35.25094;-999;17.329741;16.728479;2.25795;7.676961;-7.172069;235.19866;194.171245;11.534168;10.038447;-0.984974;429.369906;40.615493;58.025713;160.998442;47.653588;7.338448;55.050929;-12.066715;-8.664276;"Nuvvusjåkk";6.700298;9.429179;34017.34079;30565726.98;864.223343413275;43.7861488343102;NA
781;"Polygon";"127.ACZ";"Tverråa";47.57;"Tverråa/Inna/Verdalsvassdraget";127;18137;"Midt";"Midt";1130.070218;35.829747;165;319;389;440;483;513;533;560;615;689;1031;0.42963;0;30.317164;0.247004;32.89363;17.549138;0;18.57263;0;0;0;0;0;0;0.011944;-999;12.451416;15.42743;113.963262;-999;41.796981;35.00259;2.443892;8.364652;-2.985786;462.30152;635.767172;10.501052;10.59704;1.743563;1098.068692;72.498667;97.069441;216.587946;87.137292;53.754904;69.827706;-6.687083;-4.272628;"Tverråa";9.276966;0;38563.24729;47572843.05;1233.63166730115;122.568239990055;138.2280904964
120;"Polygon";"311.CBZ";"Storbekken";22.1;"Storbekken/Elta/Trysilelva";311;25501;"Ost";"Ost";526.579284;16.695602;596;618;640;664;692;716;740;765;792;819;1063;3.3569;0;64.974548;0.172511;9.25905;5.045249;0;17.140837;0;0;0;0;0;0;3.333892;-999;6.753348;7.34415;29.937379;-999;27.198519;32.679071;1.480939;7.793211;-6.551914;400.956293;325.555116;10.328407;10.135015;-0.574779;726.511409;76.581056;91.447824;257.932016;82.340327;14.68682;67.765515;-10.870839;-7.239895;"Storbekken";4.602097;0;26551.18972;22097794.6;832.271353228522;79.6343412394994;62.9368933170107
