"ID" "yk" "grunn"
"7400018" 1987 "tabell A2"
"7400018" 1988 "tabell A2"
"7400018" 1989 "tabell A2"
"7400018" 1990 "tabell A2"
"7400018" 1993 "tabell A2"
"7400018" 2006 "tabell A2"
"7500020" 1969 "tabell A2"
"7500022" 1994 "tabell A2"
"7500022" 2005 "tabell A2"
"7500022" 2013 "tabell A2"
"7500028" 1977 "tabell A2"
"7500028" 2000 "tabell A2"
"7600011" 1991 "tabell A2"
"7600011" 2001 "tabell A2"
"7600011" 2006 "tabell A2"
"7700020" 2009 "tabell A2"
"8000004" 1989 "tabell A2"
"8000004" 2001 "tabell A2"
"8000004" 2003 "tabell A2"
"8000004" 2008 "tabell A2"
"800002" 1987 "tabell A2"
"800002" 1989 "tabell A2"
"800002" 2007 "tabell A2"
"800006" 1973 "tabell A2"
"800006" 1974 "tabell A2"
"800006" 1984 "tabell A2"
"800006" 1985 "tabell A2"
"800006" 1986 "tabell A2"
"800006" 1987 "tabell A2"
"800006" 1988 "tabell A2"
"800006" 2001 "tabell A2"
"800008" 1988 "tabell A2"
"800008" 1989 "tabell A2"
"800008" 2000 "tabell A2"
"8300007" 1968 "tabell A2"
"8300007" 1976 "tabell A2"
"8300007" 1995 "tabell A2"
"8300007" 2003 "tabell A2"
"8300012" 1999 "tabell A2"
"8400007" 1999 "tabell A2"
"8400007" 2002 "tabell A2"
"8400007" 2003 "tabell A2"
"8400019" 2002 "tabell A2"
"8400020" 2002 "tabell A2"
"8400030" 2002 "tabell A2"
"8500004" 1984 "tabell A2"
"8500004" 1995 "tabell A2"
"8500004" 1997 "tabell A2"
"8600010" 1985 "tabell A2"
"8600010" 1995 "tabell A2"
"8600010" 1998 "tabell A2"
"8600010" 1999 "tabell A2"
"8600010" 2002 "tabell A2"
"8600010" 2003 "tabell A2"
"8600010" 2004 "tabell A2"
"8600010" 2008 "tabell A2"
"8600012" 1989 "tabell A2"
"8600012" 1996 "tabell A2"
"8800011" 1990 "tabell A2"
"8800011" 1994 "tabell A2"
"8800011" 1996 "tabell A2"
"8800011" 2001 "tabell A2"
"8800011" 2002 "tabell A2"
"8800011" 2003 "tabell A2"
"8800011" 2004 "tabell A2"
"8800011" 2005 "tabell A2"
"8800011" 2006 "tabell A2"
"8800015" 1989 "tabell A2"
"8800015" 1990 "tabell A2"
"8800015" 1991 "tabell A2"
"8800015" 1992 "tabell A2"
"8800015" 1993 "tabell A2"
"8800015" 1994 "tabell A2"
"8800015" 1995 "tabell A2"
"8800015" 1996 "tabell A2"
"8800015" 1997 "tabell A2"
"8800015" 2002 "tabell A2"
"8900001" 1996 "tabell A2"
"9100002" 2009 "tabell A2"
"9600003" 1987 "tabell A2"
"9600003" 1992 "tabell A2"
"9600003" 1996 "tabell A2"
"9600003" 2002 "tabell A2"
"9600003" 2009 "tabell A2"
"9600003" 2010 "tabell A2"
"9800004" 1999 "tabell A2"
"9800004" 2002 "tabell A2"
"9900017" 1995 "tabell A2"
"9900017" 1996 "tabell A2"
"9900017" 2007 "tabell A2"
"9900017" 2013 "tabell A2"
"1500021" 1993 "2006.xlsx"
"1500021" 1994 "2006.xlsx"
"1500021" 1995 "2006.xlsx"
"1500021" 1996 "2006.xlsx"
"1500021" 1997 "2006.xlsx"
"1500021" 1998 "2006.xlsx"
"1500021" 1999 "2006.xlsx"
"1500021" 2000 "2006.xlsx"
"1500021" 2001 "2006.xlsx"
"1500021" 2002 "2006.xlsx"
"1500021" 2003 "2006.xlsx"
"1500021" 2004 "2006.xlsx"
"1500021" 2005 "2006.xlsx"
"1500021" 2006 "2006.xlsx"
"1500021" 2007 "2006.xlsx"
"1500021" 2008 "2006.xlsx"
"1500021" 2009 "2006.xlsx"
"1500021" 2010 "2006.xlsx"
"1500021" 2011 "2006.xlsx"
"1500021" 2012 "2006.xlsx"
"1500021" 2013 "2006.xlsx"
"1500021" 2014 "2006.xlsx"
"1500021" 2015 "2006.xlsx"
"1500021" 2016 "2006.xlsx"
"1500021" 2017 "2006.xlsx"
"1500021" 2018 "2006.xlsx"
"1500021" 2019 "2006.xlsx"
"1500021" 2020 "2006.xlsx"
"1500021" 2021 "2006.xlsx"
"1500021" 2022 "2006.xlsx"
"1500021" 2023 "2006.xlsx"
"1500021" 2024 "2006.xlsx"
"15600015" 1963 "2006.xlsx"
"15600015" 1964 "2006.xlsx"
"15600015" 1965 "2006.xlsx"
"15600015" 1966 "2006.xlsx"
"15600015" 1967 "2006.xlsx"
"15600015" 1968 "2006.xlsx"
"15600015" 1969 "2006.xlsx"
"15600015" 1970 "2006.xlsx"
"15600015" 1971 "2006.xlsx"
"15600015" 1972 "2006.xlsx"
"15600015" 1973 "2006.xlsx"
"15600015" 1974 "2006.xlsx"
"15600015" 1975 "2006.xlsx"
"15600015" 1976 "2006.xlsx"
"15600015" 1977 "2006.xlsx"
"15600015" 1978 "2006.xlsx"
"15600015" 1979 "2006.xlsx"
"15600015" 1980 "2006.xlsx"
"15600015" 1981 "2006.xlsx"
"15600015" 1982 "2006.xlsx"
"15600015" 1983 "2006.xlsx"
"15600015" 1984 "2006.xlsx"
"15600015" 1985 "2006.xlsx"
"15600015" 1986 "2006.xlsx"
"15600015" 1987 "2006.xlsx"
"15600015" 1988 "2006.xlsx"
"15600015" 1989 "2006.xlsx"
"15600015" 1990 "2006.xlsx"
"15600015" 1991 "2006.xlsx"
"15600015" 1992 "2006.xlsx"
"15600015" 1993 "2006.xlsx"
"15600015" 1994 "2006.xlsx"
"15600015" 1995 "2006.xlsx"
"15600015" 1996 "2006.xlsx"
"15600015" 1997 "2006.xlsx"
"15600015" 1998 "2006.xlsx"
"15600015" 1999 "2006.xlsx"
"15600015" 2000 "2006.xlsx"
"15600015" 2001 "2006.xlsx"
"15600015" 2002 "2006.xlsx"
"15600015" 2003 "2006.xlsx"
"15600015" 2004 "2006.xlsx"
"15600015" 2005 "2006.xlsx"
"15600015" 2006 "2006.xlsx"
"15600015" 2007 "2006.xlsx"
"15600015" 2008 "2006.xlsx"
"15600015" 2009 "2006.xlsx"
"15600015" 2010 "2006.xlsx"
"15600015" 2011 "2006.xlsx"
"15600015" 2012 "2006.xlsx"
"15600015" 2013 "2006.xlsx"
"15600015" 2014 "2006.xlsx"
"15600015" 2015 "2006.xlsx"
"15600015" 2016 "2006.xlsx"
"15600015" 2017 "2006.xlsx"
"15600015" 2018 "2006.xlsx"
"15600015" 2019 "2006.xlsx"
"15600015" 2020 "2006.xlsx"
"15600015" 2021 "2006.xlsx"
"15600015" 2022 "2006.xlsx"
"15600015" 2023 "2006.xlsx"
"15900004" 1970 "2006.xlsx"
"15900004" 1971 "2006.xlsx"
"15900004" 1972 "2006.xlsx"
"15900004" 1973 "2006.xlsx"
"15900004" 1974 "2006.xlsx"
"15900004" 1975 "2006.xlsx"
"15900004" 1976 "2006.xlsx"
"15900004" 1977 "2006.xlsx"
"15900004" 1978 "2006.xlsx"
"15900004" 1979 "2006.xlsx"
"15900004" 1980 "2006.xlsx"
"1600108" 1965 "2006.xlsx"
"1600108" 1966 "2006.xlsx"
"1600108" 1967 "2006.xlsx"
"1600108" 1968 "2006.xlsx"
"1600108" 1969 "2006.xlsx"
"1600108" 1970 "2006.xlsx"
"1600108" 1971 "2006.xlsx"
"1600108" 1972 "2006.xlsx"
"1600108" 1973 "2006.xlsx"
"1600108" 1974 "2006.xlsx"
"1600108" 1975 "2006.xlsx"
"1600108" 1976 "2006.xlsx"
"1600108" 1977 "2006.xlsx"
"1600108" 1978 "2006.xlsx"
"1600108" 1979 "2006.xlsx"
"1600108" 1980 "2006.xlsx"
"1600108" 1981 "2006.xlsx"
"1600108" 1982 "2006.xlsx"
"1600108" 1983 "2006.xlsx"
"17300008" 1981 "2006.xlsx"
"17300008" 1982 "2006.xlsx"
"17300008" 1983 "2006.xlsx"
"17300008" 1984 "2006.xlsx"
"17300008" 1985 "2006.xlsx"
"17300008" 1986 "2006.xlsx"
"17300008" 1987 "2006.xlsx"
"17300008" 1988 "2006.xlsx"
"17300008" 1989 "2006.xlsx"
"17300008" 1990 "2006.xlsx"
"17300008" 1991 "2006.xlsx"
"17300008" 1992 "2006.xlsx"
"17300008" 1993 "2006.xlsx"
"17300008" 1994 "2006.xlsx"
"17300008" 1995 "2006.xlsx"
"17300008" 1996 "2006.xlsx"
"17300008" 1997 "2006.xlsx"
"17300008" 1998 "2006.xlsx"
"17300008" 1999 "2006.xlsx"
"17300008" 2000 "2006.xlsx"
"17300008" 2001 "2006.xlsx"
"17300008" 2002 "2006.xlsx"
"17300008" 2003 "2006.xlsx"
"17300008" 2004 "2006.xlsx"
"17300008" 2005 "2006.xlsx"
"17300008" 2006 "2006.xlsx"
"17300008" 2007 "2006.xlsx"
"17300008" 2008 "2006.xlsx"
"17300008" 2009 "2006.xlsx"
"17300008" 2010 "2006.xlsx"
"17300008" 2011 "2006.xlsx"
"17300008" 2012 "2006.xlsx"
"17300008" 2013 "2006.xlsx"
"17300008" 2014 "2006.xlsx"
"17300008" 2015 "2006.xlsx"
"17300008" 2016 "2006.xlsx"
"17300008" 2017 "2006.xlsx"
"17300008" 2018 "2006.xlsx"
"17300008" 2019 "2006.xlsx"
"17300008" 2020 "2006.xlsx"
"17300008" 2021 "2006.xlsx"
"17300008" 2022 "2006.xlsx"
"17300008" 2023 "2006.xlsx"
"17300008" 2024 "2006.xlsx"
"200284" 1955 "2006.xlsx"
"200284" 1956 "2006.xlsx"
"200284" 1957 "2006.xlsx"
"200284" 1958 "2006.xlsx"
"200284" 1959 "2006.xlsx"
"200284" 1960 "2006.xlsx"
"200284" 1961 "2006.xlsx"
"200284" 1962 "2006.xlsx"
"200284" 1963 "2006.xlsx"
"200284" 1964 "2006.xlsx"
"200284" 1965 "2006.xlsx"
"200284" 1966 "2006.xlsx"
"200284" 1967 "2006.xlsx"
"200284" 1968 "2006.xlsx"
"200284" 1969 "2006.xlsx"
"200284" 1970 "2006.xlsx"
"200284" 1971 "2006.xlsx"
"200284" 1972 "2006.xlsx"
"200284" 1973 "2006.xlsx"
"200284" 1974 "2006.xlsx"
"200284" 1975 "2006.xlsx"
"200284" 1976 "2006.xlsx"
"200284" 1977 "2006.xlsx"
"200284" 1978 "2006.xlsx"
"200284" 1979 "2006.xlsx"
"200284" 1980 "2006.xlsx"
"200284" 1981 "2006.xlsx"
"200284" 1982 "2006.xlsx"
"200284" 1983 "2006.xlsx"
"200284" 1984 "2006.xlsx"
"200284" 1985 "2006.xlsx"
"200284" 1986 "2006.xlsx"
"200284" 1987 "2006.xlsx"
"200284" 1988 "2006.xlsx"
"200284" 1989 "2006.xlsx"
"200284" 1990 "2006.xlsx"
"200284" 1991 "2006.xlsx"
"200284" 1992 "2006.xlsx"
"200284" 1993 "2006.xlsx"
"200284" 1994 "2006.xlsx"
"200284" 1995 "2006.xlsx"
"200284" 1996 "2006.xlsx"
"200284" 1997 "2006.xlsx"
"200284" 1998 "2006.xlsx"
"200284" 1999 "2006.xlsx"
"200284" 2000 "2006.xlsx"
"200284" 2001 "2006.xlsx"
"200284" 2002 "2006.xlsx"
"200284" 2003 "2006.xlsx"
"200284" 2004 "2006.xlsx"
"200284" 2005 "2006.xlsx"
"200284" 2006 "2006.xlsx"
"200284" 2007 "2006.xlsx"
"200284" 2008 "2006.xlsx"
"200284" 2009 "2006.xlsx"
"200284" 2010 "2006.xlsx"
"200284" 2011 "2006.xlsx"
"200284" 2012 "2006.xlsx"
"200284" 2013 "2006.xlsx"
"200284" 2014 "2006.xlsx"
"200284" 2015 "2006.xlsx"
"200284" 2016 "2006.xlsx"
"200284" 2017 "2006.xlsx"
"200284" 2018 "2006.xlsx"
"200284" 2019 "2006.xlsx"
"200284" 2020 "2006.xlsx"
"200284" 2021 "2006.xlsx"
"200284" 2022 "2006.xlsx"
"200284" 2023 "2006.xlsx"
"200284" 2024 "2006.xlsx"
"21200010" 1966 "2006.xlsx"
"21200010" 1967 "2006.xlsx"
"21200010" 1968 "2006.xlsx"
"21200010" 1969 "2006.xlsx"
"21200010" 1970 "2006.xlsx"
"21200010" 1971 "2006.xlsx"
"21200010" 1972 "2006.xlsx"
"21200010" 1973 "2006.xlsx"
"21200010" 1974 "2006.xlsx"
"21200010" 1975 "2006.xlsx"
"21200010" 1976 "2006.xlsx"
"21200010" 1977 "2006.xlsx"
"21200010" 1978 "2006.xlsx"
"21200010" 1979 "2006.xlsx"
"21200010" 1980 "2006.xlsx"
"21200010" 1981 "2006.xlsx"
"21200010" 1982 "2006.xlsx"
"21200010" 1983 "2006.xlsx"
"21200010" 1984 "2006.xlsx"
"21200010" 1985 "2006.xlsx"
"21200010" 1986 "2006.xlsx"
"21200010" 1987 "2006.xlsx"
"21200010" 1988 "2006.xlsx"
"21200010" 1989 "2006.xlsx"
"21200010" 1990 "2006.xlsx"
"21200010" 1991 "2006.xlsx"
"21200010" 1992 "2006.xlsx"
"21200010" 1993 "2006.xlsx"
"21200010" 1994 "2006.xlsx"
"21200010" 1995 "2006.xlsx"
"21200010" 1996 "2006.xlsx"
"21200010" 1997 "2006.xlsx"
"21200010" 1998 "2006.xlsx"
"21200010" 1999 "2006.xlsx"
"21200010" 2000 "2006.xlsx"
"21200010" 2001 "2006.xlsx"
"21200010" 2002 "2006.xlsx"
"21200010" 2003 "2006.xlsx"
"21200010" 2004 "2006.xlsx"
"21200010" 2005 "2006.xlsx"
"21200010" 2006 "2006.xlsx"
"21200010" 2007 "2006.xlsx"
"21200010" 2008 "2006.xlsx"
"21200010" 2009 "2006.xlsx"
"21200010" 2010 "2006.xlsx"
"21200010" 2011 "2006.xlsx"
"21200010" 2012 "2006.xlsx"
"21200010" 2013 "2006.xlsx"
"21200010" 2014 "2006.xlsx"
"21200010" 2015 "2006.xlsx"
"21200010" 2016 "2006.xlsx"
"21200010" 2017 "2006.xlsx"
"21200010" 2018 "2006.xlsx"
"21200010" 2019 "2006.xlsx"
"21200010" 2020 "2006.xlsx"
"21200010" 2021 "2006.xlsx"
"21200010" 2022 "2006.xlsx"
"21200010" 2023 "2006.xlsx"
"21200010" 2024 "2006.xlsx"
"6400006" 1988 "2006.xlsx"
"6400006" 1989 "2006.xlsx"
"6400006" 1990 "2006.xlsx"
"6400006" 1991 "2006.xlsx"
"6400006" 1992 "2006.xlsx"
"6400006" 1993 "2006.xlsx"
"6400006" 1994 "2006.xlsx"
"6400006" 1995 "2006.xlsx"
"6400006" 1996 "2006.xlsx"
"6400006" 1997 "2006.xlsx"
"6400006" 1998 "2006.xlsx"
"6400006" 1999 "2006.xlsx"
"6400006" 2000 "2006.xlsx"
"6400006" 2001 "2006.xlsx"
"6400006" 2002 "2006.xlsx"
"6400006" 2003 "2006.xlsx"
"6400006" 2004 "2006.xlsx"
"6400006" 2005 "2006.xlsx"
"6400006" 2006 "2006.xlsx"
"6400006" 2007 "2006.xlsx"
"6400006" 2008 "2006.xlsx"
"6400006" 2009 "2006.xlsx"
"6400006" 2010 "2006.xlsx"
"6400006" 2011 "2006.xlsx"
"6400006" 2012 "2006.xlsx"
"6400006" 2013 "2006.xlsx"
"6400006" 2014 "2006.xlsx"
"6400006" 2015 "2006.xlsx"
"6400006" 2016 "2006.xlsx"
"6400006" 2017 "2006.xlsx"
"6400006" 2018 "2006.xlsx"
"6400006" 2019 "2006.xlsx"
"6400006" 2020 "2006.xlsx"
"6400006" 2021 "2006.xlsx"
"6400006" 2022 "2006.xlsx"
"6400006" 2023 "2006.xlsx"
"6400006" 2024 "2006.xlsx"
"7000008" 1968 "2006.xlsx"
"7000008" 1969 "2006.xlsx"
"7000008" 1970 "2006.xlsx"
"7000008" 1971 "2006.xlsx"
"7000008" 1972 "2006.xlsx"
"7000008" 1973 "2006.xlsx"
"7000008" 1974 "2006.xlsx"
"7000008" 1975 "2006.xlsx"
"7000008" 1976 "2006.xlsx"
"7000008" 1977 "2006.xlsx"
"7000008" 1978 "2006.xlsx"
"7000008" 1979 "2006.xlsx"
"7000008" 1980 "2006.xlsx"
"7000008" 1981 "2006.xlsx"
"7000008" 1982 "2006.xlsx"
"7000008" 1983 "2006.xlsx"
"7000008" 1984 "2006.xlsx"
"7000008" 1985 "2006.xlsx"
"7000008" 1986 "2006.xlsx"
"7000008" 1987 "2006.xlsx"
"7000008" 1988 "2006.xlsx"
"7000008" 1989 "2006.xlsx"
"7000008" 1990 "2006.xlsx"
"7000008" 1991 "2006.xlsx"
"7000008" 1992 "2006.xlsx"
"7000008" 1993 "2006.xlsx"
"7000008" 1994 "2006.xlsx"
"7000008" 1995 "2006.xlsx"
"7000008" 1996 "2006.xlsx"
"7000008" 1997 "2006.xlsx"
"7000008" 1998 "2006.xlsx"
"7000008" 1999 "2006.xlsx"
"7000008" 2000 "2006.xlsx"
"7000008" 2001 "2006.xlsx"
"7000008" 2002 "2006.xlsx"
"7000008" 2003 "2006.xlsx"
"7000008" 2004 "2006.xlsx"
"7000008" 2005 "2006.xlsx"
"7000008" 2006 "2006.xlsx"
"7000008" 2007 "2006.xlsx"
"7000008" 2008 "2006.xlsx"
"7000008" 2009 "2006.xlsx"
"7000008" 2010 "2006.xlsx"
"7000008" 2011 "2006.xlsx"
"7000008" 2012 "2006.xlsx"
"7000008" 2013 "2006.xlsx"
"7000008" 2014 "2006.xlsx"
"7000008" 2015 "2006.xlsx"
"7000008" 2016 "2006.xlsx"
"7000008" 2017 "2006.xlsx"
"7000008" 2018 "2006.xlsx"
"7000008" 2019 "2006.xlsx"
"7000008" 2020 "2006.xlsx"
"7000008" 2021 "2006.xlsx"
"7000008" 2022 "2006.xlsx"
"7000008" 2023 "2006.xlsx"
"7000008" 2024 "2006.xlsx"
"7600011" 1979 "2006.xlsx"
"7600011" 1980 "2006.xlsx"
"7600011" 1981 "2006.xlsx"
"7600011" 1982 "2006.xlsx"
"7600011" 1983 "2006.xlsx"
"7600011" 1984 "2006.xlsx"
"7600011" 1985 "2006.xlsx"
"7600011" 1986 "2006.xlsx"
"7600011" 1987 "2006.xlsx"
"7600011" 1988 "2006.xlsx"
"7600011" 1989 "2006.xlsx"
"7600011" 1990 "2006.xlsx"
"7600011" 1991 "2006.xlsx"
"7600011" 1992 "2006.xlsx"
"7600011" 1993 "2006.xlsx"
"7600011" 1994 "2006.xlsx"
"7600011" 1995 "2006.xlsx"
"7600011" 1996 "2006.xlsx"
"7600011" 1997 "2006.xlsx"
"7600011" 1998 "2006.xlsx"
"7600011" 1999 "2006.xlsx"
"7600011" 2000 "2006.xlsx"
"7600011" 2001 "2006.xlsx"
"7600011" 2002 "2006.xlsx"
"7600011" 2003 "2006.xlsx"
"7600011" 2004 "2006.xlsx"
"7600011" 2005 "2006.xlsx"
"7600011" 2006 "2006.xlsx"
"7600011" 2007 "2006.xlsx"
"7600011" 2008 "2006.xlsx"
"7600011" 2009 "2006.xlsx"
"7600011" 2010 "2006.xlsx"
"7600011" 2011 "2006.xlsx"
"7600011" 2012 "2006.xlsx"
"7600011" 2013 "2006.xlsx"
"7600011" 2014 "2006.xlsx"
"7600011" 2015 "2006.xlsx"
"7600011" 2016 "2006.xlsx"
"7600011" 2017 "2006.xlsx"
"7600011" 2018 "2006.xlsx"
"7600011" 2019 "2006.xlsx"
"7600011" 2020 "2006.xlsx"
"7600011" 2021 "2006.xlsx"
"7600011" 2022 "2006.xlsx"
"7600011" 2023 "2006.xlsx"
"7600011" 2024 "2006.xlsx"
"1600140" 1988 "Tabell A2"
"1600140" 1989 "Tabell A2"
"1600140" 1990 "Tabell A2"
"1600140" 1991 "Tabell A2"
"1600140" 1992 "Tabell A2"
"1600140" 1993 "Tabell A2"
"1600140" 1994 "Tabell A2"
"1600140" 1995 "Tabell A2"
"1600140" 1998 "Tabell A2"
"1600140" 1999 "Tabell A2"
"1600140" 2000 "Tabell A2"
"1600140" 2003 "Tabell A2"
"1600140" 2008 "Tabell A2"
"1600140" 2009 "Tabell A2"
"11400001" 1989 "Tabell A2"
"11400001" 2004 "Tabell A2"
"15600008" 1929 "Tabell A2"
"15600008" 1959 "Tabell A2"
