"RN","HN","Y_lat","X_long","Y_utm","X_utm","A","C_L","Q_N","R_L","R_G","R_G_1085","A_Glac","A_Agr","A_Bog","A_L","A_For","A_Mount","A_U","A_LE","H_10","H_20","H_30","H_40","H_50","H_60","H_70","H_80","H_90","H_MAX","H_MIN","H_F","Y_G_Lat","X_G_Long","Y_G_UTM","X_G_UTM","O","C_S","R_TL","R_TL_net","P_Jan","P_Feb","P_Mar","P_Apr","P_Mai","P_Jun","P_Jul","P_Aug","P_Sep","P_Oct","P_Nov","P_Dec","P_N","P_Med1Max","P_Med2Max","P_Med3Max","P_Med4Max","P_Med5Max","P_S","T_Jan","T_Feb","T_Mar","T_Apr","T_Mai","T_Jun","T_Jul","T_Aug","T_Sep","T_Oct","T_Nov","T_Dec","T_N","W_Jan","W_Feb","W_Mar","W_Apr","W_Mai","W_Jun","W_Jul","W_Aug","W_Sep","W_Oct","W_Nov","W_Dec","W_N","W_Med1Max","W_Med2Max","W_Med3Max","W_Med4Max","W_Med5Max","Q_N_SN","A_P","D","D_net","M_200_h","M_200_d","M_200_d_SN","QD_fgp","P_summer","P_winter","T_summer","T_winter","W_summer","W_winter"
20,2,58.8396339,8.1005249,6542728,102216,276.42,41.57999998,36.61,52.78,13.23,11.44,0,0.07,5.59,11.9,61.87,20.28,0,1.61,602,666,708,738,763,792,819,852,895,1146,228,918,58.99688568,7.89927247,6561363.337,92521.67385,152593.3441,11.7022206,675409.5523,463817.824,89.34611743,63.12312597,64.6821979,49.537619,81.04202727,79.13775377,89.80733813,111.4220153,128.8128573,143.2592795,121.8348475,86.25614193,1108.261321,39.27765602,53.5992675,66.49084247,80.27728948,92.118865,57.59243867,-6.68461578,-6.990728207,-4.62609752,-0.780945044,4.967105852,9.987207577,11.46127812,10.3550242,6.510267407,2.828055854,-2.011261694,-5.109232745,1.658838169,10.56306667,14.39527667,15.88494,112.1173333,371.80412,115.8779067,98.84219333,120.42148,138.7719433,145.1340767,65.75388,29.01000333,1238.57622,147.4055586,132.174694,59.78703808,87.10679181,139.8654349,1318.239718,1.811481374,2443.417815,1677.945966,34.00000001,121,84.00000001,0.697627777777778,79.271491895,105.438728271667,5.2272621975,-1.90958586083333,139.157995555,67.271374445
20,3,58.3304634,8.2030611,6485613,102367,1780.66,96.68524892,33.25,129.6875993,6.723618946,7.063127119,0,0.76,7.85,7.64,74.44,5.92,0.07,0.59567773,197,229,261,300,354,434,520,616,741,1146,19,1127,58.69634104,8.104908159,6527073.285,101762.8767,406957.2207,9.916340761,3314703.846,2408963.367,111.4006194,75.410657,80.95482897,58.8792665,86.6719873,77.81772043,94.38560373,117.4820151,139.0323676,161.227846,145.1257236,105.71979,1254.108425,45.13486799,70.20277899,82.07958998,98.03419398,104.9645425,58.95104938,-4.817921254,-5.170727531,-2.394119953,1.59757427,7.436340088,12.29564173,13.72152391,12.46020842,8.498564788,4.726392868,0.030113864,-3.14453799,3.7699211,43.67738067,36.77877533,54.23837733,177.7657053,237.5699533,92.05651733,103.813102,127.2027773,149.4243033,168.4245467,120.1658607,60.774484,1371.891783,62.43525008,57.37758725,27.91685865,40.85478997,63.40459886,1182.092805,4.375545926,1861.502961,1352.848589,41.99999999,137,129,0.882230769230769,86.0319036716667,122.986167266667,7.5195280775,0.0203141241666666,132.10773876,96.5408917833333
20,8,58.5921097,7.9698749,6516049,91807,73.99999998,15.00946974,39.3,20.89197797,9.812378721,5.36090935,0,0,11.93633952,11.93633952,63.66047745,7.957559682,0,4.618030857,478,487,499,516,532,548,569,595,627,736,437,299,58.64771673,7.951765369,6522349.668,91408.60846,61289.00794,8.606953782,172033.7659,108059.5756,117.3691785,81.0494518,83.4382192,60.96223757,88.55022873,81.5810957,93.55392687,119.1245209,144.4530592,167.8739267,155.6971233,113.8153425,1307.468311,43.80753449,65.16849248,80.40616449,93.60821999,104.625342,100,-5.541708654,-5.893372186,-3.232280149,0.703695592,6.587129187,11.51196956,12.89083664,11.56838121,7.676523586,3.968390042,-0.815231359,-3.955536908,2.955733046,31.0718,34.9324,38.7811,185.4251,318.9257333,96.63493333,105.803,131.6291,158.5624,176.6375667,121.2720667,61.8424,1461.5176,71.01833478,63.53444546,31.11000044,44.99833419,68.79500104,1386.194658,1.207394321,2324.780612,1460.264536,38.00000001,106,97.00000005,0.59125,87.868371495,130.043013666667,6.67162200666667,-0.760155913166667,146.199827771667,97.3864389
21,47,59.6088295,7.4196191,6632279,72814,19.01000001,7.76416934,35.73,10.37638288,47.99360294,37.64960016,0,0,10.52077854,2.100867964,0,78.90583903,0,0.045349868,1046,1070,1089,1106,1127,1159,1220,1288,1345,1432,890,542,59.58144404,7.479547554,6628898.223,75913.29576,24272.09754,8.006841707,52975.47449,49231.71483,109.0824562,76.2205265,84.7136843,44.74052617,56.1663159,71.16964897,75.3378945,95.49421057,122.5599998,131.880877,121.2645614,121.209649,1109.840351,33.6,50.10526298,60.7289475,67.7578945,82.39473704,62.26053195,-8.511358228,-8.654156724,-7.274929267,-3.908795336,1.548189015,6.47665497,8.182999435,7.652942843,3.927292421,0.533769113,-4.198169599,-7.129937741,-0.946291591,0.246433333,0.643333333,1.217333333,12.20186667,300.4650333,531.8763333,224.8368,124.8350667,149.6331333,119.0059333,20.31203333,5.2492,1490.522501,38.97691976,34.92961676,20.6707991,26.35357928,45.27085147,2013.622456,0.783203836,2786.716168,2589.779845,27,84.00000001,67.99999999,0.5446,71.2703800683333,113.70301165,2.11284361,-4.005426793,199.238738883833,49.181677766
22,4,58.1202431,7.5281301,6466492,60379,1757.7,102.2139993,46.62000002,124.1600527,7.208437663,7.785649617,0,1.36542072,6.087500711,7.851169141,47.05012232,32.94077488,0,0.453864679,218,288,367,455,560,678,767,836,904,1160,10,1150,58.59137673,7.436016789,6519060.154,60724.47531,453583.4387,11.05439833,3618046.872,2614729.937,146.8039838,103.0703659,104.1478602,66.49630973,98.22481667,95.28427377,98.9449116,137.1593256,180.3655467,204.4194628,191.870624,149.4298058,1576.217286,50.42105899,71.736027,89.07783152,106.1319865,121.071258,67.21500095,-4.995595195,-5.311171641,-3.035750076,0.596153213,6.15387648,10.76364327,12.12968521,11.14148707,7.543242006,4.043504804,-0.526249529,-3.563425323,2.911616691,53.07274733,43.33934167,53.72271833,150.7649567,348.2995333,172.861237,110.5709657,146.101797,191.7258713,208.3415037,145.037152,76.07571033,1699.913535,105.3428952,95.73464628,47.65913781,66.18033107,104.4946717,1949.871332,3.875141495,2058.398405,1487.586014,40,129,121,NA,100.042916261667,162.659964833333,6.29151586116667,-0.468282479666667,163.720201338333,119.598721055
22,5,58.6130257,7.4206161,6521849,60261,413.4800001,46.85352163,43.52000002,69.35310939,12.73223375,10.9199622,0,0.66,4.93,7.41,40.55,41.89,0.02,0.628484846,485,554,608,663,717,770,825,882,940,1160,261,899,58.82528576,7.47698624,6545186.42,66336.34755,184772.5319,12.42886633,819387.2223,622824.8403,126.2282733,88.7828617,87.0121499,58.2439651,90.7121982,90.28190253,90.6424056,127.5050282,164.865843,186.3663864,166.4768587,128.5609029,1405.678775,47.09975998,65.91258998,83.38033548,100.1160675,113.0955635,58.98543299,-6.173150252,-6.474111003,-4.217274953,-0.569744462,5.055078509,9.852930722,11.2689861,10.25340863,6.587934734,3.024586005,-1.695830264,-4.754072365,1.846561784,22.66140667,23.86205333,25.04906,124.5262667,402.49702,171.4690467,99.62743333,134.0092733,173.98694,185.4473133,104.0281067,47.61761333,1514.781533,103.5340333,91.38665087,40.61544577,61.10916342,93.07015867,2021.020512,2.237778512,1981.685264,1506.299797,35.99999998,116,100,NA,90.7329415883333,143.546854333333,5.27389742433333,-1.5807738575,159.529683338333,92.933905555
22,16,58.4458885,7.584991,6502242,67715,182.2,23.74999999,44.81000001,37.54999999,11.26,6.23,0,0.39,12.07,5.5,63.59,10.98,0,1.53,336,371,399,424,447,471,499,525,571,741,252,489,58.54945543,7.567940854,6513918.426,68001.47566,88563.98464,9.460262578,403010.3851,320507.3146,149.560761,107.1980437,107.2065943,69.84849673,102.3248922,96.95340627,100.7533879,140.1157437,183.2193666,204.8039128,198.5880803,150.5222649,1611.09495,53.214402,77.92445603,95.98451045,113.4124995,125.058967,64.71341535,-4.71893058,-5.04380153,-2.471348761,1.315738529,7.047687014,11.72429106,13.02813054,11.81288686,8.081555552,4.51144228,-0.123833939,-3.244357753,3.493288273,64.97408,53.58247333,62.8737,210.9445,309.9875533,109.5859267,109.00178,151.7936533,196.1990867,215.9272533,172.2479867,91.62572667,1748.74372,92.64318318,84.33484999,46.44772794,62.90303137,99.15000169,1698.451287,2.057269683,2211.912102,1759.096129,38.00000001,107,95.99999996,0.831994642857143,102.86708685,165.648738216667,7.07623087366667,-0.0896543283333335,159.03118555,132.426101116667
22,22,58.0909805,7.8351078,6461281,78051,203.58,29.63410731,29.98000001,50.3526745,7.129909254,6.54053308,0,4.99,5.99,3.88,81.51,0.11,1,0.086068604,57,108,144,173,198,224,250,278,311,485,6,479,58.21986616,7.786135366,6475931.305,76690.40415,136100.8903,10.34724669,393978.745,320784.2408,158.7364311,104.9158082,114.8632995,70.82,96.06239043,87.18462987,101.2121377,136.2444782,172.4795792,200.6567845,197.7736532,151.7940402,1592.743232,57.83888903,80.63863652,96.61262546,112.887121,130.419697,59.40566154,-2.316536872,-2.682009525,-0.322973266,3.371087539,8.832367763,13.17356566,14.54616216,13.64033561,10.08966553,6.596272405,2.291237388,-0.718538623,5.541719648,106.7285,72.35236667,113.8524333,197.5341333,163.5111667,94.4697,109.9532667,145.7915333,185.1639667,214.5359667,195.5834333,117.9559,1717.432366,39.67888202,37.29001991,21.58992321,27.76157241,47.52092665,1208.386836,1.495802114,1935.252694,1575.715889,41.00000001,149,144.9999999,0.926278048780488,101.064489283333,164.392716066667,8.87342424433333,2.2100150505,137.51870555,148.720022228333
24,8,58.1605644,7.0662289,6474075,33807,121.4100001,19.54002424,50.25,30.53279363,17.84966049,14.62907955,0,0.823655383,2.470966148,8.236553826,76.59995058,8.236553826,0,1.697657298,221,260,288,308,325,343,369,400,454,613,8,605,58.24922467,7.053403524,6483965.887,34258.70382,74305.16398,11.41149685,227920.374,142237.2328,182.9822313,131.66096,132.2880224,82.45782497,111.7535312,107.8242375,117.6967233,160.0587567,217.8318929,248.2809883,241.2990678,195.2508472,1929.385084,68.66694902,93.90932152,112.8923731,138.4750006,149.5029655,55.44735694,-2.586908146,-2.942267831,-0.895623297,2.496897357,7.744115178,11.82522598,13.05256333,12.37112264,9.170520728,5.98178058,1.766230707,-1.16747312,4.734682009,137.82165,95.89778333,120.1960167,208.491,190.608,115.6444833,125.9990667,170.2042833,232.3378,262.0418333,238.23685,159.9290167,2057.407784,56.19729831,50.26332133,26.70115866,35.75598508,57.30984643,1603.2589,1.63393758,1877.278429,1171.544625,38.00000001,142.0000001,149,0.951557142857143,118.679849345,202.88433125,7.76571686466667,1.703647153,155.190475,187.710822221667
24,9,58.4011383,7.2233481,6499670,46112,272.1600001,30.25999999,61.14999999,42.94999998,14.8,12.2,0,1.15,6.13,9.51,37.08,36.52,0.03,3.11556022,318,426,486,540,588,623,660,707,767,964,185,779,58.53622832,7.182952198,6514927.6,45520.02218,124781.7974,12.37136962,538354.88,374101.9895,169.1754362,119.6511686,122.5169248,75.5204176,107.9827917,105.9267525,109.1846738,151.0511803,207.0161991,235.2890775,226.9190897,179.0203688,1809.25408,56.43616199,86.38745401,105.2461255,127.0542434,145.4448336,60.40336106,-4.867755425,-5.183972076,-2.964184818,0.592703993,6.119498458,10.6008573,11.88379877,10.92919652,7.465344812,4.062829425,-0.496969664,-3.539840499,2.8834589,65.68663333,52.20638,57.35346667,174.7585633,390.7821267,160.1754767,116.41976,159.4189633,218.58352,241.0217633,185.2209867,98.74560667,1920.373246,96.12291826,83.85555698,36.48819509,56.81805671,83.82430699,2118.494504,2.181087361,1978.082314,1374.566393,37.00000001,116,104,0.854584090909091,112.030456783333,189.511889983333,6.19364503716667,-0.426727237833333,176.484726111667,143.577481666667
25,1,58.3652725,6.9567361,6497530,30119,1147.61,98.44000005,63.59999998,138.7899999,8.94,7.46,0,0.57,2.1,13.3,15.3,65.16,0.01,1.91,386,557,698,785,847,896,936,1015,1106,1431,123,1308,58.8158645,7.089367769,6546550.751,44273.29396,393461.9988,11.39638545,2657464.498,1678318.937,155.4715254,107.8708779,111.5450863,64.52460713,93.9506209,97.0112592,99.4403031,135.118362,187.2715653,215.6217362,197.2401322,168.6197337,1633.68581,50.50337951,72.89653347,94.23713148,112.944584,129.1483971,59.88224353,-6.082037401,-6.358188753,-4.46508862,-1.095933479,4.277775491,8.816963992,10.22786968,9.508371074,6.065730497,2.704905504,-1.856243691,-4.812350135,1.41098118,35.83813267,29.743173,32.84240833,98.365597,401.0189667,300.9536167,139.0261437,146.079723,198.9137897,211.2521117,119.7753807,60.11797167,1773.927014,63.89098943,57.1020359,30.51046556,43.33081475,66.13415801,2909.987778,2.916698436,2315.651223,1462.447118,32.99999998,110,95.00000004,0.943111111111111,100.265039771667,172.01592845,4.544993023,-1.72303066316667,186.381075905,109.273426573333
25,2,58.87006,7.0675478,6552716,43230,481.9000002,42.28999998,67.78999997,61.96000003,10.81,5.44,0,0,0.64,18.2,0.3,80.84,0,9.865734315,842,897,932,960,1003,1036,1075,1128,1204,1430,715,715,59.05699185,7.1922468,6572830.425,52857.29438,198984.8898,10.20829181,1099806.364,645147.9384,135.8352759,94.63167647,96.13789323,54.7854941,82.31447157,87.78169707,89.9617586,119.1645874,165.1654869,188.6452483,166.9070959,151.1721196,1432.502805,41.81482602,64.16758701,80.0949895,96.73588947,114.9126795,65.80065153,-7.369683784,-7.603952807,-5.930818001,-2.619963178,2.70032567,7.393565783,8.934091957,8.317416939,4.793044528,1.412588108,-3.219000924,-6.112936891,0.057889783,4.854426667,5.840536667,4.51714,38.14032333,405.5588467,403.9610033,159.4753733,131.6794333,174.1784367,171.9615067,56.13145,17.95942,1574.257897,136.3000052,123.9571457,54.7428578,81.81428749,127.1714281,3516.926652,2.421791918,2282.229438,1338.758951,32.99999998,108,92.99999999,0.2502375,88.3576503283333,150.392817178333,3.13243652833333,-3.01665696166667,190.555353321667,71.820962789
25,3,58.6265564,6.9156599,6526778,31233,895.5199999,70.95000003,66.35000001,104.05,9.92,7.44,0,0.1,1.15,15.64,5.06,76.7,0.01,3.172979939,675,760,824,863,900,932,981,1047,1136,1430,340,1090,58.92416643,7.123783271,6558440.105,47150.05745,312139.312,10.80453955,2121898.575,1257267.264,151.2152885,104.5159565,108.2381117,61.89362937,91.48567253,95.59103477,97.2363041,131.4841836,182.6451222,209.7605615,188.7652589,164.6529047,1587.484029,47.81746149,68.15382502,92.46552099,112.649723,128.9615855,64.0086419,-6.725164389,-6.988400091,-5.175315056,-1.824315102,3.543920915,8.16501318,9.625925899,8.930378485,5.453357844,2.074831805,-2.535657409,-5.475269648,0.755775536,16.55623,16.94381,15.31628667,71.48138,442.1654533,350.85689,145.6488867,142.54497,193.1064067,200.25571,93.75405,39.88639667,1728.51647,171.6166702,154.8119081,70.26666842,101.1690498,156.9571464,3164.510445,2.868975373,2369.459734,1403.952188,34.99999998,117.9999999,95.99999996,NA,97.6548226783333,166.925848716667,3.87760138683333,-2.36605031466667,194.668977778333,93.4171005616667
25,4,58.380909,6.9515548,6499300,30026,1142.21,96.61701245,63.70999999,134.7307894,9.277760527,7.372727032,0,0.525315846,2.101263385,13.30800144,15.05905426,65.40182285,0,1.434581574,392,561,701,786,848,897,936,1015,1105,1430,132,1298,58.82349011,7.089677986,6547415.857,44305.97531,387560.1882,11.3833804,2646217.342,1668742.346,155.3644968,107.7770789,111.4552276,64.4496405,93.8903247,96.97519867,99.37463587,135.0352455,187.1761646,215.4929913,197.0573016,168.509832,1632.558137,50.46053098,72.80848547,94.24334201,112.9718885,129.098433,55.78540924,-6.098162392,-6.374097163,-4.481971235,-1.112915481,4.261375868,8.80267044,10.21434112,9.494620392,6.051064803,2.689717192,-1.873168471,-4.829328449,1.395345552,35.384287,29.421513,32.450836,97.92366467,402.0971067,301.78969,139.1284503,146.0209353,198.906384,210.9665917,119.2617687,59.74580933,1773.097037,65.26466272,57.65939929,32.99248202,42.87894831,69.72105434,2914.718685,2.947180946,2316.752031,1460.976831,35.99999998,120,119,NA,100.19671214,171.896310866667,4.52968685066667,-1.73899574666667,186.568447161667,108.947725621667
25,7,58.2742882,6.8222761,6488397,21055,202.6800001,26.93336127,55.16999998,32.413,13.29713387,4.031304312,0,2.466942964,3.947108743,8.880994671,75.9818433,4.933885929,0,1.911211325,151,194,223,253,290,321,347,380,425,595,27,568,58.38983473,6.810545805,6501454.518,22050.73744,114933.0392,13.19534001,348445.0357,234248.6228,178.7579603,126.2588061,130.9276453,79.72769527,104.4523554,99.5758873,111.4148098,151.1117748,205.5958381,241.1005308,234.6202984,192.277463,1855.821064,65.86641752,90.207463,105.649751,128.3507455,141.2111935,66.1335841,-2.305326041,-2.641740965,-0.593587983,2.727022673,7.909680091,11.88745494,13.11428396,12.53842776,9.397398576,6.207694849,2.059484242,-0.862993614,4.953149874,144.7431667,102.1116667,135.9821667,182.6266667,150.0976667,105.1433333,116.895,159.41,218.2133333,254.5968333,233.2513333,162.9815,1966.052666,58.30359388,52.31137811,24.86706619,38.31616823,54.89461158,2015.569436,1.763461592,1719.188063,1155.755983,38.00000001,116,121,NA,112.868361311667,196.43514945,7.93054690683333,1.97575284116667,141.692472233333,185.982972216667
25,8,58.5119476,7.020081,6513347,35750,46.93000001,16.29452062,58.00000003,21.9831482,17.78635146,10.18962334,0,0,8.523332623,4.261666312,19.1774984,29.83166418,0,0.467438461,437,469,501,529,555,583,621,677,729,876,329,547,58.58648318,7.052893073,6521447.323,38572.33115,54929.49595,13.15736815,94130.09464,73353.62607,171.0174667,119.7283333,124.0803333,74.10546667,107.1498667,107.2441333,110.323,153.4912,209.2676667,238.522,228.1846,182.1451333,1825.259199,59.25999999,84.73799997,109.826,126.901,144.2199999,50.82242092,-4.87824086,-5.198696798,-3.012126882,0.484675556,5.990404301,10.42843556,11.69037419,10.78324301,7.380282222,4.017950538,-0.540157778,-3.591546237,2.796216402,70.58933333,54.18533333,57.45533333,179.162,393.2993333,152.5966667,120.0626667,165.1753333,224.294,247.5946667,194.8893333,107.07,1966.374001,51.79505778,46.91850474,25.24650083,35.36797964,54.39492652,2178.700199,0.854367932,2005.755274,1563.043386,35.99999998,111,100,0.9298575,112.732333328333,191.477533333333,6.06083428916667,-0.4684014855,177.958555555,149.770444443333
25,24,59.1591759,7.2148051,6583769,55441,96.82000005,12.69999999,65.33000001,20.61,20.48,15.78,0,0,0.19,16.4,0,83.31,0,6.96,1020,1041,1074,1106,1139,1175,1219,1271,1314,1431,950,481,59.18635865,7.252472215,6586671.801,57908.45934,58507.07055,11.43594863,211411.3689,129593.0891,115.7106737,81.05888903,80.21730643,47.16414143,73.07582507,80.16370377,83.79400677,107.1233671,145.7513133,163.5114813,142.994815,129.5937035,1250.159226,38.00000001,59.47929299,73.45404004,82.91616151,101.30808,61.03982976,-8.134439029,-8.337019128,-6.862759854,-3.622766558,1.637156511,6.396575759,8.022632794,7.500061911,3.931745228,0.579950031,-4.03952522,-6.87130879,-0.816641362,0.809366667,1.001033333,1.0277,16.53716667,304.6174,444.6250667,188.9861,126.3212333,151.6556667,132.6236,24.62746667,4.8941,1397.7259,60.385568,55.9835063,26.25773234,37.86082514,59.21237185,3561.290507,1.654842731,2183.550606,1338.495033,30.00000001,107,78.99999996,0.347660465116279,78.589725095,129.770145971667,2.17848342716667,-3.81176615133333,180.352444445,52.6018722283333
26,4,58.9514198,6.9265161,6562707,36229,643.0599997,41.1254914,80.80000004,55.16,8.79,8.47,0,0,0.621977578,13.52801232,6.530764566,76.81423085,0,2.44534848,733,818,878,903,938,981,1027,1085,1160,1420,566,854,59.1011636,6.88128136,6579754.838,35652.64828,245891.6867,12.2641865,1550047.866,994437.5191,160.289111,111.1021399,120.6674056,64.317855,86.30650097,94.95697147,99.093695,128.8321655,189.0385322,215.818775,196.8868166,185.8571166,1653.167086,50.51480598,74.419225,94.94759654,104.5124805,121.3807754,62.76792936,-6.695845942,-6.922429806,-5.298263402,-2.108854602,3.12708894,7.620833229,9.110493786,8.617336843,5.206886307,1.912146358,-2.640560043,-5.508776372,0.535004608,11.34473,11.89340667,10.52803,56.75240667,418.4243,421.7312267,201.5407967,148.67136,199.82583,204.2209967,87.31386333,36.77016333,1809.017111,111.1662181,99.30000188,43.99864971,61.8797309,101.0864877,4243.85909,2.615216506,2410.424939,1546.414827,32.00000001,109,105,0.485733333333333,99.0290989233333,176.49874855,3.51143913233333,-2.44142991633333,209.608020011667,91.8948316716667
26,5,58.8594017,6.7906442,6553464,27190,808.5299999,51.64289822,76.47,74.84900002,9.272000962,6.608861397,0,0.247362497,1.85521873,12.98653111,8.162962413,73.96138671,0,0.669738432,685,764,824,877,906,948,998,1058,1139,1420,463,957,59.06993105,6.888095823,6576009.237,35499.4937,283760.6869,12.36741436,1907512.318,1232002.035,162.2179123,111.8797194,121.4719553,64.73856033,87.77742563,95.58166243,99.08191853,129.3925492,190.1386676,217.8859321,198.4211961,186.5609445,1665.148444,51.3608915,74.39826703,94.850248,105.1285895,123.795731,62.15535607,-6.5259612,-6.76221953,-5.081485289,-1.867077004,3.39462419,7.88158253,9.348769688,8.819721332,5.413980343,2.109750994,-2.446017192,-5.334545809,0.745926921,15.40927667,15.35312333,14.23623333,68.40488,426.5306667,392.2132533,187.2803733,146.97513,200.987,208.6684133,96.07936333,43.06635667,1815.204071,78.11526873,72.11450493,38.07480994,55.32481002,81.14274941,3992.056302,2.849337614,2359.235059,1523.755501,32.99999998,104,101,0.489083333333333,99.6740119033333,177.850728666667,3.74935590783333,-2.25750206566667,205.940089438333,96.5939222166667
26,6,58.7668915,6.7438579,6543546,23231,962.9400004,62.22348321,74.15999998,87.49547415,10.6634087,8.884269053,0,0.415394521,1.661578084,11.94259248,10.17716576,72.59019254,0,0.525518596,659,722,782,834,886,917,970,1033,1121,1420,238,1182,59.0275908,6.869657721,6571642.167,33673.99221,322590.0303,12.97850931,2228992.907,1472341.592,167.4712036,115.2722477,125.9948317,67.10678423,90.8686299,98.0685675,101.4368953,133.0090288,195.7556984,224.8472388,204.6891879,191.178616,1715.69893,52.56139448,76.72908499,96.63100901,109.255307,127.122424,67.73441721,-6.31909996,-6.564341375,-4.844233025,-1.621389634,3.650557548,8.111027303,9.554169288,9.007383541,5.618457636,2.317559325,-2.227443172,-5.128884005,0.962813622,21.73813,20.19075667,19.94281333,80.22499333,434.1769867,373.95332,180.1564933,149.6966067,206.76613,217.4706867,108.8863167,52.42735667,1865.63059,67.8614788,61.02401151,31.68390559,42.13087147,70.36227056,3831.956648,2.985027146,2314.778603,1529.006575,34.00000001,120,101,0.6142125,102.747456238333,183.2023654,3.9762525035,-2.0506252585,206.35853556,104.579896123333
26,7,58.4267921,6.6662831,6506420,14055,1528.16,100.13,70.1,122.61,8.18,9.23,0,0.66,1.5,11.7,17.87,63.44,0.02,1.79,386,535,633,708,774,833,899,960,1065,1421,50,1371,58.87606135,6.834410412,6555142.508,30125.72962,481966.814,13.41443972,3586275.691,2413324.471,175.0500979,120.9681676,131.185597,71.48467727,96.67240323,101.1636511,105.5447953,140.7603288,204.6022396,236.2150042,218.0176461,196.3835269,1798.048135,55.80509799,79.83986898,100.4694775,115.2812745,132.6543135,59.89018283,-5.491198758,-5.763617377,-3.925709541,-0.669314737,4.614910678,8.969536607,10.34195894,9.753545076,6.423426361,3.142149269,-1.34328803,-4.273102395,1.814941341,50.75784167,39.76821333,45.95083667,114.76379,397.1830633,299.9952417,159.8566517,155.3251683,216.9360917,235.7845817,146.94522,82.730185,1945.996885,42.30454635,37.24545463,22.41818202,30.70000084,46.81363731,3490.697556,3.170674743,2346.793321,1579.235467,35.99999998,140.0000001,123,0.6726,107.801908783333,191.872780383333,4.84748783716667,-1.217605155,195.512458611667,128.820355566667
26,15,59.1220932,6.8978639,6581821,36897,208.85,22.01999999,89.93000001,29.58999999,10.07,2.72,0,0,0.01,21.7,0.17,77.46,0,15.04,899,921,966,1010,1051,1087,1125,1168,1222,1421,754,667,59.22030151,6.949323947,6592554.023,41019.11019,116447.4224,10.92742434,478468.6163,276321.6085,149.470545,103.5761701,112.7324521,61.19333347,81.11588143,92.14636217,97.27137823,124.6164262,180.873862,201.9008976,184.436715,174.736907,1564.07093,48.19519248,70.17716351,89.63677849,98.4723555,112.8903845,61.13911553,-7.290825576,-7.4822056,-6.022993681,-2.885266016,2.29722603,6.848169879,8.418100723,8.010974982,4.554642623,1.274617446,-3.2798157,-6.093456366,-0.137569271,2.991826667,3.714966667,3.12266,27.93564667,368.2051667,500.2159867,250.2603133,156.1808467,193.0169067,182.3006467,54.93662,17.22692,1760.108507,153.6172458,131.593107,56.77586259,86.04827776,136.08276,4820.881793,1.793513301,2290.967753,1323.062525,32.00000001,221.0000001,98.99999999,0.4620125,94.8459722666667,165.832516116667,2.77770198616667,-3.05284052883333,217.653436678333,75.6979811223333
26,20,58.5436668,6.4979129,6520601,5920,77.25000002,13.08431091,68.09999999,17.69019629,32.04543301,23.36510724,0,2.16,2.24,8.98,38.08,24.64,0,2.271968148,245,340,402,449,478,505,534,568,602,748,113,635,58.59443912,6.508375548,6526042.732,7211.503505,54723.37128,15.50638404,137532.6648,95947.3913,206.0031625,145.5781193,159.0161963,90.595299,113.1535042,113.5522221,125.2202566,168.1898294,241.9508544,282.6629063,267.5492736,233.8988037,2147.370428,64.25320553,95.37948696,114.5230771,140.9852571,156.030128,57.42178374,-3.419558869,-3.763673674,-1.780745796,1.440398857,6.656960297,10.6421738,11.82887234,11.28652329,8.211138174,5.075425986,0.773148129,-2.176748003,3.731159544,137.8259333,93.4896,125.1358333,211.5161333,294.9186333,133.5432667,133.6055667,180.9549333,258.3486,298.3374333,254.6506,176.6103667,2298.936901,104.9390313,93.48038115,46.50822864,66.06308131,100.3721533,3951.366795,1.41164549,1780.358116,1242.037428,34.99999998,160,129.9999999,0.942335555555556,128.2878846,229.607186633333,6.67903046466667,0.783288623833333,179.945727766667,203.210422216667
26,21,58.4896698,6.773129,6512618,21124,27.50000001,6.270000002,62.06999997,14.13,14.41,17.88,0,1.38,8.8,10.04,44.51,34.87,0,2.44,345,384,428,443,470,493,517,544,571,647,306,341,58.49747569,6.809456961,6513199.26,23298.80311,32476.58996,10.75754892,59584.45519,38661.87286,175.0816663,121.9400001,126.3855553,75.38311123,101.7462222,98.38644443,106.7649996,147.1359999,204.8054443,239.0154443,229.5662218,186.5367777,1812.747888,57.98333351,86.29333297,103.4166665,123.575,142.056666,63.33866081,-3.885362002,-4.227827182,-2.11250537,1.272559247,6.647788528,10.84051852,12.03330824,11.27627241,8.04692592,4.825465942,0.406362979,-2.606534052,3.543081099,107.2507667,71.0005,94.92696667,218.5285667,252.9069,108.4885,112.2293333,156.5834667,219.1319667,252.8484,214.5785333,132.1428333,1940.616733,35.34930038,31.9425776,17.01638697,23.75546264,36.88557496,2365.099446,0.84676378,2166.707467,1405.886285,35.99999998,140.9999999,128,0.938888888888889,109.300388776667,192.824259083333,6.65965692916667,0.4265052675,157.277288895,166.158833333333
